Gene = ALAD
index = 69
Annotated 5SS: [  122  7887  9215  9807 10536 10741 10929 11561 11735 11896 12357]
Annotated 3SS: [ 7698  9163  9709 10399 10656 10839 11504 11646 11808 12226 12971]
SMsplice 5SS: [  122  7887 10536 10741 10929 11561 11735 11906 12357]
SMsplice 3SS: [ 7698 10399 10599 10839 11504 11646 11808 12226 12971]
top_k =  500
Partition function (log Z): 24.75312975791896

Sorted 5' Splice Sites (High to Low Probability):
Position 11735: 0.9971608746573952
Position 10929: 0.9950093932638251
Position 10536: 0.9856750894302446
Position 7887: 0.9792928510563066
Position 10741: 0.978153400543507
Position 12357: 0.9573508668459623
Position 122: 0.9553400505878153
Position 11561: 0.8919243482569356
Position 9215: 0.6977039011855993
Position 400: 0.5074438044997521
Position 11906: 0.4550245301738581
Position 11896: 0.4426803563031565
Position 9807: 0.3645702750117541
Position 13105: 0.35121852402968556
Position 5927: 0.19414742348113662
Position 9710: 0.16824758989950195
Position 11884: 0.10160289149877774
Position 14064: 0.10132938422495442
Position 12113: 0.09788929000552839
Position 6057: 0.04927296510159262
Position 424: 0.04764941149555686
Position 8853: 0.0437377270175855
Position 7581: 0.04083140076635549
Position 2989: 0.03722001581633242
Position 9978: 0.03367170397485687
Position 1947: 0.029673852980525287
Position 12639: 0.02932261417414985
Position 12972: 0.025362172884017247
Position 4687: 0.023564710588036327
Position 432: 0.022747477837321964
Position 412: 0.021638883814449603
Position 4288: 0.020696002806525345
Position 1539: 0.016798759018704413
Position 2596: 0.016279871017734177
Position 307: 0.01538248891352387
Position 10258: 0.011817124950817813
Position 5071: 0.01120919855945074
Position 3415: 0.011186448510237146
Position 9839: 0.010404058353905137
Position 30: 0.010102651070013643
Position 12091: 0.006865913445735458
Position 2328: 0.004317017741587837
Position 320: 0.004300096881823064
Position 12914: 0.00416691126201983
Position 2288: 0.004032303985996328
Position 6157: 0.003732571721557077
Position 3256: 0.0036263873613292816
Position 3377: 0.00342381765579696
Position 9881: 0.0033737219193899007
Position 13093: 0.002761923236387158
Position 8143: 0.0025562754132184553
Position 11571: 0.0023531730021404853
Position 12140: 0.002212220653996663
Position 9269: 0.0016721844772462147
Position 11505: 0.0015662858960906166
Position 10727: 0.0013138228053150962
Position 8163: 0.0012846192870119256
Position 11511: 0.0012408014339262206
Position 12083: 0.001225052035076613
Position 12531: 0.0009825980946733415
Position 11067: 0.0009678759992869982
Position 9961: 0.0009296179612348456
Position 416: 0.0005407960436670942
Position 84: 0.000531508601038255
Position 12876: 0.0004272898948279745
Position 10716: 0.00040581850607632934
Position 9970: 0.0003651493131087301
Position 13267: 0.00033823314884466366
Position 12371: 0.00026540739740330086
Position 54: 0.00020612809293127395
Position 12570: 0.0001982819388565305
Position 11581: 0.00019398157912475837
Position 11081: 0.0001933538346286989
Position 8195: 0.0001844848993712573
Position 4147: 0.00016490949114326346
Position 10362: 0.00016283763493368355
Position 11425: 0.00016024714382131052
Position 1603: 0.00014609319053544446
Position 10776: 0.00013083500669828002
Position 826: 7.349610983774921e-05
Position 11875: 7.263313279203618e-05
Position 13305: 4.615020219501736e-05
Position 11739: 4.582726659532797e-05
Position 1952: 4.2120165591179146e-05
Position 12562: 3.287892827377291e-05
Position 10745: 2.8170519462056726e-05
Position 223: 1.985693797841847e-05
Position 13486: 1.8835350751016463e-05
Position 1054: 1.679110172385791e-05
Position 12043: 1.6523123003761383e-05
Position 13453: 1.597868997750992e-05
Position 406: 1.4811257272237749e-05
Position 13260: 1.3639126452288735e-05
Position 11845: 1.2178454203599671e-05
Position 10848: 1.145114135773713e-05
Position 1038: 1.1422125795643494e-05
Position 10624: 1.0948661838475811e-05
Position 2612: 1.0015697080039965e-05
Position 409: 8.651514570678348e-06
Position 1552: 4.976313573521048e-06
Position 243: 4.964644036987666e-06
Position 11732: 4.8257158313473315e-06
Position 272: 2.9320206535293044e-06
Position 58: 2.288816310144093e-06
Position 11493: 2.2801824209156663e-06
Position 729: 2.2517860832433655e-06
Position 348: 1.8072436244354572e-06
Position 1046: 1.788038516300695e-06
Position 10527: 1.657938786003539e-06
Position 10601: 1.5338418828847735e-06
Position 218: 7.482204655808102e-07
Position 1370: 5.385529926348046e-07
Position 11: 4.028731967586393e-07
Position 200: 2.610490063143433e-07
Position 11818: 2.352430852368019e-07
Position 12668: 4.924843881566818e-08
Position 12772: 4.9179021248518716e-08
Position 11659: 1.3359961703355557e-08
Position 207: 6.869161004011707e-09
Position 11113: 4.909928204537399e-09
Position 188: 3.1166017228115497e-09
Position 11227: 2.19037866435306e-09
Position 260: 3.502657175697463e-10
Position 276: 1.3402147144861354e-10
Position 11942: 1.0373527888408806e-10
Position 265: 1.5514601754906918e-11
Position 251: 1.743214841621589e-13
Position 11588: 7.026760774095686e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11808: 0.9981395651727295
Position 11646: 0.9851624375226763
Position 10839: 0.9811724562100491
Position 10399: 0.9475491095330572
Position 7698: 0.8948533721557281
Position 12226: 0.8873425455949511
Position 11504: 0.8372385119043854
Position 12971: 0.6493998305666859
Position 214: 0.4901933981979279
Position 10599: 0.4840899392349813
Position 10656: 0.40507119827254096
Position 9709: 0.3939000902587756
Position 8997: 0.2828889330548122
Position 13738: 0.2721246394761515
Position 5904: 0.1985037770256839
Position 9130: 0.18069658797486066
Position 9163: 0.1767381098915818
Position 12022: 0.16683478673784347
Position 12859: 0.10888417998522373
Position 14146: 0.09812159968652895
Position 9629: 0.09344260800461703
Position 9614: 0.0834877239842371
Position 10641: 0.08078042283075546
Position 301: 0.07718573612053359
Position 13972: 0.0640209292465231
Position 13215: 0.061535413494838785
Position 9100: 0.05738618718951813
Position 5839: 0.04708951269214254
Position 11364: 0.04400414090268883
Position 13929: 0.04241986659916649
Position 10284: 0.041275875234545636
Position 7495: 0.04118013630625583
Position 7799: 0.04070472431693147
Position 12910: 0.03939860088099628
Position 7779: 0.03869832340648637
Position 14306: 0.03449018731322397
Position 8719: 0.03353804465075986
Position 1826: 0.026597923314211586
Position 12199: 0.02650236913172285
Position 13292: 0.02350600512624644
Position 4612: 0.02002863950547104
Position 3208: 0.0182366535273634
Position 1405: 0.015409346510223023
Position 12470: 0.015089698624973991
Position 2844: 0.015003751019834458
Position 2497: 0.0147266124896087
Position 10847: 0.014609220163512395
Position 13932: 0.014434582996619844
Position 4051: 0.014134974177343019
Position 10213: 0.012964768186883734
Position 234: 0.011537797531756756
Position 13795: 0.010978415166307489
Position 11424: 0.009388075553051996
Position 12879: 0.00881674121107447
Position 8798: 0.007839285345244897
Position 2727: 0.007311533721137736
Position 13316: 0.0069020581989092155
Position 4849: 0.006145662376467079
Position 11419: 0.006016312439223574
Position 2126: 0.005805983926879763
Position 4124: 0.005797983857029769
Position 248: 0.005600269544552889
Position 14012: 0.005469011606960525
Position 2784: 0.005184496591591454
Position 4877: 0.005063536182983658
Position 11614: 0.0050449268008773
Position 10610: 0.0046381730564073265
Position 11654: 0.004609594198774126
Position 13191: 0.0044004199886212006
Position 7702: 0.0043593559556276
Position 8015: 0.0038958355335251766
Position 9555: 0.0038146506733428686
Position 12597: 0.003766571086415265
Position 14590: 0.003613517039386672
Position 4525: 0.0035360710825652884
Position 12913: 0.0033134128879296404
Position 13264: 0.0031767373783419188
Position 2883: 0.003013234766737022
Position 12482: 0.002964488761220937
Position 2902: 0.0028125881834174496
Position 1778: 0.0027129257749083273
Position 9433: 0.002622618345288007
Position 11390: 0.0025669441786175416
Position 9793: 0.002542980283547379
Position 13006: 0.00252166171598296
Position 14263: 0.0021930344087470353
Position 8580: 0.0021156566706363594
Position 2913: 0.0020643537393854423
Position 12519: 0.0018757707060390067
Position 14888: 0.001865653497233184
Position 2867: 0.0017194047189308163
Position 12083: 0.0015929183096626536
Position 5659: 0.0015596705864599019
Position 2179: 0.0013899342035560056
Position 198: 0.0013751225089447378
Position 13159: 0.0013597605586699575
Position 13703: 0.0013223511047333362
Position 12944: 0.001317139080861759
Position 12419: 0.0013010289262390142
Position 14918: 0.0012508662345762063
Position 9014: 0.001205368128636238
Position 10355: 0.0011155638571095057
Position 12514: 0.0010543507601765503
Position 14285: 0.0010101461779940158
Position 12396: 0.0010062601154451982
Position 13446: 0.0009772358874915565
Position 4048: 0.0008989305386094054
Position 12536: 0.0008920686049820849
Position 1478: 0.0008710002223942889
Position 2419: 0.000783193501540826
Position 2476: 0.0007746478758483468
Position 12566: 0.0007160975892674258
Position 2176: 0.0007085134943606269
Position 1457: 0.0006660157536057588
Position 9656: 0.0006477219306309487
Position 14613: 0.0005881416379898041
Position 9796: 0.0005243731379587528
Position 2254: 0.00042840688282342725
Position 1798: 0.0003668522421679175
Position 12498: 0.0003554823934391418
Position 8944: 0.0003518078718034333
Position 12543: 0.0003448873156399842
Position 7562: 0.0003283396816328624
Position 11827: 0.00032751446316314596
Position 12540: 0.00030583176119122003
Position 9530: 0.00030369356307492556
Position 11256: 0.0002563600505299325
Position 8551: 0.00024474035094442366
Position 11467: 0.0002442294966956724
Position 12500: 0.00020014908509830565
Position 11396: 0.00019502161529194936
Position 10241: 0.00019232502313318252
Position 11850: 0.00017288442922372565
Position 11000: 0.00015884665845392377
Position 11695: 0.00014362130193915445
Position 10691: 0.00014340431540051172
Position 9363: 0.00014198550740237705
