Gene = ERO1B
index = 508
Annotated 5SS: [  304 12111 28564 29936 32101 38564 45708 46197 49158 51762 55339 55717
 56916 60062 61154]
Annotated 3SS: [11990 28479 29893 32017 38489 45586 46149 49145 51734 55245 55469 56845
 59974 61019 63408]
SMsplice 5SS: [  304  5401 12111 24356 24638 28564 28757 29936 32101 38564 39157 46197
 55339 55717 60062 60379 61154 65852]
SMsplice 3SS: [ 5311 11990 24112 24527 28479 28641 29787 32017 38489 39075 46149 55245
 55469 59974 60264 61019 65762 65949]
top_k =  500
Partition function (log Z): -2.5653252564330726

Sorted 5' Splice Sites (High to Low Probability):
Position 12111: 0.9999999999999951
Position 29936: 0.9999999913970014
Position 46197: 0.9999997000811642
Position 55339: 0.9858022005416318
Position 60062: 0.9851615286551083
Position 28564: 0.9812691969854281
Position 39157: 0.9315309184635123
Position 61154: 0.9106571550283233
Position 24356: 0.8840775651551482
Position 55717: 0.8520136104427043
Position 38564: 0.8383740893701022
Position 304: 0.8299909257424347
Position 24638: 0.7974085204632606
Position 5401: 0.662092221877733
Position 60379: 0.6145141961474407
Position 28757: 0.5154832653908894
Position 21871: 0.49716816571116645
Position 519: 0.3755741416245043
Position 65852: 0.32377876568820874
Position 1956: 0.26852092982298764
Position 905: 0.2511593118836944
Position 45708: 0.23867879664159056
Position 10525: 0.2012298762103895
Position 63678: 0.19965139583457572
Position 21023: 0.19406072884238068
Position 10476: 0.17405043390069838
Position 56916: 0.15412798030197086
Position 22601: 0.15005319508865067
Position 10469: 0.13966087369025088
Position 23763: 0.10679125826498387
Position 57750: 0.09983902695719421
Position 1267: 0.09828867512743726
Position 25054: 0.0791578129424054
Position 28773: 0.061142888355672796
Position 57908: 0.047741277076985944
Position 19144: 0.04742700109861244
Position 24229: 0.04457180495054189
Position 63466: 0.0425690274768673
Position 14642: 0.03736152357043349
Position 19089: 0.03558568866269926
Position 58496: 0.034515926893246424
Position 1941: 0.03388384006976452
Position 22098: 0.032297569482125206
Position 64424: 0.03170507124926994
Position 196: 0.028963820449650814
Position 64142: 0.026461453639086033
Position 63462: 0.023947396771926675
Position 63885: 0.02087465161509546
Position 545: 0.020131536712144814
Position 676: 0.019740853201164525
Position 64136: 0.014668556888653886
Position 25303: 0.01104915093170571
Position 65884: 0.008467437300477736
Position 64512: 0.006037870074860821
Position 66214: 0.005761254305174736
Position 1958: 0.00553546988311151
Position 1203: 0.005478818020006257
Position 2839: 0.005416648703055522
Position 416: 0.0053266816281050235
Position 697: 0.004775732451574217
Position 1196: 0.0032953525083458525
Position 62689: 0.002176100619969764
Position 61474: 0.0016321057432628296
Position 169: 0.001407885444799964
Position 987: 0.001309419890027106
Position 14157: 0.0012945496088242634
Position 14217: 0.0012694439025393767
Position 64184: 0.0012413043001504905
Position 496: 0.0011800960784604509
Position 190: 0.0011401061867064618
Position 184: 0.0010300844035589093
Position 62983: 0.0009702374436643703
Position 551: 0.0009025048748113121
Position 61239: 0.0008692737909023336
Position 3642: 0.0007604397312283321
Position 24318: 0.0007494148837676052
Position 63881: 0.0007454537708125072
Position 61234: 0.0006941177555599143
Position 1605: 0.0004198124101240334
Position 701: 0.0003731643255424956
Position 1628: 0.0003083108604748129
Position 214: 0.00026018065842911694
Position 13862: 0.00025485552546855486
Position 186: 0.00022875043505648468
Position 1279: 0.0001847207747263041
Position 64188: 0.00011434665222127729
Position 241: 5.231263361196675e-05
Position 314: 4.24478463526199e-05
Position 1524: 2.8039268328619588e-05
Position 13867: 2.564771284917922e-05
Position 375: 1.6566141572161577e-05
Position 129: 1.2483100417464905e-05
Position 253: 9.676655425668361e-06
Position 589: 4.1651784716293945e-06
Position 42: 2.1233640419739195e-06
Position 265: 4.984107828028338e-07
Position 48513: 4.7415841096142147e-07
Position 44: 3.971316711893798e-07
Position 98: 3.2455419982246414e-07
Position 77: 1.7657820836018858e-07
Position 465: 1.2518544625778537e-07
Position 56: 5.3100610258821904e-08
Position 119: 3.28880663638058e-08
Position 132: 2.1784305442985916e-08
Position 151: 1.2398315724361201e-09
Position 30729: 4.788916377119381e-10
Position 289: 1.72020689744662e-10
Position 148: 1.244812836423698e-10
Position 292: 5.5605552001729635e-11
Position 587: 1.9412509359416023e-11
Position 604: 4.913256476435616e-12
Position 606: 1.6027130163219925e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 46149: 0.9999999661528554
Position 59974: 0.9866405626560798
Position 55245: 0.9858022005416318
Position 11990: 0.9813358799524527
Position 28479: 0.9812691971248496
Position 29787: 0.9583594915929645
Position 24112: 0.9434679630096451
Position 39075: 0.9315309184635123
Position 61019: 0.914100323958299
Position 55469: 0.8520863246371634
Position 38489: 0.8383740893701022
Position 65949: 0.6516631222324448
Position 5311: 0.5965269518376091
Position 60264: 0.5744338651960179
Position 28641: 0.5536630092444992
Position 10392: 0.5149411838013388
Position 21743: 0.49716816571116634
Position 24493: 0.43647434735040724
Position 24527: 0.346864995092666
Position 63408: 0.34498225678614974
Position 65762: 0.33224620298868657
Position 494: 0.2954088441612594
Position 1868: 0.25917115576940863
Position 45586: 0.23867879664159056
Position 20853: 0.19406072884238068
Position 22424: 0.15005319508865067
Position 64256: 0.12758704544971688
Position 56845: 0.10800414781130273
Position 23590: 0.10679125826498395
