Gene = OTULIN
index = 990
Annotated 5SS: [  230  8971 14028 16860 22899 25561]
Annotated 3SS: [ 8893 13932 16715 22772 25290 28105]
SMsplice 5SS: [  230  8971 14028 16860 25561]
SMsplice 3SS: [ 8893 13932 16715 25290 28105]
top_k =  500
Partition function (log Z): -8.073073518231983

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9970328286128004
Position 8971: 0.9463767787684989
Position 14028: 0.7968893112177763
Position 28229: 0.7582649239767366
Position 25561: 0.5768585655427395
Position 16860: 0.5567040829222349
Position 22899: 0.4942164068122917
Position 15317: 0.38812087250792154
Position 30233: 0.3628668754892333
Position 3682: 0.2964730887802175
Position 16877: 0.2729052317794494
Position 7480: 0.1771570215379556
Position 20345: 0.16428749108088092
Position 14041: 0.1409812885467632
Position 13855: 0.09636915115578897
Position 3787: 0.08905428618419149
Position 7384: 0.07960101810511498
Position 7881: 0.06862718944837748
Position 15907: 0.04834874482349769
Position 16098: 0.03471453507408436
Position 11612: 0.030942256024341946
Position 14056: 0.03022507925817476
Position 28371: 0.02828679953683815
Position 20129: 0.02784312435027821
Position 28347: 0.02656360798431532
Position 10253: 0.024402624924432743
Position 31285: 0.02314139178717307
Position 11711: 0.019641161757036393
Position 25534: 0.015996692197264024
Position 15385: 0.015779159154528613
Position 13476: 0.01500267156404473
Position 9524: 0.01164410775504584
Position 10258: 0.011536306737287817
Position 842: 0.009295719364870671
Position 1991: 0.006018636856939171
Position 20458: 0.004682385194275966
Position 3972: 0.003999373940243871
Position 2165: 0.0038507277859492154
Position 724: 0.0025135224003799066
Position 4965: 0.0024579872019331126
Position 14017: 0.0024472439241008987
Position 5008: 0.002350350235749492
Position 12577: 0.0019314612098136634
Position 2907: 0.0019221221614613218
Position 758: 0.0018949726671127598
Position 1882: 0.0017803597917977012
Position 6000: 0.0017758906895597774
Position 4843: 0.0014081648337349684
Position 6856: 0.0013135936158726379
Position 4633: 0.0012261407699548832
Position 6836: 0.0011634359605286208
Position 19054: 0.001077564915151908
Position 1604: 0.0008477994217809987
Position 2525: 0.0008206494784816786
Position 4793: 0.0007446700280036785
Position 1372: 0.0006513393596521134
Position 344: 0.000576586559877196
Position 3282: 0.0005061524190428446
Position 768: 0.00044073592389361763
Position 391: 0.00021827706093782066
Position 2101: 0.00018263702134414063
Position 2355: 0.00015115795724026252
Position 2768: 0.00013340434268711257
Position 2580: 0.00013056001258348075
Position 1075: 0.00011960414139409972
Position 234: 0.00011865005016479309
Position 586: 0.00011538703524263033
Position 300: 8.898234224172684e-05
Position 2490: 6.015840343067506e-05
Position 834: 5.6785472593793824e-05
Position 1680: 5.5789694965863934e-05
Position 2080: 5.249890477147826e-05
Position 14678: 3.4090953352334475e-05
Position 1845: 3.392243952256602e-05
Position 14566: 3.3494846184508336e-05
Position 1381: 3.2074941070580205e-05
Position 9376: 2.8629159099086878e-05
Position 1888: 2.5677739930770157e-05
Position 1490: 2.4025977989831542e-05
Position 2537: 2.280743822614702e-05
Position 658: 1.9032297230606427e-05
Position 9368: 1.723230954828654e-05
Position 984: 1.6791157085764602e-05
Position 2497: 1.4992414291121526e-05
Position 2072: 1.4553466025800214e-05
Position 591: 1.0759012954782815e-05
Position 2924: 9.722270459586489e-06
Position 15703: 9.088765091515838e-06
Position 871: 8.133660500789958e-06
Position 276: 7.33236093938526e-07
Position 531: 6.6520023801256e-07
Position 260: 6.184696540520907e-07
Position 434: 3.7737282515929627e-07
Position 397: 3.6426055160799924e-07
Position 442: 3.463878126287638e-07
Position 526: 2.870195978399361e-07
Position 389: 1.9722149393320701e-07
Position 485: 1.7161271674859784e-07
Position 321: 9.955245844698987e-08
Position 215: 5.9058872482168064e-08
Position 310: 3.554149249357807e-08
Position 38: 3.173639471761451e-08
Position 380: 1.1993261529915466e-08
Position 478: 1.089625440538032e-08
Position 82: 8.806991657430256e-09
Position 456: 4.750808129091842e-09
Position 307: 3.183141165444058e-09
Position 352: 9.126419237660505e-10
Position 110: 8.466413033174213e-11
Position 649: 1.4147734830881498e-11
Position 545: 1.0533698096202747e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13932: 0.9701266664904006
Position 8893: 0.9453441817154562
Position 28105: 0.886844527767678
Position 16715: 0.7981706409680233
Position 25290: 0.5943353037162037
Position 22772: 0.4842663096890869
Position 30119: 0.476835583308852
Position 3465: 0.38476658545593023
Position 15178: 0.3295543953839706
Position 7189: 0.18764435358560336
Position 20233: 0.15993086741004398
Position 33399: 0.1078328075480694
Position 30908: 0.10545184368394418
Position 28150: 0.07932366771404725
Position 30337: 0.07275022769328872
Position 13765: 0.0640176197209288
Position 31416: 0.058446505057773004
Position 28699: 0.05773860812926383
Position 7376: 0.04457116019736584
Position 32899: 0.043470208802997
Position 30175: 0.037180129139887094
Position 31549: 0.03504477808952558
Position 7763: 0.034817370766723206
Position 31155: 0.03294945435512305
Position 13674: 0.032786403101962465
Position 30431: 0.03128345241652844
Position 7675: 0.030837204384043942
Position 15993: 0.029643125428344904
Position 15074: 0.0291393533242211
Position 32176: 0.028944196467111986
Position 15712: 0.028459227927104442
Position 11524: 0.02828975105502083
Position 19985: 0.027633159025550958
Position 10201: 0.027042033570882126
Position 16802: 0.02630457252145635
Position 15905: 0.025185077568826136
Position 7335: 0.02454268110549377
Position 14958: 0.021718113338186806
Position 28370: 0.02125604933009312
Position 28512: 0.01923244652181868
Position 15268: 0.017102812051593766
Position 22704: 0.0164655982823309
Position 11546: 0.01626913425737141
Position 30592: 0.013283605963841306
Position 20259: 0.011509704333901033
Position 31090: 0.011264136591116943
Position 30399: 0.010490749359697033
Position 29190: 0.010411753193041566
Position 28702: 0.010064242940463737
Position 28894: 0.009964473289021185
Position 9476: 0.009391327032335259
Position 28959: 0.009157170679284869
Position 10174: 0.008897322776260945
Position 13205: 0.007902764760988541
Position 13171: 0.007099906803056189
Position 4742: 0.006589585254361093
Position 11636: 0.006024532468986095
Position 555: 0.005718671833159381
Position 16841: 0.005349594344079336
Position 29072: 0.005123390986302014
Position 753: 0.0050997240318912266
Position 29243: 0.004856599259562177
Position 15194: 0.0041187278929732864
Position 27020: 0.0035046566359980325
Position 7803: 0.002972614297610318
Position 1703: 0.002951727479843026
