Gene = JAGN1
index = 724
Annotated 5SS: [258]
Annotated 3SS: [2360]
SMsplice 5SS: [258]
SMsplice 3SS: [2360]
top_k =  500
Partition function (log Z): -6.862388355801152

Sorted 5' Splice Sites (High to Low Probability):
Position 258: 0.8637895039414996
Position 2473: 0.2488646580137911
Position 95: 0.142589158565703
Position 1346: 0.05520768142396354
Position 265: 0.04602482834687146
Position 1292: 0.04279238847095747
Position 1266: 0.02395589412326799
Position 690: 0.01845281281444989
Position 1200: 0.010643625758264766
Position 132: 0.008155013287995522
Position 2315: 0.005116415927994187
Position 3471: 0.0035544085137072167
Position 466: 0.0034258006311133154
Position 1331: 0.0032637852026310647
Position 2273: 0.0032611985195330705
Position 2440: 0.0017110912319005071
Position 790: 0.0015889875188702903
Position 2373: 0.0015358664545789887
Position 138: 0.0012975114279435791
Position 2398: 0.0012842743524557063
Position 3429: 0.0011883866550205125
Position 125: 0.0007700830653864959
Position 1742: 0.0006235228798084161
Position 1396: 0.000569992585552934
Position 3335: 0.0005178536708999299
Position 543: 0.00045093069052980916
Position 876: 0.00043339003340967663
Position 491: 0.00025312834068376904
Position 2425: 0.0002013738645294661
Position 3351: 0.0001787310407867254
Position 1901: 0.00017803435882809894
Position 145: 0.00013618422760373672
Position 2923: 0.0001360176695231735
Position 99: 0.0001317737341163671
Position 680: 0.00011399399280086882
Position 622: 0.00010872187160005858
Position 2899: 9.742792139084852e-05
Position 593: 9.305034816199394e-05
Position 2979: 8.918264275529907e-05
Position 1296: 8.626426608066999e-05
Position 628: 8.254623144290859e-05
Position 1494: 7.995210849390778e-05
Position 2407: 6.49419093746017e-05
Position 867: 5.974671715818108e-05
Position 652: 5.5298700490482756e-05
Position 2490: 4.2347077732880584e-05
Position 23: 2.6298721704539173e-05
Position 525: 2.5712653880731655e-05
Position 797: 1.9778239954490095e-05
Position 643: 1.3752004638807408e-05
Position 1221: 1.1064882207786864e-05
Position 343: 1.0855017884002385e-05
Position 27: 9.578707857394215e-06
Position 508: 7.411156674241226e-06
Position 114: 4.628837195165282e-06
Position 53: 2.6497889558578723e-06
Position 892: 2.16495979814259e-06
Position 730: 2.114290131689103e-06
Position 694: 7.513664572769505e-07
Position 379: 6.742874636767618e-07
Position 116: 5.695606573806286e-07
Position 12: 5.599113650576618e-07
Position 977: 7.827675810947615e-08
Position 901: 7.378077491029095e-08
Position 153: 1.671121832334529e-08
Position 235: 5.623839787231835e-09
Position 174: 4.662653564980687e-10
Position 119: 1.2086716447103987e-10
Position 392: 1.1399463733774077e-11
Position 520: 6.81121099920823e-14
Position 409: 4.871775181706619e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2360: 0.9268906474115959
Position 1113: 0.12690774928484352
Position 3540: 0.1006860613929697
Position 184: 0.05064181848553981
Position 2588: 0.04986570667510785
Position 2254: 0.02989843204283682
Position 163: 0.02497439486139909
Position 3585: 0.02397090913256161
Position 3560: 0.020478282007494557
Position 2908: 0.01660999006339876
Position 2627: 0.01348527399802488
Position 2564: 0.012689095407051027
Position 1087: 0.012119671369844412
Position 1165: 0.0075810579667834515
Position 3193: 0.005671521000314648
Position 2911: 0.005138988835683128
Position 2737: 0.004805182073573425
Position 3662: 0.004370674912574191
Position 2652: 0.0041901023530738594
Position 356: 0.004033587684696529
Position 3324: 0.0038532503920082426
Position 3082: 0.0034196696742091652
Position 2655: 0.0032776979807882856
Position 341: 0.0029822191997987244
Position 3235: 0.002948056093506851
Position 1239: 0.0023837490456700763
Position 621: 0.0022919529078883594
Position 3350: 0.00223109512834925
Position 3704: 0.0017392761183447065
Position 212: 0.0016054414178489807
Position 3256: 0.0014374613645337857
Position 222: 0.0012104995059487938
Position 3012: 0.0011309115637366926
Position 3047: 0.0010990252563454089
Position 3516: 0.001097719055584789
Position 596: 0.0010403313535224618
Position 426: 0.0009809366386932096
Position 1115: 0.0009699988994346021
Position 2798: 0.0009414812041033362
Position 2805: 0.0007934489272159711
Position 1214: 0.000708328630086751
Position 3143: 0.000663934162393286
Position 475: 0.0006106992097886674
Position 2281: 0.0005944040225349184
Position 3362: 0.0005653527983072964
Position 2865: 0.0004436890544262917
Position 484: 0.0004430398445193682
Position 693: 0.00040673313123878
Position 3748: 0.00037451745595853855
Position 379: 0.0003400715142926407
Position 1831: 0.0003373151720618904
Position 1645: 0.0003337026344811753
Position 2768: 0.00032241637946132267
Position 2935: 0.0003044439349780976
Position 2135: 0.0002932859299052779
Position 360: 0.0002899799307289089
Position 1199: 0.0002869537276183543
Position 1648: 0.0002867355959752266
Position 1482: 0.00026428748648539064
Position 2841: 0.000259420377030221
Position 1381: 0.0002486632026475523
Position 2757: 0.00022418074241973483
Position 3777: 0.00020023312209712556
Position 1322: 0.00019378214374122518
Position 819: 0.0001518799008666075
Position 3029: 0.00014231812861607612
Position 181: 0.00014155064842740628
Position 3403: 0.00012037644643306214
Position 794: 0.00011409325530493104
Position 2308: 0.00010853098134084435
Position 2108: 0.00010098169226545483
Position 3463: 9.946173674830536e-05
Position 1219: 9.682904704895908e-05
Position 2373: 9.509909150966671e-05
Position 3680: 9.108729978704461e-05
Position 252: 7.565443226581648e-05
Position 3602: 6.925344894196287e-05
Position 3677: 6.499005335628254e-05
Position 1935: 6.343208499501806e-05
Position 2978: 5.901625099196487e-05
Position 2673: 5.6827364215969684e-05
Position 1196: 5.066188151867075e-05
Position 1425: 4.6696795900333325e-05
Position 444: 4.351791925494126e-05
Position 520: 3.815327871729916e-05
Position 2472: 3.419042460420976e-05
Position 581: 2.6566771916603665e-05
Position 939: 2.3424654162813214e-05
Position 1506: 1.833333014394945e-05
Position 726: 5.834005614301312e-06
Position 751: 3.839368829264462e-06
Position 193: 3.4239151979071777e-06
Position 2385: 3.3827282199965383e-06
Position 634: 2.776270015179819e-06
Position 575: 1.3276916377718576e-06
Position 131: 1.261305952087056e-06
Position 598: 1.0859241264846533e-06
Position 657: 6.982895460572143e-07
Position 2192: 4.0395945942525927e-07
Position 1270: 1.584117939448015e-08
Position 303: 2.281217767326482e-09
Position 231: 1.2802571442871925e-09
Position 93: 1.2748302648924269e-09
Position 2086: 3.9704361609108254e-10
Position 257: 1.0134544779184351e-10
Position 142: 4.575380699546724e-11
Position 643: 9.73567710690002e-12
Position 664: 4.993519572387878e-12
Position 602: 4.1273689799696125e-12
Position 99: 1.17949847370072e-12
Position 284: 5.1948243414407373e-17
Position 265: 4.396789380316035e-17
Position 321: 3.208777471412382e-17
Position 269: 1.0806216316700547e-17
Position 277: 3.157913578724345e-18
