Gene = TRH
index = 1482
Annotated 5SS: [ 519 1723]
Annotated 3SS: [1503 2393]
SMsplice 5SS: [ 519 1723]
SMsplice 3SS: [1503 2393]
top_k =  500
Partition function (log Z): -3.1539449825630843

Sorted 5' Splice Sites (High to Low Probability):
Position 519: 0.9905579119332515
Position 1723: 0.8981790575666749
Position 2557: 0.5819442171098234
Position 1324: 0.10340735684104835
Position 1711: 0.07326265064409662
Position 2099: 0.04263412869573995
Position 1317: 0.041102391208591195
Position 1412: 0.03385814433707734
Position 2263: 0.014229264836104843
Position 2567: 0.010716743572292095
Position 2235: 0.008599590398177728
Position 747: 0.008390121842007282
Position 1656: 0.007217163396050042
Position 2888: 0.004642917057622231
Position 2245: 0.004112844817870554
Position 1419: 0.003601138642092801
Position 3283: 0.00305186712603576
Position 3252: 0.0026013650992447947
Position 770: 0.0020654895360357134
Position 2165: 0.0019073079519468063
Position 2871: 0.0017105661272919348
Position 2239: 0.0016517805866113904
Position 184: 0.00133962508665984
Position 111: 0.0013139331208875794
Position 819: 0.001220341821101425
Position 896: 0.0011501179619985088
Position 22: 0.00102006605237516
Position 1949: 0.0009307819081406312
Position 1893: 0.0009227293066059396
Position 250: 0.0009108580883750785
Position 1471: 0.000584307568547479
Position 3289: 0.000565362058956327
Position 93: 0.0005420396784826108
Position 3417: 0.0003462739121923679
Position 3091: 0.00033297216446148556
Position 66: 0.00033159647362200303
Position 3222: 0.0002705829955595031
Position 2229: 0.0002497153013315201
Position 2301: 0.00022202606818754757
Position 756: 0.0001798443095599478
Position 3515: 0.00017534405377345115
Position 552: 0.00017329311342271925
Position 799: 0.00013588459339525667
Position 3294: 0.00010589769780947301
Position 20: 0.0001043751648851425
Position 634: 0.0001013351332625238
Position 48: 9.314515551847389e-05
Position 554: 8.40068694089859e-05
Position 72: 7.908623698148035e-05
Position 1404: 7.075836002875413e-05
Position 1384: 6.681420973442015e-05
Position 2934: 6.455297945263e-05
Position 1114: 6.366701287668602e-05
Position 3466: 5.955286507060425e-05
Position 297: 5.856611915571944e-05
Position 187: 5.0941126161776886e-05
Position 1062: 5.045578356897834e-05
Position 602: 3.922964408121499e-05
Position 890: 3.276795659289961e-05
Position 910: 2.8267973604791256e-05
Position 850: 2.321712940352607e-05
Position 317: 1.9540740001091426e-05
Position 228: 1.607077653649944e-05
Position 1295: 1.1521373292298292e-05
Position 2094: 1.120246598387197e-05
Position 2430: 9.672974741288347e-06
Position 830: 7.65768412151168e-06
Position 2227: 7.471963865042827e-06
Position 56: 6.5787148388223e-06
Position 9: 6.552424286414373e-06
Position 26: 5.663593682582709e-06
Position 24: 5.476247168492731e-06
Position 1611: 4.324802095915753e-06
Position 54: 2.855315962005711e-06
Position 430: 1.8449027553385432e-06
Position 101: 1.6134908421033818e-06
Position 259: 7.595050554413396e-07
Position 2929: 5.872333553302373e-07
Position 475: 5.838507362224485e-07
Position 2832: 5.608571879668047e-07
Position 667: 5.111988352880548e-07
Position 103: 4.7588142581382765e-07
Position 2772: 4.4855310152251737e-07
Position 35: 3.2846936092423374e-07
Position 2504: 2.714095348027933e-07
Position 37: 1.3799873042129213e-07
Position 11: 1.2391079439234984e-07
Position 133: 5.958550494682621e-08
Position 160: 4.119483120176891e-08
Position 158: 1.7302333735863174e-08
Position 499: 7.843314288583679e-09
Position 166: 7.262826247456522e-09
Position 45: 3.659170399078148e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1503: 0.9001709066280424
Position 2393: 0.8744893766271276
Position 3086: 0.2289864525098135
Position 1194: 0.12396184802811576
Position 3349: 0.12263269539046313
Position 3378: 0.11145796043754327
Position 3190: 0.07328632238705228
Position 2782: 0.05314325575370667
Position 1997: 0.036974441976862366
Position 1267: 0.03580673531802702
Position 1655: 0.03051897164163608
Position 2401: 0.026205324561216867
Position 1480: 0.02190782591767256
Position 3137: 0.021185293610968898
Position 1586: 0.01877019645214621
Position 2094: 0.015945496994092864
Position 2998: 0.015557902104598186
Position 2017: 0.014243147090235542
Position 3595: 0.010926113748488623
Position 2632: 0.009570713970748287
Position 2434: 0.009337347557655234
Position 1212: 0.008981295377416128
Position 683: 0.008868652490773671
Position 3323: 0.007083902210787768
