Gene = SLC50A1
index = 1270
Annotated 5SS: [ 142  527 1102 1873 2249]
Annotated 3SS: [ 448  977 1710 2128 2329]
SMsplice 5SS: [ 527 1102 1873 2249]
SMsplice 3SS: [ 977 1710 2128 2329]
top_k =  500
Partition function (log Z): -3.615827335227893

Sorted 5' Splice Sites (High to Low Probability):
Position 2249: 0.9589484756522005
Position 1102: 0.867664072376367
Position 527: 0.6600357720149022
Position 1873: 0.5425728482649748
Position 275: 0.35316507244378514
Position 547: 0.12952262210400808
Position 142: 0.082776456942723
Position 573: 0.07480115950064903
Position 1895: 0.03064764090649344
Position 292: 0.026915338289283896
Position 59: 0.023777962485692913
Position 260: 0.020229364348000874
Position 2018: 0.01903588517604316
Position 1687: 0.01602584233494927
Position 250: 0.0134502838011325
Position 1408: 0.012471926942824054
Position 1042: 0.009844851867795096
Position 2522: 0.009567816623936071
Position 148: 0.009095420814704904
Position 679: 0.005848229368531393
Position 347: 0.00426419514497221
Position 711: 0.0027924021712947356
Position 1297: 0.0023243852267517055
Position 835: 0.0013302200014114784
Position 163: 0.0013130907394537145
Position 1693: 0.0012528899432845697
Position 608: 0.0011543025821238184
Position 2135: 0.0010891652158511785
Position 1046: 0.0009265756845247618
Position 1404: 0.0008069595571615046
Position 110: 0.0007592640091901542
Position 357: 0.0006949065055270983
Position 4: 0.0006470558614771215
Position 1233: 0.0006345003460283253
Position 1783: 0.0005994486338555297
Position 1994: 0.0005740438866407257
Position 1848: 0.00040747373985700974
Position 522: 0.00032654699554864226
Position 354: 0.0003128136040670041
Position 2527: 0.0002690798447685279
Position 2386: 0.00018188445235165778
Position 2209: 0.00013757524835860473
Position 888: 9.961990605808976e-05
Position 492: 7.326282322157379e-05
Position 1559: 7.018494158408616e-05
Position 231: 6.82112747130827e-05
Position 1533: 6.677825517682152e-05
Position 1065: 6.359768201444008e-05
Position 1473: 6.0991809018338716e-05
Position 107: 5.85681089024628e-05
Position 181: 4.1290929205322325e-05
Position 550: 3.975832677829564e-05
Position 908: 2.399159515932012e-05
Position 2221: 2.1567127013864404e-05
Position 56: 1.3965103380244509e-05
Position 127: 1.2153840217617474e-05
Position 757: 1.1594864162697432e-05
Position 721: 2.7327498307114838e-06
Position 636: 2.0248736802422685e-06
Position 924: 1.6424263632785779e-06
Position 211: 5.612849081027468e-07
Position 2269: 9.593290980291196e-08
Position 1521: 3.271976678573036e-08
Position 623: 2.4056009614652324e-08
Position 754: 2.2440256582903054e-08
Position 599: 2.2418084554230363e-08
Position 481: 1.8123807438052537e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2128: 0.9821485072105024
Position 977: 0.8444505415747885
Position 2329: 0.7462017716014884
Position 1710: 0.4433547668478535
Position 448: 0.4101374445686572
Position 2345: 0.11711145917279116
Position 1728: 0.08658733846129553
Position 2311: 0.08326248470257773
Position 1518: 0.028119998051541473
Position 395: 0.014064147220754039
Position 1744: 0.013918937925568892
Position 1829: 0.01143630647230744
Position 460: 0.010504605033462533
Position 2314: 0.010410519394457373
Position 1042: 0.00916880664281421
Position 1210: 0.007740823194499935
Position 2496: 0.006966496088353858
Position 1944: 0.006497945917208987
Position 1521: 0.006405002417329392
Position 1392: 0.005338299091880077
Position 2635: 0.00516268594931047
Position 1287: 0.0043838083003400604
Position 1011: 0.004309585768497547
Position 2726: 0.004005300796242223
Position 2395: 0.0030414932953679074
Position 1797: 0.0026551928937331975
Position 1812: 0.002265430617185356
Position 1559: 0.0021094153050935202
Position 2386: 0.00132932521233583
Position 1809: 0.0012915805096995955
Position 2693: 0.0012803676931328536
Position 2659: 0.00109036937061131
Position 2461: 0.0010538767770328925
Position 2678: 0.0010192043872993212
Position 2060: 0.0010150778437353312
Position 1059: 0.0008209882805215221
Position 1178: 0.0007877793290144942
Position 2521: 0.0007596169824458168
Position 1251: 0.0007537811254664615
Position 1844: 0.0007431960562517788
Position 2860: 0.0005282908709632663
Position 366: 0.00048477696526736037
Position 1015: 0.0004159835079103572
Position 1691: 0.00039075454133143074
Position 2071: 0.000383158948060823
Position 2743: 0.0003470523922126592
Position 2358: 0.0003283255496041457
Position 1175: 0.0002811528061498412
Position 2513: 0.00027686648197207137
Position 1232: 0.00027141914823583925
Position 1156: 0.00020712810116605936
Position 2637: 0.00020364895886974902
Position 1214: 0.0001972567325749041
Position 1662: 0.00019382618661545567
Position 481: 0.00018417986962109538
Position 2900: 0.00016404608334212765
Position 1659: 0.00014849800740461373
Position 2909: 0.00013109580111724512
Position 951: 0.00012670903442471115
Position 2986: 0.0001146176393678146
Position 522: 0.00010856826392691393
Position 2232: 9.68767270626781e-05
Position 1255: 9.431906007118048e-05
Position 2608: 8.818380870874966e-05
Position 2527: 8.1820098367888e-05
Position 1577: 7.544014463016898e-05
Position 1484: 6.10883301661368e-05
Position 1345: 4.227754497162466e-05
Position 662: 3.281544215831435e-05
Position 864: 3.0449880226401312e-05
Position 2134: 3.0139437374237827e-05
Position 773: 2.97952093263824e-05
Position 497: 2.7289573738541938e-05
Position 374: 2.5839513944460128e-05
Position 656: 5.152380867649059e-06
Position 220: 4.4562237203178265e-06
Position 177: 1.8717018891204635e-06
Position 299: 1.3716704890916082e-06
Position 995: 1.1735120585726146e-06
Position 779: 9.543780757037848e-07
Position 747: 9.049894667020256e-07
Position 250: 7.034061259895838e-07
Position 1101: 6.512990114706465e-07
Position 1453: 6.172717258881543e-07
Position 1545: 6.112270069938593e-07
Position 206: 5.848008364121795e-07
Position 819: 5.821249550926566e-07
Position 338: 2.4365125009977145e-07
Position 593: 1.492541594026938e-07
Position 281: 1.4763712990750216e-07
Position 822: 1.21019937830197e-07
Position 800: 8.380724766963115e-08
Position 2398: 8.003049977673462e-08
Position 876: 3.9873539591686486e-08
Position 906: 2.3417407643683906e-08
Position 835: 2.192039515389124e-08
Position 796: 1.536555781578288e-08
Position 828: 5.5202006389630675e-09
Position 550: 1.0441953944684455e-11
Position 527: 9.403943056063173e-12
Position 307: 5.279916152460155e-12
Position 313: 4.896188558613325e-12
Position 597: 2.546333492507837e-12
Position 587: 1.8094764665643433e-12
Position 590: 1.603449662678274e-12
Position 146: 4.091268643567064e-13
Position 199: 3.8059373467302063e-13
Position 208: 3.701471500707548e-13
Position 287: 3.344383574136597e-13
Position 317: 3.3295274213340694e-13
Position 310: 6.338832818688331e-15
Position 181: 3.6916194438041144e-15
Position 265: 3.684896460463148e-15
Position 336: 3.080106197375187e-15
Position 171: 1.8923993536529094e-15
Position 197: 1.6636166420808329e-15
Position 558: 3.134863580825386e-17
