Gene = PODXL2
index = 1048
Annotated 5SS: [  109 10343 31979 33131 39417 40022 42433]
Annotated 3SS: [10063 31196 33055 39259 39959 42252 43086]
SMsplice 5SS: [  109 31454 34345 39173 39417 40022 42433]
SMsplice 3SS: [31196 34261 38968 39259 39959 42252 43086]
top_k =  500
Partition function (log Z): -23.444777761303563

Sorted 5' Splice Sites (High to Low Probability):
Position 109: 0.731183334688063
Position 387: 0.26489181950426005
Position 7055: 0.22295222698503436
Position 2197: 0.1720459442331275
Position 6923: 0.11760948824964915
Position 10799: 0.11116563307794051
Position 8594: 0.03383880045320095
Position 6852: 0.023730198866639664
Position 576: 0.021569215433973627
Position 275: 0.01496798269101737
Position 10343: 0.014954915369119016
Position 1438: 0.013934590823886393
Position 1877: 0.008942755381725249
Position 4117: 0.005788545002304192
Position 2845: 0.00488801466760255
Position 2023: 0.004758611324917871
Position 5837: 0.004466081249353193
Position 5014: 0.0042921700918360246
Position 1397: 0.003991164903187755
Position 1335: 0.0037795946373802925
Position 7554: 0.0026379034622357332
Position 826: 0.0017717383251764848
Position 7068: 0.001486265576987767
Position 7921: 0.0012289034888562462
Position 3155: 0.0010755930030814564
Position 4843: 0.0010271301455800914
Position 6999: 0.0009999594688919933
Position 6521: 0.0008889280545357682
Position 1026: 0.0008514125989748191
Position 1789: 0.0006575379457787386
Position 766: 0.0006232981763680578
Position 113: 0.0006075725361986981
Position 627: 0.0005205859030255899
Position 951: 0.0004147793132820445
Position 102: 0.0003320828063862996
Position 544: 0.00015991630634260834
Position 939: 0.0001332369022798287
Position 1233: 8.2957164753262e-05
Position 335: 2.508500408242864e-05
Position 4803: 2.3810702554159472e-05
Position 2122: 8.267321428558304e-06
Position 4696: 4.081654993052824e-06
Position 445: 1.941739213858467e-06
Position 429: 6.945319850389218e-07
Position 271: 5.351658010428341e-07
Position 855: 5.123733715751242e-07
Position 433: 3.155010738118416e-07
Position 441: 3.023583621139583e-07
Position 161: 2.1000528524442884e-07
Position 201: 1.9769481248023693e-07
Position 641: 1.966427512782898e-07
Position 768: 1.1917690735170395e-07
Position 592: 1.1366054818377546e-07
Position 1182: 8.384448478672504e-08
Position 1253: 6.921266686710718e-08
Position 1229: 5.2795695880430454e-08
Position 504: 4.1190431478000705e-08
