Gene = GPATCH3
index = 611
Annotated 5SS: [ 475 3166 6231 7078 7797 8056]
Annotated 3SS: [2740 6055 7017 7674 7927 9239]
SMsplice 5SS: [ 345  475 6231 7116 7797 8056]
SMsplice 3SS: [ 448 6055 7017 7674 7927 9727]
top_k =  500
Partition function (log Z): 15.106190295686877

Sorted 5' Splice Sites (High to Low Probability):
Position 345: 0.9848098797211643
Position 8056: 0.9466657357954669
Position 7797: 0.9306776457675016
Position 475: 0.9074287598890866
Position 6231: 0.8291996871477894
Position 7116: 0.48163118926156223
Position 7078: 0.30422293948506174
Position 3166: 0.2572854806959985
Position 6787: 0.1323954898947454
Position 6163: 0.10906542316464918
Position 7107: 0.10455399995431787
Position 7169: 0.0974244272339992
Position 5847: 0.08872833633354942
Position 7770: 0.06907660908009199
Position 3377: 0.06026945207598908
Position 79: 0.05958465451044992
Position 975: 0.047294693106131845
Position 542: 0.039263494855325876
Position 1426: 0.028570805249155208
Position 1040: 0.025383061955757073
Position 1553: 0.022252662249730003
Position 69: 0.020990530414127472
Position 6240: 0.01848358723029941
Position 9387: 0.01807865547848524
Position 1305: 0.016897914701108047
Position 6317: 0.01493679958265061
Position 9665: 0.01462611482954519
Position 4451: 0.010800741031018458
Position 3003: 0.010684134287594946
Position 9240: 0.009961425225729634
Position 6302: 0.009509234706272868
Position 7334: 0.008771183931149248
Position 5697: 0.008671755777535815
Position 2872: 0.007020240138403407
Position 9600: 0.006645973780107676
Position 1906: 0.006409872417191139
Position 2073: 0.0062994382251196366
Position 5432: 0.0058811916098327425
Position 2592: 0.003997408839879837
Position 72: 0.003896022431393814
Position 826: 0.003750192275571488
Position 9409: 0.0035756988105020483
Position 2969: 0.0034977670353060837
Position 6174: 0.0032014897076364413
Position 4255: 0.003015229424574
Position 481: 0.0025812921858264296
Position 3875: 0.002535411014436276
Position 9563: 0.002182379306724533
Position 564: 0.0021012511715789036
Position 7990: 0.0020155113438468197
Position 6400: 0.0018321815759516809
Position 7191: 0.0017950917343733267
Position 9570: 0.0014812549490838052
Position 6747: 0.0014231456664336166
Position 1300: 0.0013110809464275772
Position 1233: 0.0012829672992248663
Position 6574: 0.001192503118658665
Position 6069: 0.0011901788938507535
Position 4456: 0.0011489641087255224
Position 7339: 0.0010135598664766455
Position 7366: 0.0010015461424175102
Position 3056: 0.0009825010570832465
Position 5535: 0.0009044657033041248
Position 6188: 0.0009001068144058636
Position 1237: 0.0008054806033962613
Position 7943: 0.0008027372986176523
Position 7060: 0.0006103751017141743
Position 6107: 0.0006049869246775218
Position 4499: 0.0004976297028955404
Position 9461: 0.00045364359600848204
Position 6260: 0.0004287346405297007
Position 2456: 0.0004252850172797559
Position 489: 0.00037779844852375854
Position 7419: 0.00037162705886730954
Position 1686: 0.000368230341249529
Position 2890: 0.00033787105381397856
Position 1225: 0.00033228308036181085
Position 7315: 0.0002669325140970741
Position 7347: 0.00024107850898406807
Position 7402: 0.00023320290416124675
Position 353: 0.00022072601638458323
Position 148: 0.0002182856732528245
Position 1603: 0.00021196722734081704
Position 8175: 0.0001942375329435406
Position 7064: 0.00018689982000036253
Position 6617: 0.00017905849026390912
Position 7323: 0.0001765644606911017
Position 8605: 0.00013710498536592493
Position 92: 0.00013610242631719848
Position 30: 0.00012402522893285135
Position 7801: 0.0001097207690099031
Position 9158: 0.00010840938029443959
Position 1069: 8.976905892936906e-05
Position 8147: 8.924880509704422e-05
Position 9422: 8.771849670248454e-05
Position 128: 7.288146582520707e-05
Position 2197: 6.775196700514181e-05
Position 60: 6.04969428624552e-05
Position 691: 4.858297001316976e-05
Position 9029: 4.115060999180874e-05
Position 160: 3.922965705257885e-05
Position 1098: 3.8339693135672014e-05
Position 1898: 3.2094994177146865e-05
Position 999: 3.172233726064005e-05
Position 7132: 2.0762032923329436e-05
Position 1001: 2.008318732310261e-05
Position 625: 1.0511220637486806e-05
Position 7810: 1.0001994177109618e-05
Position 7207: 9.74079062762365e-06
Position 963: 8.073860171679441e-06
Position 1355: 7.192298345384216e-06
Position 1182: 6.686016435228507e-06
Position 279: 6.091355558031469e-06
Position 579: 4.049087672276586e-06
Position 1206: 3.6335699995060344e-06
Position 552: 3.0212661990235154e-06
Position 1057: 2.590775433500663e-06
Position 11: 2.356396189089993e-06
Position 1243: 2.2895060725543423e-06
Position 923: 1.9373934646663793e-06
Position 989: 1.6655607596178024e-06
Position 686: 1.6096591703716587e-06
Position 908: 1.4507537490717515e-06
Position 7755: 1.305091772222335e-06
Position 2225: 1.2505812003219944e-06
Position 1640: 1.1611191243483373e-06
Position 1675: 1.152367428481939e-06
Position 1091: 1.084736828977159e-06
Position 961: 1.035924146730144e-06
Position 723: 7.819848612076134e-07
Position 887: 7.360824921971281e-07
Position 383: 4.578614944669279e-07
Position 584: 1.767599237967314e-07
Position 90: 1.5928959412614303e-07
Position 539: 4.977195892790385e-08
Position 1003: 1.3761534853281557e-08
Position 629: 5.052352247339873e-10
Position 398: 4.23953041266788e-10
Position 430: 3.730866094932364e-10
Position 336: 7.70810179747295e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7017: 0.9946821026839469
Position 7674: 0.9911328874810196
Position 6055: 0.9867237723201431
Position 448: 0.9373951503002218
Position 7927: 0.8294387098449212
Position 9727: 0.7758412538353888
Position 2740: 0.1413573794774667
Position 9481: 0.104959142444536
Position 6659: 0.08082535035354381
Position 7886: 0.066863007115558
Position 7889: 0.06582262669142377
Position 200: 0.06404378306454299
Position 9239: 0.059713598587947135
Position 3088: 0.054524274521715106
Position 6681: 0.049481775288836995
Position 1181: 0.04634008495045473
Position 3344: 0.04580992946442699
Position 5549: 0.04302626358031336
Position 5737: 0.041707769545637485
Position 817: 0.04116817395994807
