Gene = SPDL1
index = 1307
Annotated 5SS: [  256  4942  7591  9915 10661 10859 11048 13068 14946 15526 17992]
Annotated 3SS: [ 4759  7413  9719 10510 10759 10936 12926 14841 15337 17645 20425]
SMsplice 5SS: [  256   533  4942  9915 10661 10859 11048 13068 14946 15526]
SMsplice 3SS: [  453  4759  9719 10510 10759 10936 12950 14841 15337 17235]
top_k =  500
Partition function (log Z): 10.060356571576344

Sorted 5' Splice Sites (High to Low Probability):
Position 9915: 0.9889285851591674
Position 11048: 0.9792211706921816
Position 10859: 0.9753881123697944
Position 13068: 0.9589939070334669
Position 14946: 0.9282303655358484
Position 10661: 0.8310373923126828
Position 533: 0.790131322474728
Position 256: 0.7617860825177315
Position 15526: 0.6744220080130691
Position 7591: 0.5447346130685088
Position 4942: 0.5269352374172975
Position 4857: 0.3967820736392677
Position 956: 0.297277869405017
Position 1610: 0.2491916643532723
Position 15921: 0.21145984572308388
Position 9564: 0.1689416869383383
Position 249: 0.13899320263350276
Position 1978: 0.12680545457554293
Position 3739: 0.11914822024480548
Position 12397: 0.1002781264345589
Position 17557: 0.09476005666500027
Position 5294: 0.09450812159511768
Position 938: 0.0858813484884664
Position 9633: 0.08551634594624381
Position 14568: 0.08511971502263992
Position 7196: 0.0784764319407077
Position 1111: 0.07040298786737988
Position 538: 0.0636571069835271
Position 17992: 0.06188029517245603
Position 15060: 0.05723392673434116
Position 10592: 0.05227816067686116
Position 9149: 0.050201703600460335
Position 281: 0.04906928727620786
Position 14443: 0.04855872058804958
Position 10191: 0.02736910405691369
Position 10268: 0.026362644152084704
Position 4916: 0.02625752137974323
Position 7570: 0.025820736964866774
Position 9418: 0.02119239319592998
Position 1069: 0.019172913042902685
Position 15875: 0.017744260901422036
Position 481: 0.013809042955601172
Position 11658: 0.01320183903985097
Position 864: 0.010346066445590415
Position 6875: 0.010123386422271872
Position 1961: 0.009867048179077343
Position 13269: 0.009078092421527802
Position 12677: 0.008861288088438474
Position 4873: 0.008070455207745493
Position 10833: 0.007052309783419144
Position 3560: 0.0070206874119787864
Position 565: 0.006846835019212553
Position 10869: 0.00525098259266391
Position 11731: 0.004652027072976796
Position 11071: 0.004651679864809202
Position 6017: 0.0038448047591326234
Position 14564: 0.003746295160797934
Position 12387: 0.0036252034376409053
Position 10790: 0.003158517054700557
Position 7191: 0.003124406645341814
Position 274: 0.0030269174902690108
Position 10675: 0.0027863280589053062
Position 14958: 0.002103674107251609
Position 13039: 0.0018245421859172854
Position 612: 0.0017917292906377807
Position 4862: 0.0017784165765024743
Position 17497: 0.0017165637402703387
Position 14664: 0.0015186301170313737
Position 13862: 0.0013489627464822844
Position 14999: 0.0012428698943617613
Position 796: 0.0012073888519295625
Position 15990: 0.0009346285903237408
Position 9907: 0.0008307464082628003
Position 528: 0.0007519826105026403
Position 1235: 0.0006661964843638311
Position 852: 0.0006537746409069188
Position 1852: 0.0006457584291161974
Position 25: 0.0005927456355880215
Position 17387: 0.000577153667684116
Position 3283: 0.000512942783478616
Position 14611: 0.00038310283853141365
Position 88: 0.0003203964951131625
Position 17077: 0.0002968082450621225
Position 15361: 0.0002348283799787517
Position 179: 0.0002149068777225983
Position 285: 0.00021000598282467492
Position 15: 0.00019067677956151246
Position 800: 0.00018125262129762678
Position 1318: 0.00016642736530461734
Position 4913: 0.00013807596572649376
Position 9831: 0.0001273821325680287
Position 493: 0.00012553746660502632
Position 589: 9.79817089903409e-05
Position 684: 8.524007616310942e-05
Position 16629: 8.478684790348809e-05
Position 194: 6.226553454263554e-05
Position 11104: 5.757625247111143e-05
Position 343: 4.628261734156851e-05
Position 1061: 3.77126480883221e-05
Position 1008: 3.716313541902082e-05
Position 668: 3.456562783809973e-05
Position 798: 3.0434580784415024e-05
Position 11015: 2.9387999305642062e-05
Position 10990: 2.6130503943347107e-05
Position 95: 1.470791188391936e-05
Position 9: 1.4180675047162537e-05
Position 485: 1.1676411217883919e-05
Position 10977: 1.1452858972179223e-05
