Gene = HAUS6
index = 638
Annotated 5SS: [  596  6446  8803  9949 13708 16029 16386 20247 22641 24944 26518 32901
 39606 40112 43032 45159]
Annotated 3SS: [ 6349  8723  9815 13559 15962 16336 20075 22446 24816 26414 32818 39538
 39925 42895 44117 46714]
SMsplice 5SS: [   79   596  5084  6446  8803  9949 13708 16029 20247 32901 43032]
SMsplice 3SS: [  447  4968  6349  8723  9815 13580 15962 20075 32818 42895 46971]
top_k =  500
Partition function (log Z): 4.5473435124157096

Sorted 5' Splice Sites (High to Low Probability):
Position 20247: 0.999987644669175
Position 32901: 0.9971460299464799
Position 8803: 0.9883345439305125
Position 79: 0.9810076434475604
Position 43032: 0.9661841065033738
Position 596: 0.961632688959594
Position 9949: 0.9002215532760839
Position 13708: 0.856701604381613
Position 26518: 0.8387457491465946
Position 16029: 0.820515414694033
Position 6446: 0.7272989606259259
Position 47052: 0.5840060300043909
Position 16386: 0.5579598125591027
Position 5084: 0.4463098872056884
Position 22641: 0.3824969260314659
Position 9511: 0.3231346106177377
Position 24944: 0.2292466220301402
Position 5466: 0.2141432510475438
Position 5050: 0.21027698369681305
Position 5950: 0.19980266856800522
Position 19129: 0.12807128564647977
Position 1754: 0.100795490480746
Position 10045: 0.08398530262548239
Position 5471: 0.07039593297353372
Position 22351: 0.06725883998226075
Position 8590: 0.06103569400692221
Position 2254: 0.05297340002403775
Position 7300: 0.052298165706246284
Position 5072: 0.05165486141848297
Position 6897: 0.04579829462162302
Position 6177: 0.035199913814940746
Position 9328: 0.027960685458969892
Position 15979: 0.022304550764272412
Position 11009: 0.02055114222126078
Position 8627: 0.020447571251722106
Position 2883: 0.019564617195239015
Position 24640: 0.01867776681706536
Position 15053: 0.017878286345959865
Position 17462: 0.01744728228762948
Position 234: 0.015882728001740242
Position 5961: 0.012989660923657116
Position 2569: 0.011877004632702312
Position 19141: 0.011716838827895606
Position 17955: 0.011222588435688421
Position 10456: 0.010727343671363332
Position 7865: 0.01009215633998285
Position 1861: 0.00894893185349513
Position 19579: 0.008253217872944254
Position 7429: 0.007822018892814796
Position 7561: 0.0067393602031529725
Position 8877: 0.006165913023133881
Position 5566: 0.004797036888609592
Position 4431: 0.00424818265748565
Position 2231: 0.004116385860297496
Position 4446: 0.003220147607812479
Position 6680: 0.002867655876191029
Position 16246: 0.002798867974037721
Position 8807: 0.0023446126079497234
Position 22312: 0.0023347017417457
Position 515: 0.00232613985490127
Position 8472: 0.0019363115650762933
Position 20712: 0.0015358517175265872
Position 6042: 0.0012077868748571557
Position 2264: 0.0011456245241397943
Position 37: 0.0010158583496042485
Position 4175: 0.0010119666022107053
Position 8842: 0.0009858175331406256
Position 7861: 0.0009636046340434942
Position 9001: 0.0009323806454715267
Position 9658: 0.0009320277934796253
Position 17606: 0.0008987447412104853
Position 4315: 0.0008891144105153579
Position 5092: 0.0008720272438319075
Position 4939: 0.0007847511054655211
Position 2288: 0.0006636851692799991
Position 4359: 0.0005439898026497903
Position 1775: 0.0003087385423794806
Position 24081: 0.0002513246874854977
Position 300: 0.0002478298558531559
Position 5990: 0.00022420204084694413
Position 34547: 0.0002113395680901268
Position 9705: 0.0002007562250672653
Position 5556: 0.00016186839346247564
Position 228: 0.00012926904675010433
Position 83: 0.00010372967981946591
Position 9152: 9.277515128868391e-05
Position 303: 7.857903490726834e-05
Position 676: 6.419546326971078e-05
Position 983: 5.086682394964082e-05
Position 7793: 4.8303794560321314e-05
Position 3410: 4.497788872033551e-05
Position 888: 4.1223533833955985e-05
Position 388: 4.0242337435123096e-05
Position 5558: 3.933214728324949e-05
Position 277: 3.678406213052948e-05
Position 57: 3.248018930754501e-05
Position 575: 2.5572276853913244e-05
Position 91: 2.3395546924476782e-05
Position 241: 2.19396940385313e-05
Position 1460: 2.1748070494856405e-05
Position 775: 1.942505940676814e-05
Position 806: 1.791820546638204e-05
Position 573: 1.1334980504373982e-05
Position 261: 9.34125727766832e-06
Position 919: 5.602796883628569e-06
Position 2385: 4.790301492620806e-06
Position 1844: 4.737039245934632e-06
Position 2452: 3.924751981205612e-06
Position 167: 3.829903245639161e-06
Position 897: 3.501426563790482e-06
Position 10082: 3.3139108632103723e-06
Position 2443: 2.7585549912566925e-06
Position 1090: 1.6067443287944941e-06
Position 694: 1.3456779212495123e-06
Position 483: 1.3200013184630485e-06
Position 20139: 1.2426121545932915e-06
Position 4062: 8.461318235063136e-07
Position 24906: 7.794021339088494e-07
Position 350: 7.639788795280938e-07
Position 1099: 7.312473998534691e-07
Position 258: 6.220032160540105e-07
Position 20292: 6.135970659468204e-07
Position 238: 5.735015144404334e-07
Position 2360: 5.284682347643008e-07
Position 1903: 5.215351827613334e-07
Position 335: 4.499560881026687e-07
Position 945: 4.3876835353345406e-07
Position 1150: 4.2526359092033786e-07
Position 822: 4.101882937253773e-07
Position 1494: 4.0180594215172744e-07
Position 1738: 3.7936671668494863e-07
Position 154: 3.551410357558116e-07
Position 1900: 2.9956941203639495e-07
Position 702: 2.5333133059928366e-07
Position 1175: 2.3659266849504176e-07
Position 1021: 1.8404552513382017e-07
Position 1354: 1.6974762995242939e-07
Position 916: 1.6756821501597318e-07
Position 663: 1.5956147668178406e-07
Position 1060: 1.2274426536613297e-07
Position 416: 7.671160039011367e-09
Position 22570: 5.589061553881662e-10
Position 594: 3.635847419435537e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 32818: 0.9972259379526545
Position 8723: 0.9970362632656021
Position 42895: 0.9871426922768085
Position 9815: 0.9810551496939439
Position 20075: 0.9746719686743458
Position 447: 0.9507662281001071
Position 15962: 0.8551738759684253
Position 26414: 0.8387665138147044
Position 13580: 0.7076005255406298
Position 4968: 0.6922434531882923
Position 6349: 0.6828469541727045
Position 46934: 0.4862659963592761
Position 46971: 0.4265503223957766
Position 16336: 0.3006570197596611
Position 49831: 0.27018290019521607
Position 22548: 0.2330739663294677
Position 5803: 0.21529727718353162
Position 24816: 0.2142013333076587
Position 9257: 0.19576701053162976
Position 5373: 0.19305391462205096
Position 47756: 0.1826294114293598
