Gene = EDARADD
index = 479
Annotated 5SS: [  228 14997 20022 33173 73999]
Annotated 3SS: [14937 19981 33113 73952 87988]
SMsplice 5SS: [  228 11881 12138 14997 33173 39771 41552 49803 73999]
SMsplice 3SS: [11688 11983 14937 33113 39688 41446 49715 73952 87988]
top_k =  500
Partition function (log Z): -37.54476430076451

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9972665358720862
Position 14997: 0.9181840756309806
Position 11881: 0.728908040369166
Position 12138: 0.39922771833328835
Position 12321: 0.2565189109814139
Position 20443: 0.22153588446643221
Position 20022: 0.14713030020201578
Position 19364: 0.1414977631878971
Position 12051: 0.11623163632186483
Position 3770: 0.07594277865703537
Position 4861: 0.06742747528786432
Position 11870: 0.0666519989277179
Position 4825: 0.06402408303832237
Position 12326: 0.06331613438335366
Position 13773: 0.059040597612722366
Position 12104: 0.058614118782975594
Position 15940: 0.057412047172859644
Position 1383: 0.05642907835417412
Position 7259: 0.04240262244426878
Position 829: 0.03298125054321039
Position 861: 0.026212069230546232
Position 15108: 0.025942303118322182
Position 12389: 0.023429270198297828
Position 18154: 0.022537396658410352
Position 12039: 0.017780793731819663
Position 2624: 0.013733522691927619
Position 7552: 0.013178769816751071
Position 632: 0.011254933165993785
Position 12644: 0.007906965719654635
Position 13867: 0.0064572175266692875
Position 16481: 0.006264227167669048
Position 16355: 0.005660308206212901
Position 15001: 0.003841890576653214
Position 16566: 0.0028114286855729148
Position 15022: 0.002707283367702728
Position 68: 0.0015214960414837303
Position 16375: 0.0011271313759901678
Position 4660: 0.0008450038410047775
Position 1105: 0.0007693146221152944
Position 3800: 0.0006423538114635177
Position 3430: 0.0006121941656868927
Position 232: 0.00018303938978471998
Position 2378: 0.00017423158680079855
Position 3349: 4.9511269605933066e-05
Position 284: 4.3457476389292205e-05
Position 1690: 3.2802811855761175e-05
Position 2329: 3.2560050891925555e-05
Position 15226: 2.0265914814946143e-05
Position 1155: 1.4362057397938442e-05
Position 216: 1.1972830069617748e-05
Position 538: 7.451110904930542e-06
Position 545: 5.684103582870897e-06
Position 565: 2.9569681494584458e-06
Position 373: 2.9343761388610254e-07
Position 375: 2.282516485895243e-07
Position 477: 2.005929111356517e-07
Position 485: 1.900549438708057e-07
Position 21: 8.044427794882987e-08
Position 636: 4.9571906803403986e-08
Position 270: 4.3882748294913495e-08
Position 524: 3.015368042996561e-08
Position 689: 6.412013990091707e-09
Position 4177: 2.2110278858244186e-09
Position 1234: 1.7262830159883671e-09
Position 112: 1.0007712475393497e-09
Position 365: 7.179378052562898e-10
Position 245: 1.297776010668594e-10
Position 436: 4.818452760696019e-11
Position 526: 9.090650351765892e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14937: 0.9715224382339149
Position 11983: 0.7932261950919767
Position 11688: 0.7657950863340722
Position 20294: 0.36322776841214544
Position 23244: 0.17571429280084594
Position 17101: 0.16581177391166915
Position 19981: 0.146153778007379
Position 19308: 0.12274491343072876
Position 4771: 0.11014486680041502
Position 12210: 0.10715372129442652
Position 16243: 0.10674763057628443
Position 15832: 0.08013045420757332
Position 13673: 0.06549781513939165
Position 3623: 0.06198475551156049
Position 674: 0.058098670179138535
Position 23696: 0.04824298471268732
Position 18297: 0.04549465150842137
Position 16399: 0.044795427756218885
Position 21191: 0.03696195472340229
Position 1244: 0.03486233220773658
Position 7097: 0.0329490510837432
Position 12171: 0.03045009001297687
Position 11717: 0.030210707227829665
Position 26191: 0.02998579628740249
Position 21898: 0.028251655558705804
Position 19077: 0.026923939963673742
Position 18030: 0.020878776114006285
Position 4719: 0.020339102117185155
Position 20777: 0.020004471240692746
Position 18283: 0.015126151953430745
Position 19779: 0.014706389699433673
Position 18320: 0.014025658711750887
Position 1305: 0.013357767111821585
Position 17284: 0.012580515965727797
Position 18048: 0.00840067010307451
Position 12487: 0.008320703457574165
Position 2529: 0.008146811524115338
Position 15079: 0.007285763178854851
Position 7483: 0.0072664090461859775
Position 22585: 0.006491755205034719
Position 453: 0.006410755736937944
Position 11987: 0.006296227322101831
Position 17896: 0.006247359941622954
Position 3663: 0.006046982601247926
Position 18475: 0.0056392401788882985
Position 3562: 0.0055527659471179885
Position 7170: 0.005184259939846441
Position 7538: 0.004505484174301307
Position 1151: 0.004267959415578056
Position 21841: 0.00416450380903664
Position 16510: 0.003931338244022773
Position 15179: 0.0031874547609257314
Position 1261: 0.0028292558746890596
Position 18227: 0.0027439772493240465
Position 16788: 0.002302466372923656
Position 7044: 0.002274091015274023
