Gene = AGTRAP
index = 40
Annotated 5SS: [   81  9683 11391 12456]
Annotated 3SS: [ 9647 11284 12259 13921]
SMsplice 5SS: [  417 11391]
SMsplice 3SS: [11304 13921]
top_k =  500
Partition function (log Z): -6.560341199298089

Sorted 5' Splice Sites (High to Low Probability):
Position 8414: 0.9381564709708239
Position 417: 0.8403228332716968
Position 11391: 0.7705524723898705
Position 2942: 0.571337932617116
Position 5308: 0.49210344034644965
Position 1846: 0.3880533970918234
Position 12456: 0.2749160590725993
Position 1451: 0.2532987584501698
Position 12435: 0.24815194756705833
Position 13462: 0.21550091732376686
Position 81: 0.1985282743452127
Position 2141: 0.19082005895165952
Position 9683: 0.16078999193027538
Position 2962: 0.1421202831008161
Position 12193: 0.1408628777203197
Position 203: 0.12646641597109468
Position 1292: 0.11368821023105348
Position 186: 0.09430365540653148
Position 2955: 0.07861410900046716
Position 33: 0.06288220003731979
Position 1801: 0.060296333982211923
Position 5011: 0.050545225433922925
Position 148: 0.04887538581417846
Position 2727: 0.03536346436216373
Position 2525: 0.031140378408792607
Position 5238: 0.02974360472266197
Position 4354: 0.024813249428803478
Position 2329: 0.02100782154540582
Position 1193: 0.02094535039457703
Position 1503: 0.019996137427079445
Position 5293: 0.019279603858744394
Position 2274: 0.018534976421687572
Position 12326: 0.01723318848360942
Position 2520: 0.012280135837504485
Position 14031: 0.011354777337985853
Position 8616: 0.008656125852831507
Position 1426: 0.006855539878950414
Position 5127: 0.005059786702115377
Position 1631: 0.003333671847674782
Position 1515: 0.0032490488636995525
Position 2221: 0.0029762707738725967
Position 13275: 0.002525473753495415
Position 1439: 0.0017914065478053071
Position 1222: 0.0006442239124811076
Position 2022: 0.0005598806400937477
Position 3913: 0.0004503732437732104
Position 1767: 0.00042390128018996484
Position 707: 0.00041331069026236724
Position 103: 0.00039642109471415253
Position 1189: 0.0003828505875228445
Position 122: 0.0003641371240633964
Position 1781: 0.00033613682891750604
Position 461: 0.00025567576245608137
Position 434: 0.00015948715476144418
Position 1227: 9.395554995377209e-05
Position 1840: 9.374089620376583e-05
Position 1148: 8.491029291512167e-05
Position 1101: 5.205410957490282e-05
Position 69: 3.980694574538523e-05
Position 301: 3.676077131050034e-05
Position 254: 2.8046868205701087e-05
Position 722: 2.321772013301047e-05
Position 48: 8.273328662928563e-06
Position 830: 8.165322308256873e-06
Position 166: 2.7731427626991927e-06
Position 294: 3.4365095938508466e-08
Position 528: 1.2753662111867015e-08
Position 363: 2.882942002686051e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 8377: 0.6869975398499106
Position 11304: 0.6404681712175362
Position 12259: 0.5909533234633497
Position 2847: 0.5534512114939691
Position 13921: 0.5306595707000915
Position 340: 0.34653062886594405
Position 1660: 0.3172270829965231
Position 13941: 0.28528025282963726
Position 5152: 0.27252459364035964
Position 5215: 0.24424722931326026
Position 1400: 0.242426522032815
Position 2832: 0.23904824172831954
Position 8343: 0.2291496979254325
Position 1982: 0.18636368571281903
Position 12085: 0.14623750947395447
Position 13274: 0.14515379894434935
Position 11284: 0.1308629097285151
Position 9523: 0.09880514935171511
Position 1613: 0.09807005718277888
Position 13309: 0.08531046250564388
Position 9647: 0.06295825190771555
Position 1072: 0.05977572277014655
