Gene = VOPP1
index = 1549
Annotated 5SS: [  255 51454 74913 80244]
Annotated 3SS: [51394 74834 80106 99479]
SMsplice 5SS: [  255  9025 15547 31446 46532 48155 51454 60821 74521 74913 80244 94500
 94916]
SMsplice 3SS: [ 8922 15264 31327 46446 48036 51394 60723 74442 74834 80106 94386 94829
 99479]
top_k =  500
Partition function (log Z): -42.855187600518185

Sorted 5' Splice Sites (High to Low Probability):
Position 9025: 0.9163959056626502
Position 15547: 0.6870737279460891
Position 16579: 0.5207404639769434
Position 7524: 0.5181369667043463
Position 17621: 0.4347624037773602
Position 501: 0.34036531524812014
Position 9973: 0.32672253431304416
Position 18484: 0.3168853212780301
Position 764: 0.30756943978858076
Position 255: 0.30332866346485904
Position 15420: 0.27095519469799867
Position 412: 0.2645465624769457
Position 8390: 0.21855010826634205
Position 10672: 0.21486461744248977
Position 5357: 0.21380642666018126
Position 13124: 0.19458615709339372
Position 15186: 0.19410116900887656
Position 18506: 0.15897842847357221
Position 18874: 0.1230449879198561
Position 13762: 0.11846890066429464
Position 702: 0.10107477518582869
Position 817: 0.08600558586367413
Position 222: 0.07870362965701114
Position 9901: 0.053148033623306314
Position 16413: 0.05232312059596744
Position 10635: 0.0506870470752912
Position 23008: 0.045119170037235576
Position 10546: 0.04356931318350405
Position 16172: 0.04323799532843924
Position 14045: 0.042521211389449455
Position 10415: 0.03492450257838619
Position 13189: 0.018792190885162267
Position 10150: 0.01707247829635521
Position 18715: 0.011272353738607627
Position 23027: 0.010901318607486232
Position 21399: 0.006554240342640956
Position 13839: 0.00621340431859712
Position 3295: 0.0061429704241824055
Position 16846: 0.005315136494502335
Position 4157: 0.004706366228227391
Position 448: 0.0038117634218674842
Position 11539: 0.003683934711804762
Position 425: 0.002397204689536181
Position 10307: 0.002157572682867624
Position 10173: 0.0006984021745280386
Position 17184: 0.0003715238048048682
Position 273: 0.00034608688825947266
Position 364: 0.00033492234717979807
Position 473: 0.00014995253452066963
Position 88: 5.253513251669605e-05
Position 674: 3.24299167119634e-05
Position 902: 2.7399939868963486e-05
Position 1524: 1.7047040582244516e-05
Position 169: 1.658514411686894e-05
Position 1128: 1.6515346321604492e-05
Position 322: 7.794713373769292e-06
Position 1845: 7.580528532026457e-06
Position 1363: 4.983658525894191e-06
Position 143: 3.832771699529586e-06
Position 3703: 3.0904088612200858e-06
Position 3430: 2.018839167972529e-06
Position 3736: 1.7668021487378455e-06
Position 3609: 1.471366708097612e-06
Position 1234: 1.4597046969871282e-06
Position 509: 5.008894118974322e-07
Position 113: 8.873301683265079e-08
Position 1001: 7.816704543532636e-08
Position 858: 5.283126907804761e-09
Position 542: 3.363135849870607e-09
Position 852: 1.9693083608630395e-09
Position 608: 1.6705652133116952e-09
Position 464: 9.338298835078018e-10
Position 1182: 7.728551813618801e-10
Position 531: 2.5267293558561055e-11
Position 667: 5.960622198642692e-12
Position 689: 5.111882111492281e-12
Position 558: 4.508061581022482e-12
Position 461: 6.847628514480771e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15264: 0.9791050767581791
Position 8922: 0.8365895625809333
Position 22868: 0.6068849806864445
Position 16519: 0.5165670029407021
Position 7448: 0.512819567772272
Position 581: 0.47813899176665736
Position 18341: 0.45199702971018707
Position 9772: 0.3319506703116992
Position 10473: 0.27408142934929736
Position 17500: 0.24879821937276217
Position 8362: 0.20883269131238713
Position 13019: 0.20687779337071982
Position 15121: 0.19522524542693567
Position 17578: 0.17899421297249693
Position 5289: 0.17754526654958155
Position 13635: 0.16176730828542965
Position 18770: 0.1371369402527615
Position 8942: 0.07980634308171394
Position 23359: 0.07892841910319541
Position 19483: 0.0747551138788501
Position 20406: 0.07403107295487828
Position 16112: 0.07367714412771079
Position 18434: 0.04025627029698412
Position 21435: 0.040012785588737124
Position 10497: 0.037687868293522095
Position 16305: 0.03438021728992292
Position 9740: 0.0299355840434986
Position 21131: 0.026487757676460357
Position 20924: 0.02509130597117486
Position 5216: 0.023179165377306882
Position 10267: 0.020818013702509623
Position 15629: 0.020208173469569008
Position 10192: 0.013944428819914832
Position 17299: 0.012950959193806068
Position 17481: 0.012659306095100397
Position 10074: 0.012158486211367886
Position 5145: 0.011241368999027992
Position 9838: 0.010343813814078283
Position 8000: 0.00971741695395473
Position 9893: 0.009357916443509166
Position 14018: 0.008971103070280427
Position 15233: 0.008262217261357173
Position 17463: 0.007997515008048588
Position 583: 0.007619351002259084
Position 9998: 0.0073245037771714865
Position 12857: 0.006500554607837637
Position 17068: 0.005951162287172768
Position 7298: 0.0053173989320727515
Position 4050: 0.004736160020564612
Position 17854: 0.004306102648099752
Position 16652: 0.004171541864608127
Position 17695: 0.004045997615487027
Position 3063: 0.003993925457776852
Position 11442: 0.0033683995368936565
Position 21975: 0.003096946611186935
Position 535: 0.003029217991348266
Position 3156: 0.0018649363163286289
Position 5157: 0.0018406257342642046
Position 15990: 0.0016677863945903765
Position 16649: 0.001552741152122511
Position 16788: 0.0015125083459463606
Position 17902: 0.0011148823435753843
