Gene = IFNLR1
index = 677
Annotated 5SS: [   71  6531 17845 25720 27788 28210]
Annotated 3SS: [ 6406 17659 25576 27627 28078 29369]
SMsplice 5SS: [   71  6531 17845 21501 21893 25720 27788 28238 32246]
SMsplice 3SS: [ 6406 17659 21396 21709 25576 27627 28078 32082 32383]
top_k =  500
Partition function (log Z): -0.6922721878654894

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9600676935567312
Position 27788: 0.9026951590457271
Position 6531: 0.891832572015829
Position 17845: 0.7549009178681061
Position 25720: 0.6728254962251601
Position 21893: 0.6191108658558706
Position 10451: 0.5941951002579314
Position 19065: 0.5845270451214439
Position 32246: 0.5315110567144057
Position 21501: 0.4841949379810673
Position 28238: 0.4466763741529648
Position 25324: 0.3706090630036276
Position 7723: 0.3614624798166957
Position 6763: 0.35015190334563995
Position 30128: 0.3128732432369789
Position 18838: 0.29415252823859017
Position 21561: 0.2524653721610594
Position 17857: 0.23516163773372462
Position 25680: 0.23188886951381366
Position 25172: 0.2046897287574649
Position 28210: 0.1824520345974939
Position 29116: 0.15165780209413812
Position 27358: 0.09821416762314353
Position 24956: 0.09386529243732293
Position 955: 0.09260704696664811
Position 10011: 0.0873628428626742
Position 25881: 0.06786814274119847
Position 30458: 0.05878582424448819
Position 704: 0.0541643842213151
Position 6740: 0.050736547860918815
Position 25687: 0.04567405671554831
Position 875: 0.04258989440082192
Position 1700: 0.037055723773074305
Position 22925: 0.03558480399317013
Position 25216: 0.03548006011174986
Position 187: 0.03288907211926651
Position 8839: 0.03165251628070177
Position 12265: 0.03125770971441867
Position 1707: 0.029332586245071634
Position 31343: 0.02834469588802452
Position 24973: 0.027288515842206332
Position 488: 0.02108566457753293
Position 14268: 0.020943324395481216
Position 4247: 0.02023023723650668
Position 31582: 0.019672003506622827
Position 628: 0.018795768973469854
Position 10401: 0.016751544922352254
Position 26241: 0.016478133532826372
Position 767: 0.01564400394062513
Position 6574: 0.015394394144223267
Position 4243: 0.015178976602751427
Position 7794: 0.014017921441573806
Position 26130: 0.013021830568933558
Position 22268: 0.012755117242466621
Position 13856: 0.012646192579772045
Position 6698: 0.012451342139414893
Position 5753: 0.010549730948030342
Position 1250: 0.010228071315528551
Position 363: 0.009739514897120348
Position 29074: 0.008971001981454563
Position 23962: 0.008754049373931835
Position 11013: 0.008464165099476543
Position 2505: 0.007592258557730142
Position 2156: 0.0070953943021879445
Position 6706: 0.0066831288505900645
Position 25184: 0.005605407442668472
Position 1016: 0.005242085371030067
Position 28227: 0.0051503769914020515
Position 17775: 0.004447253894611527
Position 17849: 0.004166030593715187
Position 6505: 0.0037718518492892913
Position 29656: 0.00375856269458746
Position 28255: 0.003520466681888848
Position 26798: 0.003285817216715373
Position 5986: 0.0031483028360118365
Position 5573: 0.0026353212703291904
Position 2461: 0.00254880163254385
Position 32961: 0.002446879435845003
Position 11673: 0.002390237474324407
Position 7435: 0.0023896446098366567
Position 27792: 0.0022462374485033836
Position 616: 0.0020425560383368407
Position 5967: 0.0020052653702688447
Position 445: 0.0019072493627294595
Position 8793: 0.0018987877839161695
Position 761: 0.0016657031451415979
Position 5647: 0.0015339307375247736
Position 17784: 0.0013241599098409572
Position 2639: 0.0011860930138934448
Position 5721: 0.0010587865466405787
Position 2740: 0.0008886567092273214
Position 1144: 0.0008532895570718661
Position 4693: 0.0007726927146147909
Position 2620: 0.0005908395851165282
Position 29284: 0.0003911148992840277
Position 548: 0.00015101925036002753
Position 166: 0.00012837421343330353
Position 403: 0.0001152060239138911
Position 375: 0.0001112331481073991
Position 504: 8.529861251387277e-05
Position 545: 8.287321760516069e-05
Position 621: 8.277801588378199e-05
Position 427: 5.037823559298873e-05
Position 249: 4.4331026311521036e-05
Position 551: 4.4273564006351355e-05
Position 336: 3.918789075956797e-05
Position 749: 3.163972910935012e-05
Position 511: 1.8744096999906156e-05
Position 1317: 1.571020805729781e-05
Position 645: 1.3764071055118929e-05
Position 285: 1.2911289901730458e-05
Position 1129: 1.0860133275052735e-05
