Gene = DTWD2
index = 474
Annotated 5SS: [   252  43987  49350  60009 140456]
Annotated 3SS: [ 43895  49254  59815 140326 147457]
SMsplice 5SS: [   252  19058  33220  38127  43987  49350  55435  60009  93688 129458
 140456]
SMsplice 3SS: [ 18946  33131  37995  43895  49254  55265  59815  93602 129288 140326
 147457]
top_k =  500
Partition function (log Z): -68.1730087663301

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.8594575982956364
Position 6914: 0.2893753916918752
Position 19058: 0.2579249125267021
Position 6639: 0.16125073323699748
Position 8518: 0.1509486997773677
Position 539: 0.13180694901030718
Position 8895: 0.05628034905494956
Position 6732: 0.04729175154762357
Position 2443: 0.03434069068409253
Position 5480: 0.03223504848069774
Position 8578: 0.022502299329319672
Position 6952: 0.021412523893287946
Position 8456: 0.019209400615827633
Position 5706: 0.017419143834914844
Position 5070: 0.014407890527346593
Position 5440: 0.012934581037988013
Position 10251: 0.012826501268483687
Position 416: 0.00911619984937863
Position 14142: 0.008502531545980562
Position 5316: 0.0037284626959417306
Position 185: 0.0016677965850230697
Position 306: 0.0016319511713661667
Position 4710: 0.001116548476537339
Position 2743: 0.0009373138920979659
Position 3223: 0.0008497160852091213
Position 2937: 0.000740331109979638
Position 1818: 0.00046581313715953393
Position 2900: 0.0002871337950941186
Position 1186: 0.0002790829954863772
Position 4656: 0.0002785821969283506
Position 1326: 0.00026446396746274874
Position 8557: 0.0002216286880965742
Position 3928: 0.00017451504013376912
Position 2749: 0.00017041904696525603
Position 2674: 0.00012919355724950616
Position 738: 0.00012209950908409421
Position 4721: 0.00011095455568331874
Position 2385: 0.00011011973001446916
Position 4831: 0.00010357888345044175
Position 2475: 0.00010043049538577966
Position 436: 9.769535736216255e-05
Position 1720: 9.194358181770614e-05
Position 763: 8.907274853060647e-05
Position 4641: 8.619993468934134e-05
Position 211: 4.918431365471948e-05
Position 374: 4.449511824095098e-05
Position 546: 4.102393478131042e-05
Position 841: 3.5055914196664844e-05
Position 694: 2.4674964568043142e-05
Position 2525: 7.73525619101821e-06
Position 2774: 7.195685528613497e-06
Position 860: 3.8167358031219446e-06
Position 4835: 3.5960285520892423e-06
Position 2447: 3.571915516128902e-06
Position 2257: 2.428571132739045e-06
Position 2755: 2.0800750088174962e-06
Position 3008: 2.009066109561141e-06
Position 4614: 1.968320963560501e-06
Position 4210: 1.1400747278806259e-06
Position 3418: 1.1079926852116842e-06
Position 237: 9.822604827787415e-07
Position 198: 9.632757731669877e-07
Position 555: 3.0077628032635865e-07
Position 707: 2.070322871425608e-07
Position 27: 6.207311838845677e-08
Position 328: 2.5291324671081518e-08
Position 366: 2.47198169596795e-08
Position 142: 1.3497995303492146e-08
Position 477: 8.81098503381575e-09
Position 25: 7.17814372073604e-09
Position 525: 3.4884678489345874e-09
Position 564: 1.9243338694095343e-09
Position 501: 8.290099884354547e-10
Position 39: 1.1105837238219673e-10
Position 380: 8.092639655022843e-11
Position 506: 2.2099187287885878e-11
Position 73: 3.34693429896654e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 18946: 0.5732782904434643
Position 19532: 0.2814407471872614
Position 14423: 0.21462661278358677
Position 6846: 0.20197268811971653
Position 8375: 0.19141881281643613
Position 6500: 0.15932783881071844
Position 6765: 0.10150982796336165
Position 8755: 0.05107550001908704
Position 6230: 0.0393904960787747
Position 18022: 0.037858768690589205
Position 4971: 0.03729341942831632
Position 2352: 0.02735167647297628
Position 10103: 0.0249906740535113
Position 5216: 0.024506346320619706
Position 6639: 0.024205790404833533
Position 5378: 0.02355786991422748
Position 8808: 0.02172384479664039
Position 14013: 0.01928845014166383
Position 17556: 0.015947910045110168
Position 5562: 0.015417475620643986
Position 8351: 0.01294691501521542
Position 14702: 0.012470980740005213
Position 2302: 0.007639074567867289
Position 9082: 0.004848330306049576
Position 6731: 0.004782125267054966
Position 10663: 0.004164947719545502
Position 7415: 0.0035245436276032725
Position 13994: 0.0029852659621847923
Position 435: 0.002631609919361621
Position 5196: 0.002221653014014815
Position 2673: 0.0022122226821252285
Position 6264: 0.002208903482691334
Position 8053: 0.00205613943296289
Position 8621: 0.0019245164327353797
Position 5584: 0.001672252224416671
Position 1719: 0.0016180248675630416
Position 2875: 0.0012749745222241542
Position 356: 0.0010673906929629146
Position 11680: 0.0010340312607402947
Position 4588: 0.0009517096647205665
Position 10954: 0.000820561333049838
Position 8638: 0.0007317578393410492
Position 7748: 0.0007093457354586279
Position 4283: 0.0006470236594820385
Position 4613: 0.0006349486114908974
Position 2383: 0.0006345662255876632
Position 2826: 0.0006226990112788252
Position 8703: 0.0005958616986110525
Position 1176: 0.0005947922579684934
Position 3117: 0.00047840883619775
Position 3826: 0.00045507222612600464
Position 840: 0.00038689288982901907
Position 3141: 0.0003645734026081413
Position 344: 0.0003550062912895697
Position 2652: 0.0003502636109845915
Position 1986: 0.00031659094665366155
Position 9268: 0.00030420781255545843
Position 1589: 0.0002753775173925764
Position 8549: 0.00025168568676537273
Position 1817: 0.00023277736281584048
Position 7706: 0.0001973374761474117
Position 8041: 0.00018245904642775495
Position 2521: 0.00017454538430075817
Position 7482: 0.0001476413022014499
Position 4764: 0.0001468901468650986
Position 6090: 0.00013336446537570742
Position 328: 0.00013082464406797734
Position 402: 0.00012604580963701824
Position 4111: 0.00012274482213061629
Position 1611: 0.00011887515652507504
Position 2485: 9.839777830826879e-05
Position 3172: 9.621302896039431e-05
Position 3777: 8.675182623935372e-05
Position 4257: 8.648611733579962e-05
Position 4161: 8.351427798073007e-05
Position 3277: 8.032027453792553e-05
Position 6039: 7.986747181569238e-05
Position 898: 7.605654629941832e-05
Position 1050: 6.790279609467983e-05
Position 3547: 6.619386457396488e-05
Position 4061: 6.554525142348923e-05
Position 2508: 6.037794412974706e-05
Position 668: 5.64765129899036e-05
Position 1006: 5.063650117460846e-05
Position 3721: 4.8360867990544285e-05
Position 2631: 4.5699501433294176e-05
Position 3901: 4.538622286770826e-05
Position 2888: 4.289774222461458e-05
Position 4041: 3.986531694320387e-05
Position 4333: 3.7884561974682743e-05
Position 1041: 3.488693315301921e-05
Position 4093: 3.3655764412066606e-05
Position 682: 3.12229155556121e-05
Position 785: 2.4768086385973865e-05
Position 3618: 2.4600670833128638e-05
Position 1253: 2.038178470807896e-05
Position 706: 1.968399559187463e-05
Position 3105: 1.6880078598055762e-05
Position 1323: 1.613134777776045e-05
Position 1599: 1.5781500016043578e-05
Position 2586: 1.4887056888782874e-05
Position 514: 1.4700019455817032e-05
Position 819: 1.4649482021770317e-05
Position 1510: 1.3895851552953457e-05
Position 794: 1.3866701575861063e-05
Position 4476: 1.249527260814022e-05
Position 754: 1.0622849623463143e-05
Position 2533: 6.552241910997995e-06
Position 494: 5.642131036912374e-06
Position 408: 3.2609670803143977e-06
Position 2133: 8.91261450376808e-07
Position 2194: 8.358362791642374e-07
Position 2223: 6.830693286544501e-07
Position 2657: 5.105870765260202e-07
Position 2136: 4.880543187694049e-07
