Gene = GUSB
index = 634
Annotated 5SS: [  341  2091  2588  2916  6300  7396  7789  8020 12033 14584 17992]
Annotated 3SS: [ 1904  2402  2772  6111  7242  7609  7872 11947 14406 17855 21250]
SMsplice 5SS: [  341  2091  2916  6300  7789  8020 14584 17992]
SMsplice 3SS: [ 1904  2797  6111  7609  7872 14406 17855 21250]
top_k =  500
Partition function (log Z): 8.661508965393697

Sorted 5' Splice Sites (High to Low Probability):
Position 7789: 0.9818981711599223
Position 14584: 0.9801364591190178
Position 8020: 0.9734654383980068
Position 17992: 0.9177308915679627
Position 341: 0.661981417003524
Position 2091: 0.5657403283457152
Position 2916: 0.5327561399822974
Position 21363: 0.5271484090350489
Position 6300: 0.5081196734221374
Position 2929: 0.3994419219354694
Position 575: 0.38139911172734015
Position 19030: 0.3467577887830938
Position 6231: 0.33083560842422166
Position 18371: 0.3281888587984784
Position 12033: 0.23227098106011926
Position 2588: 0.22749257435456002
Position 18423: 0.1784517931037859
Position 1426: 0.17489099432749985
Position 2481: 0.17071753586954125
Position 1994: 0.16749891360674266
Position 142: 0.13014539744766582
Position 16113: 0.1013151653880919
Position 319: 0.100215722026826
Position 19016: 0.09806501709921345
Position 6238: 0.08534429998221656
Position 19140: 0.07811880943994269
Position 2651: 0.06784836607746159
Position 2175: 0.06428889460791168
Position 2007: 0.058000752693058995
Position 2120: 0.05502475051481529
Position 7396: 0.04690171673277204
Position 18147: 0.0454249109952127
Position 20106: 0.04460951048768552
Position 20194: 0.03876622558666668
Position 16062: 0.033334808568792604
Position 18348: 0.032578664237457505
Position 1431: 0.029630316864848946
Position 2095: 0.025695914779123696
Position 3236: 0.019934494480235168
Position 13993: 0.01811354367768496
Position 2592: 0.017820470949667478
Position 9902: 0.01562410892242248
Position 17176: 0.015153932523383437
Position 106: 0.013408611690852472
Position 1294: 0.01250827413487306
Position 6165: 0.011306637886027565
Position 1731: 0.011089915521536726
Position 1989: 0.010598783533830357
Position 1272: 0.010375993933313005
Position 18964: 0.009931143835097762
Position 7928: 0.00976865658678394
Position 1621: 0.009736128239248056
Position 14772: 0.008596784022493328
Position 7243: 0.007500928764894144
Position 595: 0.007357177383347074
Position 13785: 0.007248221767948981
Position 3124: 0.006962607604919126
Position 4142: 0.006660514643671429
Position 3065: 0.0066574210895942836
Position 7913: 0.006601557046471369
Position 12575: 0.006160000247329776
Position 20134: 0.006152399110979369
Position 12000: 0.005371668202788634
Position 385: 0.005090757887221052
Position 5643: 0.005058861257590246
Position 19123: 0.004699120245238348
Position 11620: 0.0046029515495797976
Position 6681: 0.0044479071395025094
Position 464: 0.004439645283836878
Position 6381: 0.004393471098856673
Position 2320: 0.00438622669011583
Position 12743: 0.0036260345623762968
Position 6331: 0.003420402893925681
Position 20055: 0.003173785787711092
Position 14514: 0.00313564144107733
Position 15116: 0.003028800271515738
Position 11823: 0.0029825817139334213
Position 2193: 0.0028620731751018247
Position 14550: 0.0026668297470165588
Position 7966: 0.0023399355769788675
Position 2722: 0.002302137877541963
Position 9857: 0.0022556779572569284
Position 7225: 0.0019098751011437914
Position 2052: 0.0018333424688641933
Position 20110: 0.001577871373304043
Position 3176: 0.0015773488356412796
Position 18073: 0.0015498793430984872
Position 10002: 0.0015005326156661456
Position 18117: 0.0014229320943409853
Position 2185: 0.0012134384061383622
Position 11683: 0.0011391305347212518
Position 4847: 0.001054352541147475
Position 3299: 0.001042199284572575
Position 2325: 0.0009329408334407247
Position 457: 0.0009022787463722223
Position 5956: 0.0008258305109460232
Position 13058: 0.0007319334302379512
Position 5858: 0.0007247493880968957
Position 1333: 0.000672510560673553
Position 17946: 0.0005599700455420301
Position 5696: 0.0005086899302134716
Position 7718: 0.00044775151876438174
Position 334: 0.0004416355161961591
Position 17917: 0.00042486836850532625
Position 6240: 0.00038251046959995514
Position 6306: 0.00030916025675642466
Position 149: 0.00029430010711756986
Position 884: 0.0002651094068204543
Position 4304: 0.00024636385190102177
Position 1486: 0.00024399172083415283
Position 4428: 0.00023747490188177913
Position 4272: 0.00023742928792909576
Position 7772: 0.00023437501089312962
Position 18043: 0.00023385805142684345
Position 391: 0.00023043552038002756
Position 1052: 0.00019441190470963476
Position 586: 0.00015761708302496552
Position 823: 0.0001321275796243967
Position 7729: 0.00010346376291935761
Position 214: 6.972917889877875e-05
Position 7643: 6.824351584194474e-05
Position 7674: 6.387956654971777e-05
Position 7793: 4.280780475714194e-05
Position 7751: 3.46974642189894e-05
