Gene = CH17-140K24.5
index = 365
Annotated 5SS: [166]
Annotated 3SS: [4588]
SMsplice 5SS: [ 166 2415]
SMsplice 3SS: [2330 3005]
top_k =  500
Partition function (log Z): -9.10099926923505

Sorted 5' Splice Sites (High to Low Probability):
Position 4: 0.7453226122709182
Position 2415: 0.6127295352131944
Position 1340: 0.42332799101149676
Position 1769: 0.23482622992229754
Position 812: 0.21645622292472658
Position 1010: 0.08528415525799872
Position 1169: 0.07114569732284018
Position 1721: 0.04265776508399131
Position 2261: 0.03379138126610632
Position 2387: 0.030876674695527868
Position 2000: 0.022359005286951866
Position 3924: 0.015849904549585327
Position 170: 0.012145734120435405
Position 1586: 0.01119639106712205
Position 2606: 0.008645372951949663
Position 1977: 0.008238078880441866
Position 2345: 0.007384606812005411
Position 1816: 0.006132641594559623
Position 2294: 0.005359659827285467
Position 1895: 0.005263508864487662
Position 1781: 0.0025015528399314952
Position 614: 0.002213550814494956
Position 1049: 0.001227939917434251
Position 1107: 0.001042917866987159
Position 1079: 0.0009723172617112057
Position 1139: 0.0008428947040261474
Position 1220: 0.0005835075830692607
Position 1856: 0.0003876369847395983
Position 289: 0.0003213685204704805
Position 497: 0.0002732142527139602
Position 1064: 0.00014289867998214242
Position 996: 0.00013327539421622073
Position 223: 0.0001107572249659862
Position 454: 9.86670083046423e-05
Position 217: 9.856629042205e-05
Position 1547: 8.999011679457e-05
Position 233: 7.359636183639093e-05
Position 1031: 6.828098694434357e-05
Position 780: 5.671375957061813e-05
Position 920: 2.985791744570397e-05
Position 668: 2.8096864717317058e-05
Position 629: 2.7118117450210382e-05
Position 44: 2.548527011039363e-05
Position 420: 2.4439537090255433e-05
Position 875: 1.8601046247051565e-05
Position 105: 1.809215799829667e-05
Position 452: 1.665099687113877e-05
Position 295: 1.3811767220505004e-05
Position 10: 1.3117950182128718e-05
Position 8: 1.1847631816727228e-05
Position 1148: 9.333968859007721e-06
Position 199: 9.133914884354987e-06
Position 824: 8.895666510018342e-06
Position 70: 7.462009426135311e-06
Position 853: 6.039094128831937e-06
Position 816: 6.016401613232995e-06
Position 827: 2.803962919474162e-06
Position 1681: 2.074099553968403e-06
Position 1504: 1.3397468772656043e-06
Position 715: 2.6485656627914123e-07
Position 307: 2.207605953916405e-07
Position 911: 2.131702847031502e-07
Position 1319: 1.65020987679907e-08
Position 185: 4.672746985579198e-10
Position 31: 3.136454199979594e-10
Position 176: 4.4386951647434613e-11
Position 263: 5.727185513293216e-13
Position 236: 3.3735541098586142e-15
