Gene = COX7C
index = 402
Annotated 5SS: [ 227 1593]
Annotated 3SS: [1448 2763]
SMsplice 5SS: [ 227  569 1593]
SMsplice 3SS: [ 484 1448 2763]
top_k =  500
Partition function (log Z): -3.8652269338207157

Sorted 5' Splice Sites (High to Low Probability):
Position 569: 0.6651900902349873
Position 1593: 0.5612066376306256
Position 227: 0.5330403939485785
Position 150: 0.378482643406224
Position 1975: 0.23866846426333366
Position 1539: 0.22550178536114998
Position 2449: 0.1208383120687973
Position 522: 0.053739996723226095
Position 191: 0.031550120391190616
Position 1802: 0.030997374394306023
Position 518: 0.027398612155294093
Position 604: 0.017953770905475258
Position 1596: 0.014265580287006032
Position 195: 0.012122836944058225
Position 235: 0.00995759468270048
Position 2929: 0.009405496366617189
Position 88: 0.00821416105718002
Position 548: 0.00789641254448629
Position 2894: 0.004918661050429966
Position 809: 0.004562273227500564
Position 2384: 0.004514174585617382
Position 175: 0.00429262558752498
Position 67: 0.0031647204219186834
Position 763: 0.003092207028114208
Position 427: 0.0025204613022392682
Position 93: 0.0024694172712374403
Position 379: 0.0023895123062973203
Position 1139: 0.002330488226975201
Position 1177: 0.0022287026230529525
Position 770: 0.0020174866644471668
Position 638: 0.001805983188660326
Position 862: 0.001690738804690953
Position 1282: 0.0016594667657409627
Position 664: 0.0015587317370094774
Position 82: 0.0014676377025701335
Position 2330: 0.001405374334159979
Position 645: 0.001146710636343152
Position 2207: 0.0010500228968662857
Position 1536: 0.0009882037177706409
Position 945: 0.0008829083633734777
Position 1705: 0.000748295446551075
Position 1842: 0.00048796709672249705
Position 1350: 0.0003817028898312219
Position 687: 0.0003202641106509321
Position 2785: 0.00020320454628835176
Position 1475: 0.0001920783309777569
Position 526: 0.00017848830437112333
Position 1020: 0.00016518801849999868
Position 2596: 0.00014336685008645787
Position 2464: 0.00014135471796200607
Position 2624: 0.00013149955644519985
Position 675: 0.0001299456783631758
Position 1478: 0.00012688496407668468
Position 2376: 0.00010885309128203243
Position 1263: 9.520071756976497e-05
Position 918: 9.290989169020684e-05
Position 1687: 9.159875608075699e-05
Position 1857: 8.73075210807865e-05
Position 530: 8.407520887909243e-05
Position 1238: 7.552464356508579e-05
Position 2858: 7.475851095389552e-05
Position 2837: 6.666122925035571e-05
Position 231: 6.243991702824224e-05
Position 1498: 4.569751438332664e-05
Position 1127: 4.3153460919474895e-05
Position 689: 4.293038595009401e-05
Position 1008: 2.1909968203043153e-05
Position 404: 1.45604099599257e-05
Position 713: 1.0595926075349273e-05
Position 154: 5.315289691761452e-06
Position 44: 3.7613202288860875e-06
Position 188: 3.271680501723803e-06
Position 314: 2.9147943101555516e-06
Position 275: 1.38883547572099e-06
Position 3: 7.493006830200841e-07
Position 1496: 7.116214031121133e-07
Position 1639: 6.028208362504474e-07
Position 1502: 5.580646627061118e-07
Position 233: 2.722509241964677e-07
Position 309: 5.478594212923768e-08
Position 70: 8.731283689430077e-10
Position 110: 6.524679354822224e-10
Position 252: 4.986918880582818e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.8798622087151623
Position 2763: 0.8573843559049721
Position 484: 0.7741723480612706
Position 1834: 0.1452312800611032
Position 2276: 0.12203253429904004
Position 1801: 0.06908948951866055
Position 2081: 0.03643176114882284
Position 3009: 0.025769206431169048
Position 1661: 0.016619385783571524
Position 1690: 0.009785535963456205
Position 1400: 0.007596688874572958
Position 1464: 0.00551617269496739
Position 1397: 0.005303937348778072
Position 2280: 0.004210511872041127
Position 1877: 0.003741007496231372
Position 1955: 0.0033644124741710416
Position 686: 0.0027511158728188777
Position 1774: 0.0026149185572669612
Position 1138: 0.0025843282175691987
Position 1909: 0.002470763698504983
Position 1838: 0.002215885904059981
Position 135: 0.002107356515497761
Position 964: 0.0018754164424344122
Position 2888: 0.001862627172743649
Position 2960: 0.0016505330322946921
Position 1715: 0.0013542358709705564
Position 488: 0.0012970842684786143
Position 294: 0.0012646509577300003
Position 1592: 0.001260346347888073
Position 1938: 0.0010214343984189312
Position 2168: 0.0009895059674395498
Position 2153: 0.0008618454045237902
Position 2085: 0.0008353484569015363
Position 2231: 0.0007911031090475595
Position 808: 0.0007696663420655823
Position 1013: 0.0006357611753050043
Position 1266: 0.00045957882641355476
Position 713: 0.00045661551422668945
Position 2103: 0.0004310332290402154
Position 1737: 0.00035533121800795817
Position 1625: 0.00028868055921886575
Position 426: 0.0002611397357714566
Position 710: 0.00025378159539008875
Position 1974: 0.000239802982860158
Position 521: 0.00022810283556554443
Position 664: 0.00021971284252192107
Position 1177: 0.0002024269544240964
Position 3043: 0.00019231517364952226
Position 2429: 0.00018202625831231875
Position 1871: 0.00017478397779669962
Position 198: 0.00016380685144903133
Position 2134: 0.00015417225099718614
Position 837: 0.00013969382679638302
Position 454: 0.00013151015909956083
Position 1539: 0.00011817932308467755
Position 1622: 0.00011505986769768051
Position 1942: 0.00011226728099324544
Position 1642: 9.711985396224864e-05
Position 367: 7.556967242942291e-05
Position 1049: 7.406406513646872e-05
Position 2186: 7.076858375492471e-05
Position 1007: 6.34244461254883e-05
Position 3014: 6.254293626433482e-05
Position 568: 5.743114617389037e-05
Position 2616: 5.4618029833447275e-05
Position 2025: 4.75144116994254e-05
Position 1150: 4.10780920580237e-05
Position 1231: 2.886477900693143e-05
Position 1488: 2.6361310512577663e-05
Position 541: 1.848496429181925e-05
Position 547: 1.3780344552531048e-05
Position 843: 1.2946638266004053e-05
Position 1364: 8.560377240806092e-06
Position 163: 4.860189635903995e-06
Position 137: 2.9345746063928838e-06
Position 1639: 1.4687607327976006e-06
Position 327: 1.2130495904470095e-06
Position 147: 8.938219896090756e-07
Position 320: 8.824390716441652e-07
Position 226: 7.444116450896717e-07
Position 165: 5.833218654696475e-07
Position 144: 4.969530297289328e-07
Position 373: 4.829174476542834e-07
Position 201: 3.4056048968826954e-07
Position 338: 3.306308629481052e-07
Position 615: 3.1070577133155757e-07
Position 231: 3.001438760239822e-07
Position 400: 2.819689017382415e-07
Position 261: 1.9061554827959887e-07
Position 416: 1.5022158770038202e-07
Position 407: 1.4161328428282683e-07
Position 350: 6.711341222237795e-08
Position 669: 3.379860951862143e-08
Position 1207: 3.2958192006108006e-08
Position 331: 2.8550273525813545e-08
Position 344: 2.364017098556162e-08
Position 214: 2.24051293371619e-08
Position 430: 2.182119244900926e-08
Position 239: 1.4910806437071527e-08
Position 379: 1.0018986440648252e-08
Position 508: 7.557226903231372e-09
Position 174: 7.2703474782150635e-09
Position 66: 5.098524779381785e-09
Position 355: 5.0747165601722575e-09
Position 495: 3.9541044932211734e-09
Position 387: 1.8443652227993081e-09
Position 383: 1.615930513116264e-09
Position 81: 1.1648939197802803e-09
Position 439: 1.0447101160864095e-09
Position 629: 2.4431616565963313e-10
