Gene = DEC1
index = 439
Annotated 5SS: [    51  91519 150119 164179 234898 258615 259493]
Annotated 3SS: [ 91357 149963 164087 234823 258540 259374 260299]
SMsplice 5SS: [    51   8570  15898  25740  36151  91519  97271 110939 120045 126493
 142552 149120 149837 150119 164179 170501 199029 234898 241543]
SMsplice 3SS: [  8469  15776  25640  36034  91357  97155 110799 119886 126372 142453
 149004 149625 149963 164087 170393 198896 234823 241413 260302]
top_k =  500
Partition function (log Z): -112.13049233493402

Sorted 5' Splice Sites (High to Low Probability):
Position 15898: 0.9855426331543933
Position 8570: 0.9844482740124655
Position 51: 0.8151716595532754
Position 8368: 0.4987652050621103
Position 25740: 0.48253363536669414
Position 11726: 0.2385181919532605
Position 5018: 0.22426622236224475
Position 195: 0.13408113144331157
Position 1821: 0.12267100038966618
Position 8356: 0.07692148408034215
Position 13800: 0.063551812087184
Position 25756: 0.05346250562983626
Position 1873: 0.04718859831240241
Position 4946: 0.04556290778726195
Position 2787: 0.04387064200409697
Position 179: 0.04249290708820179
Position 583: 0.027505893807056574
Position 6837: 0.02463590538474316
Position 23078: 0.014937373774003226
Position 5802: 0.008624849994460846
Position 8639: 0.008017175201646616
Position 11416: 0.007794844609337371
Position 20323: 0.007393455443945261
Position 11436: 0.007360005806810781
Position 4878: 0.00711758704800554
Position 10839: 0.007103484759665485
Position 8603: 0.004117769898982691
Position 69: 0.0015368011305118886
Position 9855: 0.0014617405529338662
Position 576: 0.0010509077267780442
Position 618: 0.0009031705394004302
Position 1491: 0.0005198422877615679
Position 1255: 0.0005007766316046116
Position 17638: 0.00046562801982168194
Position 219: 0.0003930136036474761
Position 1592: 0.00017860869247109855
Position 91: 6.846465832635933e-05
Position 645: 3.2754545294375895e-05
Position 9770: 3.099411799947772e-05
Position 11678: 2.477710970445245e-05
Position 3146: 1.758111007475279e-05
Position 1830: 1.1013513932744165e-05
Position 244: 9.877330255344541e-06
Position 4106: 8.79868749131645e-06
Position 435: 8.600835353315765e-06
Position 1557: 7.401569045768819e-06
Position 403: 4.8602991314459825e-06
Position 476: 4.094276855586571e-06
Position 973: 3.397038129776157e-06
Position 1670: 2.3249532173154094e-06
Position 548: 2.28003408993389e-06
Position 1677: 2.0072273101329806e-06
Position 363: 1.555046168404104e-06
Position 232: 1.1062351660692513e-06
Position 255: 6.641264694733e-07
Position 368: 6.584191536496578e-07
Position 155: 6.39076817453615e-07
Position 1881: 5.732640075973079e-07
Position 2019: 4.612471981747334e-07
Position 1936: 2.26259288097785e-07
Position 421: 1.267511365988088e-07
Position 331: 7.558052367453594e-08
Position 142: 5.0357392557805816e-08
Position 134: 4.942727653258503e-08
Position 5: 1.920859208074002e-08
Position 388: 8.936812596131214e-09
Position 333: 4.0186139172385685e-09
Position 817: 5.110580710610228e-11
Position 483: 3.680392759847421e-12
Position 487: 2.6631194981118344e-12
Position 497: 1.996260672578969e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8469: 0.8845413844025597
Position 15776: 0.654507949060031
Position 25640: 0.5563635918661252
Position 8187: 0.49619168363529303
Position 28322: 0.463278229879228
Position 15801: 0.31621784781438034
Position 11584: 0.2039796711292236
Position 4855: 0.2001112842911192
Position 30810: 0.12584954286240013
Position 23552: 0.10924961173473494
Position 1727: 0.096445212943871
Position 8494: 0.07875800187979862
Position 8225: 0.07116418468916075
Position 1616: 0.064319181461578
Position 13711: 0.06360687924019624
Position 28827: 0.05361991024505852
Position 4974: 0.05205809530271252
Position 2761: 0.043894202297660376
