Gene = CTC-534A2.2
index = 418
Annotated 5SS: [342]
Annotated 3SS: [4702]
SMsplice 5SS: [342]
SMsplice 3SS: [3142]
top_k =  500
Partition function (log Z): -10.813614923582115

Sorted 5' Splice Sites (High to Low Probability):
Position 342: 0.7707347304437607
Position 163: 0.21624508282218294
Position 3224: 0.08372547446947383
Position 899: 0.07122677983053971
Position 5780: 0.022272290793728448
Position 1442: 0.01501020695208675
Position 189: 0.01397144742943445
Position 546: 0.013917920946424894
Position 656: 0.009232733342680181
Position 633: 0.0023766745031223195
Position 148: 0.0023377223326059835
Position 3506: 0.0021247038519357792
Position 4857: 0.0018072641540824229
Position 2807: 0.0017592103207061715
Position 182: 0.0015771079244172985
Position 4552: 0.001276823579081768
Position 4532: 0.0007425227916336144
Position 3107: 0.0006659704814364254
Position 266: 0.0005941732283499911
Position 702: 0.0005781010467181511
Position 222: 0.0003911212299047941
Position 2234: 0.00031190664850774076
Position 836: 0.0002915842142031102
Position 76: 0.00010839859155111324
Position 273: 0.00010723310359241871
Position 136: 9.675689617725149e-05
Position 302: 6.798910355982196e-05
Position 1315: 6.527751536224008e-05
Position 1649: 4.1025473177570674e-05
Position 1131: 2.9278257338553082e-05
Position 132: 2.8012441229190167e-05
Position 2732: 2.5681016112369197e-05
Position 726: 2.3706225121737295e-05
Position 413: 2.226443392625653e-05
Position 1758: 1.9979598382184873e-05
Position 2801: 1.8362204926162778e-05
Position 509: 4.096584295569452e-06
Position 52: 3.2624716696978837e-06
Position 246: 2.8587139040806713e-06
Position 54: 2.4360765024540786e-06
Position 10: 2.376212175271347e-06
Position 3103: 2.3721364743883177e-06
Position 26: 2.173545425621945e-06
Position 3193: 1.3459221272660467e-06
Position 277: 1.3212638209167325e-06
Position 375: 7.390301056100796e-07
Position 284: 5.923318286461436e-07
Position 290: 4.933118215141396e-07
Position 29: 4.011598305303013e-07
Position 117: 3.871862804936913e-07
Position 205: 3.3429190410420997e-07
Position 908: 2.4433725631624915e-07
Position 775: 1.931032882226138e-07
Position 748: 1.7614910670873294e-07
Position 15: 5.8499207406302345e-08
Position 44: 3.3231129293386815e-08
Position 440: 3.122866517462604e-08
Position 193: 3.2661494987534543e-09
Position 229: 2.766795478431889e-09
Position 91: 6.931612242964275e-10
Position 255: 1.5368509323746067e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3142: 0.22572996579624757
Position 3317: 0.13614702668296091
Position 6104: 0.12147702793286388
Position 578: 0.07633089573828085
Position 3284: 0.06977897235531257
Position 3715: 0.06489631368159711
Position 5319: 0.06100244850216648
Position 4702: 0.04549318534378283
Position 508: 0.040245277411126885
Position 4763: 0.037593100498317475
Position 528: 0.036207210665670495
Position 5679: 0.03356806349320368
Position 269: 0.023118243472961972
Position 246: 0.021483273913130766
Position 4654: 0.01962660964555925
Position 5568: 0.01933343068657668
Position 440: 0.01667916357458823
Position 4392: 0.015957193670352567
Position 1547: 0.015850669505804615
Position 960: 0.010501728448683422
Position 1014: 0.01034449545199457
Position 474: 0.010302372199771521
Position 1568: 0.008090431828874428
Position 5652: 0.007211527748890688
Position 795: 0.007012121189360184
Position 1295: 0.006344218396636864
Position 6017: 0.005751750418427339
Position 2604: 0.005604761260490672
Position 4052: 0.0054325990214787265
Position 4048: 0.0048733253018044586
Position 5903: 0.004428146780903701
Position 4892: 0.0033256091437099356
Position 5355: 0.0031924442272594357
Position 6038: 0.0030205551263335654
Position 5734: 0.0030050851894669623
Position 889: 0.0027723409092448585
Position 4147: 0.0027476480450696426
Position 817: 0.002661364986756009
Position 4821: 0.0025394305132363537
Position 3020: 0.0024439816346105195
Position 5048: 0.002374476495016537
Position 2065: 0.0022233183113720295
Position 3739: 0.0021925388720696326
Position 1342: 0.0021035662519904223
Position 1205: 0.0019544378828192763
Position 416: 0.001797765848742358
Position 2909: 0.0016097381319557448
Position 3333: 0.0013309452363953363
Position 643: 0.001316835108538107
Position 4103: 0.0013168160330160072
Position 1725: 0.0012832906917824539
Position 2465: 0.001217677692997717
Position 4802: 0.0010758065064939847
Position 1528: 0.000998376602018406
Position 2495: 0.0009936475612015137
Position 4932: 0.0009776161422485371
Position 5507: 0.000836848608401523
