Gene = C4BPB
index = 211
Annotated 5SS: [ 105  748 1640 2979 7774 9423]
Annotated 3SS: [  639  1465  2801  7679  9307 10946]
SMsplice 5SS: [ 105  748 1640 9423]
SMsplice 3SS: [  639  1465  9307 10958]
top_k =  500
Partition function (log Z): -5.643884290167227

Sorted 5' Splice Sites (High to Low Probability):
Position 748: 0.8599840891232141
Position 105: 0.7817716927802031
Position 1640: 0.7158792368348662
Position 2979: 0.4124690952302778
Position 9423: 0.3891892413981054
Position 2864: 0.326463520689385
Position 1573: 0.2222991708397487
Position 7774: 0.15212977934445115
Position 110: 0.1491486510662251
Position 520: 0.12658002950365696
Position 554: 0.09751843511896745
Position 2428: 0.07881373542669086
Position 2083: 0.06335702654695471
Position 6632: 0.03638512235352504
Position 317: 0.018833151316426096
Position 10582: 0.015596434408807704
Position 752: 0.014415126840560876
Position 190: 0.010026831410217988
Position 6970: 0.007909467755306342
Position 382: 0.0033347414570256526
Position 703: 0.00274547741058767
Position 10588: 0.0026367578424330664
Position 7154: 0.0022070452244337237
Position 3414: 0.002062541892381955
Position 1199: 0.002046717636216556
Position 53: 0.001573730017125787
Position 342: 0.0012920507447081978
Position 2657: 0.0012915902738931352
Position 2736: 0.0012598158941975715
Position 1719: 0.0009956566188090298
Position 168: 0.0009879696068058048
Position 49: 0.0008089924537110054
Position 1825: 0.0007162031479137681
Position 1522: 0.0005790184529125354
Position 945: 0.0005396592944098589
Position 285: 0.0005253238810286875
Position 701: 0.00047461321547702303
Position 3401: 0.0004580675313143676
Position 595: 0.00038951683738898017
Position 1215: 0.0002853754504136143
Position 800: 0.00017691595412176484
Position 720: 0.00015857420181391598
Position 1057: 0.00013673104415596511
Position 640: 0.0001313346912293285
Position 311: 0.00011600175257587053
Position 1300: 8.901730277418806e-05
Position 1021: 8.724642294958205e-05
Position 653: 4.71932673512208e-05
Position 587: 3.7272415863506214e-05
Position 787: 3.144769155787151e-05
Position 1657: 3.066533696585833e-05
Position 1644: 2.7155985470634864e-05
Position 277: 2.5250881160970206e-05
Position 346: 2.5173629901652446e-05
Position 463: 2.4597068360370738e-05
Position 504: 2.273361425285714e-05
Position 7082: 1.9380842039823153e-05
Position 6949: 1.6890147970948285e-05
Position 429: 1.688376608562951e-05
Position 1553: 1.554607822680259e-05
Position 915: 1.5170797563851409e-05
Position 6765: 1.4882374517159912e-05
Position 141: 6.3567520609004765e-06
Position 13: 3.277942194165886e-06
Position 256: 2.8576058404781793e-06
Position 2976: 1.8907840548616552e-06
Position 2828: 7.615462675313313e-07
Position 2983: 6.25267355363268e-07
Position 114: 2.8511133031268644e-07
Position 207: 1.0396262067128986e-07
Position 1549: 2.4995496053326676e-08
Position 63: 2.294429327834208e-08
Position 268: 1.5913894583226784e-08
Position 205: 8.42380884702925e-09
Position 1611: 5.366158423011643e-09
Position 517: 4.149865055292909e-09
