Gene = MBLAC2
index = 820
Annotated 5SS: [930]
Annotated 3SS: [13215]
SMsplice 5SS: [893]
SMsplice 3SS: [14492]
top_k =  500
Partition function (log Z): -16.03918147437299

Sorted 5' Splice Sites (High to Low Probability):
Position 893: 0.35316680248145904
Position 578: 0.2877118728065562
Position 930: 0.19939151479420758
Position 1399: 0.18319326937779518
Position 1635: 0.17865345348647185
Position 493: 0.13989922572225996
Position 269: 0.11776782087524111
Position 299: 0.02382089489732813
Position 208: 0.021805439798455468
Position 295: 0.015152712085945824
Position 62: 0.014930137871570296
Position 851: 0.012463776972811992
Position 188: 0.011403001328047549
Position 58: 0.009875262072611812
Position 519: 0.00564182031526782
Position 848: 0.005130783483450384
Position 602: 0.003511399493666095
Position 408: 0.0021615031630958653
Position 38: 0.0020693878255688366
Position 599: 0.0019535831209452187
Position 902: 0.0017197604894615458
Position 3018: 0.00103406001662093
Position 970: 0.00043201696510206653
Position 231: 0.00032815854947925886
Position 1695: 0.00026465937419812354
Position 1629: 0.000251320921125015
Position 505: 0.00012405521617581984
Position 69: 0.00011824920670380576
Position 185: 6.934283011207524e-05
Position 131: 5.2060099383401634e-05
Position 143: 5.202768390851431e-05
Position 423: 5.115608936826506e-05
Position 550: 4.0025960657399065e-05
Position 410: 3.234842507601132e-05
Position 171: 2.8055864475393913e-05
Position 478: 2.329041542277599e-05
Position 490: 8.909858182489987e-06
Position 120: 7.491335515179769e-06
Position 401: 5.308479050118579e-06
Position 824: 1.6784583469205065e-06
Position 412: 7.127565858937634e-08
Position 160: 5.366270150996248e-08
Position 225: 2.7397666422958237e-08
Position 106: 3.351308219452139e-10
Position 305: 1.7817249897587378e-11
Position 540: 1.0495241211457149e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14492: 0.5536239885668455
Position 667: 0.2382731873372021
Position 1571: 0.1596418544024306
Position 1291: 0.15460676920587393
Position 13215: 0.08553894493771459
Position 10210: 0.07457108826996281
Position 1271: 0.05816531203254219
Position 2043: 0.03489239141559987
Position 10850: 0.03236810875863923
Position 9823: 0.027410703514332623
Position 8757: 0.02342664821088187
Position 4568: 0.02137484060930669
Position 377: 0.01725950683699109
Position 8106: 0.015235287484668075
Position 3106: 0.01171001673160876
Position 7641: 0.008355647812024736
Position 474: 0.008037267686244133
Position 2926: 0.006145725851872153
Position 1480: 0.006060010930448379
Position 7503: 0.005737010307173447
Position 5746: 0.005647955459167018
Position 5063: 0.003966238450304738
Position 757: 0.0038749056646788338
Position 2603: 0.0030507547231058076
Position 419: 0.0027401688722320304
Position 2954: 0.0026424856694457844
Position 925: 0.0024273794226938325
Position 1373: 0.002392307160526282
Position 843: 0.0022695849056871163
Position 3208: 0.002105717681990431
Position 1048: 0.0017599031577077819
Position 1894: 0.001447570570368474
Position 1591: 0.001371066872812666
Position 2902: 0.0013235962496520159
Position 595: 0.001206072395972144
Position 4417: 0.001190394826794683
Position 1007: 0.0011490934103784841
Position 1484: 0.0011267308514868062
Position 4113: 0.001083420052722403
Position 536: 0.0008174897035040802
Position 2099: 0.0007789635634327154
Position 2647: 0.0007104766708244629
Position 3065: 0.0006804356571723635
Position 1193: 0.0006548003018478681
Position 1248: 0.0006462486020865881
Position 1125: 0.0005710627277110292
Position 5790: 0.0005684708801142336
Position 160: 0.0005122338391351493
Position 5097: 0.0004154109920572783
Position 964: 0.00039142655443419056
Position 4788: 0.0003261386851808137
Position 177: 0.00027427995966786345
Position 3880: 0.00025890393268975203
Position 1216: 0.00024870830496159134
Position 401: 0.00022624815742482707
Position 1762: 0.0002148786172465356
Position 614: 0.00017615006347808596
Position 1543: 0.00012000458254400994
Position 1659: 9.082625849625075e-05
Position 395: 7.325154748698326e-05
Position 239: 7.317034419193936e-05
Position 381: 7.024362588676569e-05
Position 1148: 6.345313016455516e-05
Position 512: 4.6294642828597645e-05
Position 505: 3.7654221334950905e-05
Position 773: 3.7466606971228605e-05
Position 1421: 2.3449934331127097e-05
Position 1172: 1.542437300829055e-05
Position 630: 8.00301502731222e-06
Position 490: 1.9620110360996477e-06
Position 674: 1.5702297004883706e-06
Position 293: 1.234024610714474e-06
Position 267: 9.526188616331688e-07
Position 550: 4.6812697218711294e-07
Position 143: 3.4751684404240455e-07
Position 676: 2.034769705273298e-08
Position 211: 9.120983770426193e-09
Position 201: 1.0910782602115084e-10
