Gene = SPINK8
index = 1320
Annotated 5SS: [   67  7317  8845 18438]
Annotated 3SS: [ 7266  8722 18394 21337]
SMsplice 5SS: [   67 19160]
SMsplice 3SS: [19035 21337]
top_k =  500
Partition function (log Z): -10.194544466761043

Sorted 5' Splice Sites (High to Low Probability):
Position 67: 0.8705965444363588
Position 9727: 0.6741792658546468
Position 19160: 0.47707577573746623
Position 19151: 0.4588629440321551
Position 8845: 0.4064548178379765
Position 2274: 0.3038672901271649
Position 2345: 0.23025056754625314
Position 18073: 0.19884557327303115
Position 9062: 0.16534457351602475
Position 7401: 0.12441420601151394
Position 300: 0.08682467719075279
Position 12094: 0.08647022156468487
Position 7459: 0.07496883962539759
Position 9015: 0.05976215614737775
Position 555: 0.04970479190288094
Position 7297: 0.04367698645935083
Position 7317: 0.03995757963678397
Position 7597: 0.03934990473870835
Position 15824: 0.03653068915470388
Position 2191: 0.01752077628204599
Position 2047: 0.011050256342647856
Position 20135: 0.010804555725797273
Position 4761: 0.009960496459036385
Position 9224: 0.006350934905979075
Position 7082: 0.006338796044578408
Position 1073: 0.005439024058880231
Position 7682: 0.004638517750493599
Position 5366: 0.004170957885698892
Position 5012: 0.003307431748263141
Position 19667: 0.002273143013462791
Position 19361: 0.00226873623577225
Position 3597: 0.0019835922847647775
Position 332: 0.0013486910073524548
Position 105: 0.0013144665098669113
Position 726: 0.00048143929600082905
Position 1023: 0.00041032293378235674
Position 14220: 0.0003975165161423664
Position 151: 0.0003317305641262237
Position 1996: 0.0003315516572694482
Position 1952: 0.00021808435994205084
Position 268: 0.00018846476411634694
Position 464: 0.000173305749126301
Position 11966: 0.0001706598656506721
Position 422: 0.00014470795115929287
Position 345: 0.00012145836226884188
Position 654: 0.00010751249899949697
Position 71: 7.752846498223924e-05
Position 146: 6.723017016807503e-05
Position 1844: 6.19617202483422e-05
Position 970: 5.40238994020832e-05
Position 76: 4.5040134751740984e-05
Position 930: 3.5007181278671096e-05
Position 879: 2.293400675840548e-05
Position 47: 2.0404615116155307e-05
Position 1607: 1.7469056295739766e-05
Position 1067: 1.3644695294485329e-05
Position 401: 2.047111455692088e-06
Position 190: 3.7549680092144864e-07
Position 349: 1.8214292223988415e-07
Position 457: 1.685217973289204e-07
Position 612: 1.0155475253753167e-07
Position 674: 9.226548571934968e-08
Position 156: 3.7978650209998387e-08
Position 140: 1.9362590136702384e-08
Position 78: 1.7718723586972864e-08
Position 445: 1.0338902953519148e-08
Position 924: 6.556691062034638e-09
Position 433: 6.318803769265002e-09
Position 30: 6.276394861804501e-09
Position 851: 3.95357612253487e-09
Position 1354: 2.746989251806807e-09
Position 491: 6.833347114316616e-10
Position 607: 6.459004131560753e-10
Position 562: 1.7760588650271973e-10
Position 226: 1.1127182423302103e-10
Position 839: 8.822213877933905e-11
Position 395: 1.6198299991142932e-11
Position 181: 5.112878659383328e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 19035: 0.9652339349337536
Position 9591: 0.6747344211740215
Position 2108: 0.40856573227007376
Position 8722: 0.40176204882957245
Position 21337: 0.34274303096800207
Position 7266: 0.21506695465187048
Position 17987: 0.19884557327303115
Position 21322: 0.1959443131088689
Position 8878: 0.19302623474693234
Position 2174: 0.0974675042250657
Position 11874: 0.08249951046561792
Position 21038: 0.06852897337337097
Position 21090: 0.06519490631708721
Position 21319: 0.062151334191137934
Position 19945: 0.05282446247868766
Position 19256: 0.0516359740854575
Position 19401: 0.04429381600807588
Position 7188: 0.04306604495291724
Position 15705: 0.039810945002757496
Position 19970: 0.03655956296329317
Position 7118: 0.023270118981208964
Position 2113: 0.022101180419745126
Position 15138: 0.019926744658153608
Position 7517: 0.01601683253323483
Position 9014: 0.01572653518682487
Position 7502: 0.015471042695483314
Position 7348: 0.014292943533625842
Position 21274: 0.013732960859223957
Position 8957: 0.011035721676452922
Position 19555: 0.009615956294205735
Position 4662: 0.00889361670689516
Position 2181: 0.008806777411194806
Position 8653: 0.008415246238429003
Position 193: 0.008365273084804808
Position 2205: 0.007724321381479563
Position 1741: 0.007092398804970416
Position 11903: 0.007006891081573968
Position 20466: 0.005080676724242656
Position 9154: 0.004558750673950447
Position 927: 0.004281706553347633
Position 2208: 0.004208959583291555
Position 5233: 0.004175355505201644
Position 1951: 0.0038603266821613646
Position 6989: 0.003386390633402118
Position 19238: 0.0029791873729991154
Position 6948: 0.0029524054111762874
Position 9603: 0.0020785772676926873
Position 4827: 0.0020539378587788515
Position 9175: 0.002010584151010941
Position 207: 0.0019973792984560824
Position 2139: 0.0019360666841868937
Position 9034: 0.0019191683280333819
Position 3536: 0.001605774284554413
Position 241: 0.001480621117253341
Position 18198: 0.0014752002084932945
Position 4856: 0.0012598116041403606
Position 13812: 0.000897797443812626
Position 14394: 0.0007255651452090981
Position 14014: 0.0007209044416578632
Position 4440: 0.0005598515164535898
Position 16404: 0.00045415570814516103
Position 15351: 0.0004171650324955692
Position 725: 0.0004034121152697164
Position 4612: 0.0003911710263810046
Position 1897: 0.0003666458378521383
Position 1900: 0.00035043360245278794
Position 3483: 0.0003093703267845446
Position 213: 0.00029266365391676587
Position 587: 0.00023283036662639394
Position 11391: 0.00021183891016353091
Position 1926: 0.00019324846197967213
Position 1055: 0.0001880716566189935
Position 9474: 0.0001839622069979751
Position 439: 0.0001771576793182246
Position 2046: 0.0001751444173870574
Position 2257: 0.00015097402273806947
Position 4513: 0.00010702938183098649
Position 12623: 9.232460026510824e-05
Position 343: 9.016085418112764e-05
Position 11324: 8.859177883916062e-05
Position 12473: 8.265497195913817e-05
Position 985: 7.456218881941947e-05
Position 1993: 7.344186509139289e-05
Position 11595: 6.816885634651832e-05
Position 1439: 5.225487899448572e-05
Position 10855: 5.146623832995055e-05
Position 1737: 4.533589815878809e-05
Position 3317: 3.819889561593726e-05
Position 3545: 3.6563703669879617e-05
Position 602: 3.472576573330323e-05
Position 299: 3.149291491734157e-05
Position 480: 2.3727663812040995e-05
Position 268: 2.1503446398654892e-05
Position 464: 1.9675937694342743e-05
Position 1596: 1.8157693454447892e-05
Position 1979: 1.5952265273872763e-05
Position 4533: 1.4059994975395404e-05
Position 839: 1.3690043475042181e-05
Position 9785: 1.301690301957323e-05
Position 457: 1.2998868282950956e-05
Position 273: 1.2323564090641136e-05
Position 209: 9.360125779931897e-06
Position 1599: 9.025240550626506e-06
Position 327: 8.464087131548703e-06
Position 404: 8.124794645714076e-06
Position 4325: 7.171211238005592e-06
Position 378: 6.445739270592952e-06
Position 1906: 5.775613868516901e-06
Position 3778: 5.2812784306844836e-06
Position 1005: 5.233529054179474e-06
Position 1879: 4.5707250151707796e-06
Position 1963: 3.922379640394835e-06
Position 445: 3.412538182933695e-06
Position 1625: 3.375528151634303e-06
Position 389: 3.2900438861980634e-06
Position 467: 3.0321335759581705e-06
Position 1902: 2.974679897355525e-06
Position 2477: 2.972646218649337e-06
Position 6102: 2.9054249864061434e-06
Position 3926: 2.795608460241424e-06
Position 156: 2.6841700428235397e-06
Position 802: 2.609609727114953e-06
Position 3744: 2.4448816576204605e-06
Position 1812: 2.301001196510721e-06
Position 2625: 2.226641153009666e-06
Position 312: 1.5902229247720324e-06
Position 4135: 1.4332455408461634e-06
Position 4095: 1.16746174653955e-06
Position 1183: 9.882201280375853e-07
Position 2390: 6.42652473209111e-07
Position 1435: 6.149534589632664e-07
Position 1170: 3.336263688288533e-07
Position 1835: 2.389527133833115e-07
Position 2326: 1.6259892204426954e-07
Position 2269: 1.253753422614248e-07
Position 781: 9.796478237324737e-11
Position 879: 8.434754369015398e-11
Position 1067: 8.419582791297588e-11
Position 789: 7.368642878741278e-11
Position 131: 2.7045044159008672e-11
Position 133: 1.7331785454638856e-11
Position 146: 1.9266957837992423e-12
Position 140: 5.5818556583077485e-14
Position 105: 3.3729800946636674e-14
