Gene = YKT6
index = 1584
Annotated 5SS: [  191  3602  5437  6444  7150 10076]
Annotated 3SS: [ 3518  5335  6338  7083  9973 11197]
SMsplice 5SS: [ 191 3602 5437 6444 7150]
SMsplice 3SS: [3518 5335 6338 7083 7514]
top_k =  500
Partition function (log Z): 0.8377349479868794

Sorted 5' Splice Sites (High to Low Probability):
Position 5437: 0.9857374273743975
Position 191: 0.97828287520428
Position 3602: 0.944983653256802
Position 6444: 0.7799681930863406
Position 7150: 0.5774312549323092
Position 3932: 0.19994560684844076
Position 10221: 0.18719462105771004
Position 4079: 0.1483653128244788
Position 7721: 0.1318985065525981
Position 3299: 0.12311581940284783
Position 10076: 0.1187630470546533
Position 3308: 0.11625344325151163
Position 10556: 0.11313209579868459
Position 3069: 0.06348002121820533
Position 3051: 0.04694284103116983
Position 4872: 0.0328368736084265
Position 3624: 0.030763254520260908
Position 8775: 0.027011001563783603
Position 6086: 0.025499057234196106
Position 7193: 0.025353698684235544
Position 4583: 0.024390779630198797
Position 3333: 0.01973570296311701
Position 9883: 0.01712544588563715
Position 5866: 0.0162742431872354
Position 4350: 0.011501478557403215
Position 208: 0.011181251385032722
Position 7545: 0.011084379977519971
Position 4573: 0.009001773495057297
Position 6253: 0.008535205980936178
Position 5378: 0.008425904666841627
Position 1722: 0.007256552248940443
Position 4624: 0.0066566839915080285
Position 6294: 0.005759941705673341
Position 3258: 0.005752062019202786
Position 309: 0.005160469668155147
Position 5811: 0.005042092837248788
Position 2599: 0.004425699817282577
Position 4713: 0.003455752975775412
Position 5639: 0.0032420046038165932
Position 132: 0.002837130311624909
Position 5815: 0.0024446581446351816
Position 3846: 0.0023039909947331276
Position 5871: 0.0020194503821454476
Position 790: 0.0020141325802697516
Position 5062: 0.0019831730660296453
Position 4156: 0.0018572205662189172
Position 1284: 0.0018526143776104356
Position 4010: 0.0017550290496633522
Position 1163: 0.0017106381154421545
Position 1239: 0.0015585489906696018
Position 7247: 0.001396045745769972
Position 8746: 0.0013017846415061677
Position 4032: 0.0012334913258776517
Position 3926: 0.001097967355831766
Position 10005: 0.0008753579193931248
Position 7270: 0.0008731768795628744
Position 4550: 0.0007079750348038415
Position 7442: 0.0007039902263115844
Position 619: 0.0006129976736851429
Position 247: 0.000591400716678794
Position 221: 0.0005905754339249322
Position 3097: 0.0005673417122014085
Position 241: 0.00054891576812594
Position 4330: 0.0005368082633794446
Position 2607: 0.0005217111476098222
Position 6449: 0.000500212729042325
Position 270: 0.0004987005259739975
Position 4391: 0.0004969621930219636
Position 1247: 0.00045161192966015396
Position 6666: 0.00043816613199236694
Position 5959: 0.00039040716441573374
Position 6091: 0.000354835276467019
Position 1044: 0.0003514923326715632
Position 6492: 0.0003344618165677372
Position 2544: 0.0003145067596656118
Position 8741: 0.0003041845648998449
Position 6433: 0.00029819727467404034
Position 1683: 0.0002758154779550608
Position 732: 0.00025984137026455976
Position 6955: 0.00021631942034984556
Position 6258: 0.0002038448417097625
Position 3246: 0.00019878917779709646
Position 2640: 0.00019663706672842709
Position 1048: 0.00019017259107495133
Position 5625: 0.00012554886869641608
Position 5413: 9.04964524404776e-05
Position 5607: 8.941567649870095e-05
Position 6384: 8.602322672106408e-05
Position 6476: 7.854762157807709e-05
Position 2629: 2.2649223341952445e-05
Position 7039: 2.0168511408384544e-05
Position 1773: 9.543907434737639e-06
Position 159: 2.02184056596819e-06
Position 135: 5.864401007448166e-07
Position 259: 3.6832978435185767e-07
Position 908: 1.9398869739532101e-07
Position 381: 1.3501501499233406e-07
Position 1009: 1.3067405568510797e-07
Position 95: 9.316841892084361e-08
Position 862: 9.123390502665977e-08
Position 342: 7.721182204274186e-08
Position 833: 7.126601893519e-08
Position 397: 5.7463760406392975e-08
Position 968: 5.2061149820090255e-08
Position 293: 2.6220553976132538e-08
Position 45: 2.411463054245848e-08
Position 535: 1.5417112472995077e-08
Position 358: 9.915203146441597e-09
Position 560: 8.071068293195148e-09
Position 415: 8.030597280163062e-09
Position 404: 6.355995697444971e-09
Position 253: 5.168484306008053e-09
Position 356: 4.948782235747409e-09
Position 364: 3.2252343484394425e-09
Position 6: 2.8375528880516193e-09
Position 325: 2.4056091940367335e-09
Position 333: 1.1568549237891192e-09
Position 555: 6.473687787040623e-10
Position 161: 5.37585158864496e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5335: 0.994341506687346
Position 3518: 0.9397576641419612
Position 6338: 0.7893107872453263
Position 7083: 0.636346969022612
Position 7514: 0.36415240747337213
Position 10504: 0.25569073638634954
Position 9973: 0.24471941045031648
Position 11197: 0.1863239078241883
Position 2988: 0.16705604031881355
Position 3886: 0.12739530491312084
Position 10555: 0.10426664146009972
Position 10117: 0.09679393605391687
Position 4009: 0.08553891641563476
Position 3140: 0.08238408444277942
Position 3846: 0.06806816108563339
Position 11080: 0.06688173860864562
Position 9040: 0.040606958442555637
Position 3173: 0.036585225465566716
Position 4485: 0.03531094683767284
Position 8661: 0.034257474247885854
Position 3751: 0.031679507819795186
Position 10945: 0.030863233052083973
Position 3118: 0.030824940526349705
Position 3525: 0.02660330517123441
Position 9395: 0.025941169362527234
Position 3708: 0.024066155959808808
Position 5976: 0.021123508789233233
Position 4533: 0.021103367921200246
Position 5741: 0.01975932324960527
Position 3145: 0.019505176078198957
Position 3194: 0.01849770709659348
Position 10787: 0.018069063573341305
Position 7530: 0.018033205090897102
Position 7760: 0.01431876298590677
Position 7357: 0.0118216831035487
Position 2967: 0.011139623707818524
Position 4655: 0.009952950138326287
Position 7038: 0.00927279103201788
Position 5787: 0.008535464737452586
Position 9103: 0.007721225122166402
Position 10174: 0.007511510050140583
Position 4225: 0.007485657914516987
Position 7487: 0.006488610611823013
Position 2883: 0.005807284827302858
Position 6125: 0.005337161949219255
Position 3958: 0.005286338846400889
Position 3809: 0.00522316857961715
Position 4787: 0.005168127574780968
Position 1116: 0.005086989313740336
Position 2491: 0.0046053563083126485
Position 3477: 0.004358957645906394
Position 4807: 0.0041063427395481335
Position 3281: 0.003877265207598399
Position 5567: 0.0038517382434016556
Position 11238: 0.0036895831469370382
Position 3375: 0.003351131789089573
Position 1566: 0.003316535005988811
Position 7803: 0.0032183289163292017
Position 7745: 0.0031659444784461694
Position 3773: 0.0031526677455903374
Position 12520: 0.003093925109252257
Position 6053: 0.0026194827140532157
Position 7943: 0.002526594340561686
Position 5925: 0.0023480323316444757
Position 6546: 0.002316770509376678
Position 1621: 0.0022721085201886032
Position 6086: 0.002112869061991331
Position 633: 0.00199213715345244
Position 4940: 0.0019831730660296444
Position 3825: 0.00195730864767601
Position 1650: 0.0018661948558200525
Position 5900: 0.001857223197807516
Position 4628: 0.0014081035242414044
Position 6722: 0.001229656117688838
Position 4253: 0.0012223699908839444
Position 6573: 0.0010411161713723722
Position 3894: 0.0009826561379194432
Position 9217: 0.0009622986628218127
Position 4329: 0.0009519895990378887
Position 3820: 0.0008972637181367082
Position 9270: 0.0008961353224301357
Position 2515: 0.0008641676790644294
Position 4044: 0.0008411118548365397
Position 4048: 0.0008337331742234809
Position 3917: 0.0008228301981795539
Position 4171: 0.0008185892496072574
Position 6164: 0.0007626377915659922
Position 8398: 0.0006807202719642313
Position 3390: 0.0006723914191957674
Position 5551: 0.0006165708649055164
Position 8982: 0.0005992391486260025
Position 6134: 0.00048573076064528333
Position 8420: 0.00048046945574096333
Position 7440: 0.0004748428270425963
Position 3888: 0.00045333383932861057
Position 2990: 0.000442798413620842
Position 7983: 0.0003868814780116928
Position 4015: 0.00038525450080114634
Position 5588: 0.0003476728875204257
Position 1121: 0.00034350938419501487
Position 6345: 0.0003250203955779742
Position 5904: 0.00031559098402015814
Position 3581: 0.0002950799551156804
Position 7025: 0.00028166188015484007
Position 2814: 0.0002802941902994137
Position 3574: 0.0002773874531857378
Position 652: 0.0002725691978972806
Position 3843: 0.0002622100849520764
Position 6593: 0.0002587995697655569
Position 3971: 0.00024187558493248896
Position 548: 0.00024071629775360444
Position 4228: 0.00020364696257131913
Position 7815: 0.00018247621656249945
Position 848: 0.0001760413845821418
Position 6232: 0.00017010604465340283
Position 3087: 0.00015623275274519207
Position 965: 0.00014687788539738365
Position 7247: 0.0001395988886323171
Position 5095: 0.0001293702306653437
Position 6019: 0.00011497152491180014
Position 494: 0.00011062667780624153
Position 6698: 0.00010948982417310949
Position 6172: 8.058565593794094e-05
Position 6363: 7.925849084695717e-05
Position 1277: 7.391668154599595e-05
Position 6090: 7.301327304637398e-05
Position 5501: 7.264245361208985e-05
Position 3443: 6.6010612555497e-05
Position 1017: 6.58272587258311e-05
Position 986: 5.851666838100381e-05
Position 1505: 4.111773429614715e-05
Position 1547: 4.0936232281873067e-05
Position 513: 4.067942819147113e-05
Position 3307: 3.5550098647041724e-05
Position 3545: 3.3163570694628084e-05
Position 606: 3.0641144887515e-05
Position 3850: 2.83292308112233e-05
Position 781: 2.5000178737911215e-05
Position 5144: 2.4583157203579193e-05
Position 4309: 2.416986249961494e-05
Position 911: 2.2828962202964907e-05
Position 2469: 1.168002725131434e-05
Position 3356: 1.1665466621908867e-05
Position 3787: 1.1360852151992156e-05
Position 3664: 8.713442706432029e-06
Position 4027: 6.872907164158145e-06
Position 5702: 5.709954938037097e-06
Position 3595: 5.548821728679365e-06
Position 1399: 5.019285754752296e-06
Position 815: 3.969157506493022e-06
Position 3853: 3.828090785757881e-06
Position 3908: 3.634818455822446e-06
Position 5744: 3.5294887358684232e-06
Position 4160: 2.8827054523751977e-06
Position 4078: 2.4222540790783265e-06
Position 885: 2.181313752917928e-06
Position 819: 1.694529068000114e-06
Position 6858: 1.500204487590084e-06
Position 455: 1.4279643539468332e-06
Position 351: 1.215655068252162e-06
Position 6977: 6.318671686535221e-07
Position 6861: 6.096375945389347e-07
Position 5141: 3.853750241942364e-07
Position 6414: 2.3016017426409724e-07
Position 3921: 3.7123011265270514e-10
