Gene = STIL
index = 1347
Annotated 5SS: [  112  1200  3872  9259 11914 12587 14243 18383 20690 24713 26597 31803
 33907 42072 44513 51245 53859]
Annotated 3SS: [  990  3784  9150 11800 12398 13994 18298 20602 24561 26486 31687 32937
 41905 44280 51033 53607 62224]
SMsplice 5SS: [  112   301  3872 11914 12587 18383 26597 31791 42072 44513 53859]
SMsplice 3SS: [  217  3784 11800 12398 18298 26486 31687 41905 44280 53607 63040]
top_k =  500
Partition function (log Z): 0.5695010165819858

Sorted 5' Splice Sites (High to Low Probability):
Position 18383: 0.9972006253034132
Position 112: 0.9854870403874678
Position 42072: 0.9495669672511885
Position 12587: 0.948275926916221
Position 11914: 0.908875379725202
Position 3872: 0.8831114467140924
Position 26597: 0.8238909180857974
Position 31791: 0.7898918753667501
Position 44513: 0.6891306698611913
Position 301: 0.6870583450082054
Position 33907: 0.6035715406091247
Position 14243: 0.5912098974420271
Position 9259: 0.5583609139422857
Position 32470: 0.41612259040539795
Position 33202: 0.2808789560159886
Position 32532: 0.26799709766592694
Position 12221: 0.24933255990448142
Position 31803: 0.20988126674616894
Position 24713: 0.2097530025851488
Position 16401: 0.11829128358950353
Position 3928: 0.11616983206731663
Position 16102: 0.1151725974746465
Position 44416: 0.07646119479607823
Position 18017: 0.0719862266755319
Position 11494: 0.06420142729100475
Position 26566: 0.061640155898105876
Position 33501: 0.05842784001853064
Position 26658: 0.05019264803442843
Position 33031: 0.04691341880278349
Position 5901: 0.03835312381133157
Position 1200: 0.0380010596889107
Position 6269: 0.03724238848562826
Position 5791: 0.028990773942717027
Position 12260: 0.02851230293312358
Position 47487: 0.02510961783914712
Position 1983: 0.02294352270868635
Position 42050: 0.01977486150478913
Position 42062: 0.01772566319175622
Position 6488: 0.015558127967551523
Position 11649: 0.015041392685829769
Position 9496: 0.014006718828813772
Position 11227: 0.011940098270369794
Position 4865: 0.011496226555213441
Position 14038: 0.011150626791433867
Position 314: 0.011054751476263064
Position 514: 0.011007091418716423
Position 4718: 0.010761144964429396
Position 4767: 0.009917741974149998
Position 18217: 0.008159645473262278
Position 1783: 0.00758728434888363
Position 6308: 0.007318597332076587
Position 20640: 0.007167324105671578
Position 2491: 0.007107113834927097
Position 33647: 0.0067137263404153
Position 12643: 0.005190445769248536
Position 12753: 0.005146589706262349
Position 1086: 0.004637993765479579
Position 12028: 0.004615079880636168
