Gene = CXCL14
index = 421
Annotated 5SS: [ 565  846 4708]
Annotated 3SS: [ 739 4593 7410]
SMsplice 5SS: [ 565  846 4708]
SMsplice 3SS: [ 739 4593 7410]
top_k =  500
Partition function (log Z): 1.8193027401546433

Sorted 5' Splice Sites (High to Low Probability):
Position 4708: 0.9965445717444664
Position 565: 0.9833248137236485
Position 846: 0.9731172556597841
Position 4936: 0.17297916565887977
Position 6951: 0.11755609012046488
Position 2134: 0.10712110701295548
Position 5262: 0.08566077465844471
Position 4076: 0.050985960902228074
Position 5753: 0.04026603147813572
Position 5191: 0.02947835220409459
Position 195: 0.026815553571831206
Position 874: 0.023797374511488976
Position 3995: 0.021248064256466127
Position 5243: 0.020847980531434458
Position 5102: 0.01603554215556977
Position 5110: 0.014332636338731095
Position 5147: 0.010909654614262793
Position 3714: 0.009255446575012361
Position 5377: 0.008893379050782186
Position 5463: 0.00790188200318756
Position 3688: 0.007459013971698743
Position 7224: 0.006971790904944821
Position 4080: 0.00680426029715768
Position 3528: 0.006301517509080181
Position 5016: 0.006243763034188812
Position 3721: 0.006123874050189912
Position 3574: 0.004753209474627729
Position 2052: 0.004374054440294681
Position 1814: 0.0035076020843561057
Position 2174: 0.003327359124108889
Position 7141: 0.002975712019709221
Position 104: 0.0027413423560310336
Position 80: 0.002621449017695979
Position 7601: 0.0024058918531815335
Position 3974: 0.0022776497422574
Position 3682: 0.0021313172898002088
Position 163: 0.0015516118981894924
Position 6094: 0.0015443004105036187
Position 6746: 0.0013947585315200717
Position 7027: 0.001329440994713242
Position 495: 0.001327621080436413
Position 1961: 0.001313543905868615
Position 4173: 0.001291603671398707
Position 17: 0.00127321247594046
Position 3831: 0.0012637765168909798
Position 841: 0.0012459080017700975
Position 1441: 0.001127157071884972
Position 1395: 0.0010355922539346523
Position 2992: 0.0009514236560588709
Position 4445: 0.0008262200554065664
Position 4618: 0.0007973859648087667
Position 1219: 0.0007490932558610555
Position 53: 0.0006698384618075869
Position 65: 0.000624155845522187
Position 86: 0.00048043429646459475
Position 569: 0.00038482050082671297
Position 1069: 0.0003747804413064885
Position 3531: 0.0003679896459992967
Position 4353: 0.0003419892714785816
Position 74: 0.00034145507228403835
Position 3206: 0.00033946789552959734
Position 1473: 0.00029272663787068806
Position 2801: 0.00028277581317427377
Position 2952: 0.00027832519933652195
Position 816: 0.00027060012243392304
Position 1753: 0.00026036770611259283
Position 106: 0.00022476669487899096
Position 2798: 0.00018486883901079162
Position 126: 0.0001794448899543984
Position 23: 0.00013145801750637047
Position 669: 0.0001303085644983996
Position 76: 9.22953855139544e-05
Position 5: 8.311003436580554e-05
Position 5083: 7.319363711749957e-05
Position 31: 5.10304308966733e-05
Position 3280: 4.699639053270469e-05
Position 426: 4.0254351565998364e-05
Position 5036: 3.8486141667253616e-05
