Gene = CAAP1
index = 270
Annotated 5SS: [  392  5492  6701  7995 31739]
Annotated 3SS: [ 5290  6615  7918 31664 50156]
SMsplice 5SS: [  392  5230  5492  6701  7995 23397 28597 31739]
SMsplice 3SS: [ 5081  5339  6615  7918 23300 28472 31664 50156]
top_k =  500
Partition function (log Z): -18.180012915871398

Sorted 5' Splice Sites (High to Low Probability):
Position 392: 0.9882327593219881
Position 7995: 0.9841910949187085
Position 6701: 0.8243568194508696
Position 5492: 0.7205349124228643
Position 4530: 0.5320874433120729
Position 5230: 0.47409271588382146
Position 6479: 0.38103163864005657
Position 5218: 0.28686875438505893
Position 6516: 0.21236801427970037
Position 24055: 0.120784017951954
Position 5393: 0.10916133029711206
Position 6922: 0.06801390148930847
Position 6768: 0.0666638148591496
Position 2603: 0.05711849627278705
Position 8328: 0.05145453028262454
Position 4862: 0.05044302128359876
Position 5849: 0.04830586343598295
Position 4592: 0.014352702810216146
Position 2559: 0.010173504921756638
Position 546: 0.009927322126851408
Position 7365: 0.008575881273894016
Position 5361: 0.0072336526672482524
Position 4866: 0.004405440909982256
Position 10439: 0.004152498909502231
Position 3671: 0.004016579794518666
Position 8436: 0.003300683608461728
Position 6141: 0.0032071505640534734
Position 6483: 0.0031633295071918904
Position 9784: 0.002721228331310621
Position 10284: 0.0025391349812458725
Position 2121: 0.0025128439168713044
Position 8771: 0.002211924890852003
Position 4423: 0.0017872456908102268
Position 5851: 0.0017536154891130862
Position 957: 0.001367063072733096
Position 10087: 0.0012752810988762519
Position 506: 0.00117282143934483
Position 7307: 0.0011025643912273603
Position 1183: 0.0011018652789256782
Position 5834: 0.0010945402351307258
Position 9980: 0.0010558745611262957
Position 1158: 0.0009761069738198904
Position 4349: 0.0007085459663347811
Position 2517: 0.0006434345178793481
Position 3650: 0.000595974048341609
Position 5122: 0.0005458187100710107
Position 6393: 0.0005095151389510523
Position 6261: 0.00047368508125592435
Position 2838: 0.00045969658279230183
Position 396: 0.0004572559143903672
Position 2511: 0.0004101014345871876
Position 3606: 0.0004071529011738239
Position 4773: 0.00040539396220308076
Position 4478: 0.00040426851773611044
Position 4086: 0.00040082718716044874
Position 1781: 0.00039007206292127446
Position 5234: 0.00035880013021382317
Position 3310: 0.0003534542652624627
Position 10341: 0.0003427292305857051
Position 7497: 0.0003314646789595579
Position 7991: 0.000318072633859083
Position 5252: 0.00029383538418187674
Position 1831: 9.077906831962286e-05
Position 3081: 8.304961934773451e-05
Position 2757: 7.775129719397789e-05
Position 2697: 7.207731438800786e-05
Position 242: 7.098737575938498e-05
Position 7987: 6.804118268406858e-05
Position 1298: 6.462330978104818e-05
Position 288: 5.572566331184737e-05
Position 5225: 5.5279902300720425e-05
Position 1487: 5.3810588189908144e-05
Position 2784: 4.751066451215726e-05
Position 2275: 4.731022898684829e-05
Position 4596: 4.24105824229217e-05
Position 1658: 4.083238301970822e-05
Position 3212: 3.608126974937822e-05
Position 2653: 3.336173520727903e-05
Position 3305: 2.995659780249655e-05
Position 2608: 2.5687383275442518e-05
Position 1220: 2.3634626907804153e-05
Position 842: 2.330234104029998e-05
Position 4051: 2.1994263889631114e-05
Position 8854: 1.1435336289478733e-05
Position 354: 1.0731491867943886e-05
Position 173: 1.0674998536922769e-05
Position 522: 8.510327616801345e-06
Position 1717: 7.3197790903045125e-06
Position 1060: 6.952876158612902e-06
Position 3269: 3.715814752162531e-06
Position 2303: 2.498080779690304e-06
Position 1732: 2.292231766256785e-06
Position 1399: 1.994897444437226e-06
Position 2150: 1.9060851230496274e-06
Position 1937: 1.8353459499578237e-06
Position 9344: 1.7724801808588466e-06
Position 1212: 1.5930740441751142e-06
Position 103: 1.4410564963876684e-06
Position 39: 1.1904265786729727e-06
Position 135: 8.686751245179837e-07
Position 181: 8.399471936992131e-07
Position 252: 7.965751757058217e-07
Position 72: 4.598208916076089e-07
Position 509: 2.9887673309909057e-07
Position 756: 2.304201591088235e-07
Position 445: 7.565662357002191e-08
Position 28: 6.313529434462533e-08
Position 371: 5.066061906931101e-08
Position 129: 4.652098157939504e-08
Position 922: 3.725058687159448e-08
Position 306: 3.424597542096802e-08
Position 798: 2.7172930084057818e-08
Position 276: 2.605641410587245e-08
Position 198: 1.724958826887625e-08
Position 815: 1.3949671707704462e-08
Position 540: 1.3636375847961235e-08
Position 747: 8.16413233775975e-09
Position 823: 6.8470164632394686e-09
Position 590: 5.947338336521531e-09
Position 3: 2.5369761215586227e-09
Position 323: 1.1106939506619935e-09
Position 659: 6.843741438157463e-10
Position 270: 6.099115203549625e-10
Position 278: 4.071575400302119e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6615: 0.923319977161935
Position 5081: 0.7442862879975101
Position 7918: 0.5780311186932063
Position 6233: 0.47789918807980597
Position 5290: 0.47401112615858765
Position 4379: 0.40715504376115186
Position 5339: 0.3197598539444591
Position 7901: 0.2426009020122874
Position 23870: 0.2163118853576161
Position 7887: 0.1654410162900928
Position 24257: 0.12078401795195357
Position 18406: 0.11021137004324703
Position 10155: 0.08555527632402665
Position 10025: 0.06994953790113013
Position 17394: 0.06893434769667936
Position 6393: 0.06581128013769082
Position 4308: 0.062416789322788255
Position 8219: 0.04976496859112261
Position 10494: 0.04920330392013943
Position 2440: 0.04289487807834865
Position 5595: 0.041945210271984
Position 10340: 0.04044623413105193
Position 18002: 0.03238106350601306
Position 6377: 0.030797357431780144
Position 17890: 0.030585664727823893
Position 17975: 0.030156024020544125
Position 5324: 0.0293569128056756
Position 4696: 0.02521376502341454
Position 10751: 0.02514561652420713
Position 4454: 0.021108286917723554
Position 8185: 0.02099352937036413
Position 4230: 0.020421166540007595
Position 4628: 0.019592044186166203
Position 13149: 0.018841895063676846
Position 6429: 0.018784442782767717
Position 10315: 0.01854371243106579
Position 13554: 0.01651986439586915
Position 2436: 0.014634156356938356
Position 14407: 0.014470591058714285
Position 11862: 0.013672041961174039
Position 9698: 0.013454669732807671
Position 10767: 0.01279489042655499
Position 4448: 0.012703857059886385
