Gene = STX17
index = 1351
Annotated 5SS: [   74  8730 22211 44653 53400 53523 61107]
Annotated 3SS: [ 8544 22144 44426 53283 53471 61019 61800]
SMsplice 5SS: [   74  8730 10350 15663 19781 22211 44653 53400 53523 61107]
SMsplice 3SS: [ 8544 10246 15568 19704 22144 44426 53283 53471 60988 63222]
top_k =  500
Partition function (log Z): -18.208726879232536

Sorted 5' Splice Sites (High to Low Probability):
Position 22211: 0.9973359474916522
Position 74: 0.9860792035311523
Position 8730: 0.9456580169789739
Position 19781: 0.7035779139970516
Position 15663: 0.6606850074545342
Position 10350: 0.6388017978271221
Position 16780: 0.4771493465556306
Position 1379: 0.47130116840953107
Position 20613: 0.30216718617752025
Position 15794: 0.2962960269016856
Position 10899: 0.23199779165776513
Position 25437: 0.21470147064803582
Position 8292: 0.1502586212336001
Position 12069: 0.1044467508284428
Position 17244: 0.09322685482898814
Position 13830: 0.08690673878662336
Position 7181: 0.07328891326886348
Position 16594: 0.0651157841095537
Position 12026: 0.06290034849246641
Position 1786: 0.06025689358841235
Position 19505: 0.05576053642869178
Position 9536: 0.05423218108342947
Position 8699: 0.042696909148144065
Position 585: 0.041526083149664376
Position 17619: 0.030474124904650377
Position 1412: 0.029538551215177455
Position 761: 0.028946624962185467
Position 571: 0.01989952896658665
Position 9203: 0.01774235590090747
Position 17603: 0.017683666249045604
Position 13519: 0.01711813403749406
Position 15225: 0.016866153802913193
Position 17249: 0.016620514419106495
Position 16911: 0.014883530337229927
Position 7519: 0.012675148861584213
Position 7185: 0.010999781940544044
Position 11201: 0.008633766513106843
Position 12255: 0.008559381890554395
Position 1445: 0.008358245095798413
Position 763: 0.007479243431561438
Position 2799: 0.006591695122142532
Position 12058: 0.006043026155071773
Position 24968: 0.006026581730053704
Position 13489: 0.005619586568551757
Position 2667: 0.004814818094842863
Position 7001: 0.004391559269471629
Position 4546: 0.0034008824816154012
Position 6406: 0.003303639063959475
Position 1840: 0.0032859681985546226
Position 12212: 0.0032405993359353475
Position 6000: 0.002698817528518773
Position 1252: 0.0023695764853581837
Position 466: 0.0021978770496009384
Position 174: 0.0021030156526516035
Position 725: 0.001949438738094316
Position 279: 0.001739140521425597
Position 11884: 0.0015814642210939976
Position 2163: 0.0013027160365168668
Position 622: 0.0010091183713476087
Position 510: 0.0008728880843971986
Position 25880: 0.0006077866221484361
Position 1145: 0.0005694599634864364
Position 438: 0.0003430496542876241
Position 451: 0.00028258355861527403
Position 371: 0.000272573262151364
Position 737: 0.0002559063365438755
Position 665: 0.0002541781714749347
Position 574: 0.00021178486552561883
Position 127: 0.00020879923376768042
Position 1538: 0.0002050751197228048
Position 1591: 0.00019199568719192943
Position 878: 0.00015868953590756027
Position 1556: 0.0001430179398038952
Position 1001: 0.00013377611692615393
Position 207: 0.00012512617191672365
Position 1533: 0.00012045869215575749
Position 1073: 0.00011644545489258733
Position 193: 0.00010502145966922252
Position 940: 9.545547875100015e-05
Position 858: 8.798293047367265e-05
Position 829: 8.212187071512592e-05
Position 473: 7.080030257830653e-05
Position 785: 6.982950160210095e-05
Position 802: 6.791789380396673e-05
Position 513: 6.267717230600674e-05
Position 1585: 5.3799092103200796e-05
Position 1473: 5.2367188722308514e-05
Position 1155: 5.1261493541182406e-05
Position 339: 4.563269548124111e-05
Position 382: 3.070327977454824e-05
Position 248: 2.3437937329565713e-05
Position 323: 2.0881657158537303e-05
Position 391: 2.017401032811606e-05
Position 453: 1.881665771764015e-05
Position 1475: 1.7957941109204694e-05
Position 1383: 1.660067206098602e-05
Position 951: 1.2347641403583514e-05
Position 767: 1.0322112297842414e-05
Position 1273: 9.104323399347904e-06
Position 230: 8.01257438457434e-06
Position 1283: 6.976251970479504e-06
Position 1266: 6.13650460496562e-06
Position 406: 5.756572885621395e-06
Position 1391: 5.347637261476479e-06
Position 107: 3.98185104578365e-06
Position 331: 3.3564967698815415e-06
Position 3: 2.990415451719334e-07
Position 477: 8.733578953406534e-08
Position 144: 3.388940596056413e-08
Position 142: 1.1030514661160264e-08
Position 357: 3.1962444131099072e-09
Position 400: 1.5009967922429445e-09
Position 219: 3.650093472239669e-11
Position 38: 3.3952989983616606e-11
Position 18: 4.371635621508208e-13
Position 253: 4.5657212700678295e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 22144: 0.9888614628859572
Position 15568: 0.9159602967273827
Position 8544: 0.9075896684522002
Position 19704: 0.7050227810394529
Position 39085: 0.6480966523436102
Position 10246: 0.5419062387158526
Position 1225: 0.5108789167169033
Position 16702: 0.30800763990748053
Position 20480: 0.30221351812662245
Position 16513: 0.23106639548587504
Position 11965: 0.18519590166677152
Position 8130: 0.1266540492167339
Position 10802: 0.09634874092800776
Position 25234: 0.09213009843062929
Position 8605: 0.0797263417391489
Position 10652: 0.07648608067502084
Position 17006: 0.07469403865105662
Position 465: 0.06796711754843252
Position 10226: 0.06539166127151626
Position 31603: 0.06474327467200375
Position 1665: 0.06352857223542772
Position 13721: 0.05982386547869093
Position 19434: 0.0557605364286917
Position 30431: 0.05530361218857408
Position 25355: 0.05077703316881708
Position 7000: 0.05004098030313914
Position 17529: 0.048186812233528616
Position 31638: 0.04627855737802425
Position 25294: 0.04349979017978692
Position 9415: 0.04124600343720151
Position 15726: 0.0410961347213081
Position 17072: 0.035162115472613685
Position 7072: 0.034247714906268455
Position 25257: 0.03376288287883537
Position 33065: 0.031445502005426756
Position 28855: 0.029700519587545066
Position 13744: 0.02708287330793224
Position 10707: 0.025925762537875888
Position 27511: 0.020576614826464227
Position 16593: 0.01763443022191654
Position 10713: 0.01711818463247701
Position 24887: 0.016982852768526364
Position 15113: 0.016866153802913154
Position 13371: 0.014570584316870807
Position 680: 0.014091110145987852
Position 24364: 0.01295727190200709
Position 28298: 0.012229605432239807
Position 7917: 0.011973230334807856
Position 7942: 0.011631341682058354
Position 7356: 0.01092745801908579
Position 9136: 0.01027076476389506
Position 2588: 0.010210362454910457
Position 10302: 0.009477864646328762
Position 612: 0.009274522964242221
Position 9476: 0.00914529305317216
Position 22040: 0.00874408488692082
Position 26754: 0.008647493313337353
Position 11145: 0.008634702793525162
Position 13434: 0.008168648214704493
Position 9966: 0.007969094700702587
Position 9947: 0.007780896632423276
Position 9004: 0.0074780715179873425
Position 10675: 0.0067023309201561885
Position 10102: 0.006153721462490706
Position 28930: 0.005925720100335967
Position 23659: 0.005870960445414915
Position 10847: 0.0054197140751021545
Position 26328: 0.004833952598055836
Position 6862: 0.004391559269471629
Position 22989: 0.00407246268320408
Position 9396: 0.0038346760753662523
Position 22508: 0.0034493472680738758
Position 4423: 0.0034008824816154025
Position 6206: 0.003303639063959475
Position 25789: 0.002731522438443955
Position 5931: 0.002698817528518774
Position 227: 0.0025243523705601447
Position 26975: 0.0023202314511060434
Position 22292: 0.0022966221197712826
Position 10607: 0.0021361610782036663
Position 25765: 0.002117627130000359
Position 10569: 0.0018608168109217017
Position 25842: 0.0018548537041874961
Position 7382: 0.0017476908424984272
Position 25436: 0.0016248385505011718
Position 11682: 0.001286967345213533
Position 22962: 0.001225139403044584
Position 23186: 0.001223404700441203
Position 25540: 0.0011271743388992057
Position 26694: 0.0011217726476395113
Position 25047: 0.001098764927353734
Position 1059: 0.0010949731619042562
Position 30232: 0.0010562796433007157
Position 23304: 0.0009746631794825036
Position 22809: 0.0009243952320366059
Position 23679: 0.0009017850066217222
Position 2617: 0.0008488770791960747
Position 2059: 0.0008160104254571564
Position 684: 0.0007238858128271659
Position 263: 0.0007231075076748641
Position 24073: 0.0006936116896479465
Position 29476: 0.0006735240423302052
Position 22412: 0.0005688435161044694
Position 8460: 0.0005681034626006822
Position 374: 0.0005667491705032896
Position 28411: 0.0004827833865684168
Position 8498: 0.00047101980506523
Position 16875: 0.0004514013949594407
Position 21724: 0.0004226092502578486
Position 1252: 0.00039731071432330174
Position 1283: 0.0003955003783034629
Position 417: 0.0003778283149694844
Position 28023: 0.0003658376293388702
Position 2632: 0.0003462767194562041
Position 27443: 0.00032460078075985133
Position 19889: 0.00029859119331438453
Position 11820: 0.00029449687588046526
Position 27239: 0.00029323860082573744
Position 24388: 0.00029210965015137786
Position 875: 0.00029149265524470774
Position 23655: 0.0002813479627788949
Position 23541: 0.00027359416539400334
Position 2022: 0.00026720824345446455
Position 23954: 0.0002561813655468909
Position 568: 0.0002406032374692344
Position 2094: 0.0002162227531678363
Position 1491: 0.00013952460844589659
Position 24002: 0.00013854646679491487
Position 9841: 0.00012247951220646885
Position 22347: 0.0001221122485992693
Position 513: 0.00010359436388562644
Position 940: 4.0717382611793326e-05
Position 230: 3.654288814148346e-05
Position 22383: 3.6178120381654086e-05
Position 22344: 3.465354393644623e-05
Position 489: 2.2502225777963405e-05
Position 1438: 2.2144851498551553e-05
Position 694: 1.9126288074811506e-05
Position 517: 1.0354652628625034e-05
Position 389: 9.77848234156267e-06
Position 284: 9.610094063837468e-06
Position 275: 8.862517766421979e-06
Position 1326: 8.852198165336831e-06
Position 1293: 7.692097598037294e-06
Position 627: 6.967622416789571e-06
Position 1123: 6.960365810360473e-06
Position 157: 6.8126995284830985e-06
Position 951: 5.7820242138511744e-06
Position 1463: 5.544458828899956e-06
Position 725: 5.195993504893956e-06
Position 708: 3.931664690782703e-06
Position 174: 3.445349359285285e-06
Position 177: 3.2895279278344916e-06
Position 1944: 3.2746144374094482e-06
Position 1238: 2.4706648150505622e-06
Position 1712: 2.335622084748856e-06
Position 159: 2.065203814394992e-06
Position 2721: 9.969634226719e-07
Position 1590: 2.4027119509147015e-07
Position 193: 1.4007035060554656e-07
Position 295: 1.3210294900330775e-07
Position 308: 9.156180159583252e-08
Position 339: 3.122633215856836e-08
Position 570: 8.806710804958418e-09
Position 581: 6.319942584426199e-09
Position 634: 3.3938994839500887e-09
Position 538: 3.3095922678187747e-09
Position 1371: 3.0564965836964807e-09
Position 199: 1.1653219098669932e-09
Position 621: 7.465435620296386e-10
Position 584: 4.503682415812073e-10
Position 288: 5.403016709332589e-11
Position 238: 4.758983423692937e-11
Position 121: 3.515978880637147e-11
Position 305: 1.6970109932319723e-11
