Gene = GEMIN5
index = 584
Annotated 5SS: [  242  1185  2369  6111  6752  9683 10825 12348 13741 16867 18243 20279
 21212 25311 26483 30619 32847 33703 35130 35671 36871 39019 39770 42118
 45823 46969 48889]
Annotated 3SS: [ 1023  2186  5958  6631  9549 10658 12134 13654 16783 18105 20204 21029
 25170 26310 30390 32732 33579 35033 35532 36722 38898 39558 41865 45659
 46466 48791 49831]
SMsplice 5SS: [  242  2369  6111  6752  9683 10825 12348 13741 16867 18243 20279 21212
 25311 26483 30619 33703 34756 35671 36871 37794 39019 39770 42118 45823
 46752 48889 49992]
SMsplice 3SS: [ 2186  5958  6631  9549 10658 12231 13654 16783 18105 20204 21029 25170
 26310 30437 33579 34436 35532 36722 37704 38898 39693 41865 45659 46466
 48791 49884 50095]
top_k =  500
Partition function (log Z): 35.83606218563707

Sorted 5' Splice Sites (High to Low Probability):
Position 18243: 0.9838484321143696
Position 21212: 0.9701462428194633
Position 12348: 0.9695292341584486
Position 26483: 0.9528233770646605
Position 45823: 0.9507829796869668
Position 35671: 0.94954860701559
Position 36871: 0.9488238795333083
Position 6752: 0.9453905835258667
Position 39019: 0.941974773921245
Position 6111: 0.937903874785017
Position 25311: 0.9104738734645431
Position 9683: 0.9070732135016436
Position 33703: 0.9039821966911888
Position 242: 0.8997008501789537
Position 2369: 0.8822901750883507
Position 42118: 0.8526928668363368
Position 34756: 0.8211999354249228
Position 39770: 0.8079284043730061
Position 20279: 0.7972531502634241
Position 30619: 0.7675730266018336
Position 46752: 0.7662886760021296
Position 13741: 0.7159526977259051
Position 1185: 0.6748381382313743
Position 48889: 0.6688791870791139
Position 10825: 0.6033685266863617
Position 49992: 0.5909960132111051
Position 37794: 0.5874125255071887
Position 16867: 0.584813041853395
Position 35130: 0.5422747284980564
Position 25680: 0.5284002125062224
Position 46969: 0.4910169594394046
Position 35399: 0.3828141864055584
Position 14063: 0.3813687599079414
Position 7674: 0.378638784660823
Position 884: 0.3054790914625269
Position 34138: 0.29514810423199545
Position 33982: 0.2801426918530147
Position 8025: 0.2692195312088078
Position 12135: 0.21895189289790562
Position 46613: 0.2117369254418515
Position 32847: 0.17290054403078006
Position 8139: 0.16066067126513792
Position 16419: 0.13752988899092453
