Gene = AVL9
index = 121
Annotated 5SS: [  314 47773 49291 53430 55935 56807 58279 59108 63140 63976 74666 77930
 80584 84784 85402]
Annotated 3SS: [47651 49204 53357 55844 56739 58237 59068 63069 63439 74530 77709 80465
 84729 85312 88302]
SMsplice 5SS: [  314 29615 36259 47773 49291 53430 53643 55935 59108 63140 74666 80584
 85402]
SMsplice 3SS: [29525 36125 47651 49204 53357 53577 55844 59068 63069 74530 80465 85312
 88302]
top_k =  500
Partition function (log Z): -45.29030688353592

Sorted 5' Splice Sites (High to Low Probability):
Position 314: 0.9910617396300228
Position 9025: 0.21700430073693294
Position 560: 0.19982918733702865
Position 841: 0.09547516560910149
Position 721: 0.05279004009266001
Position 11287: 0.03130827385743621
Position 567: 0.02589773970621624
Position 9051: 0.02038615094402914
Position 12437: 0.01828218861667147
Position 4470: 0.016646130605450907
Position 13886: 0.014970934252049678
Position 6478: 0.0071699436116484236
Position 9055: 0.00655810101530941
Position 9124: 0.005540299500476653
Position 6881: 0.00281238723092939
Position 156: 0.0026471172353087703
Position 4474: 0.001104393817494045
Position 564: 0.0008727046268780241
Position 5586: 0.0008436234794748965
Position 7: 0.0003122052873312644
Position 98: 0.00024845897421756595
Position 924: 0.0002402388392886071
Position 571: 0.00020699181430642032
Position 758: 0.00010690034112058357
Position 550: 7.364393687200604e-05
Position 530: 6.764877048812657e-05
Position 4229: 4.0620847444067544e-05
Position 2105: 3.88212747764042e-05
Position 665: 2.7570728971556162e-05
Position 135: 2.5414884493257066e-05
Position 646: 2.2282290303955684e-05
Position 284: 1.7006729460991336e-05
Position 111: 1.5904836672546744e-05
Position 278: 1.3751036009747189e-05
Position 161: 1.205292461394794e-05
Position 198: 9.720922772585796e-06
Position 345: 8.996543984081349e-06
Position 192: 6.812288088249137e-06
Position 353: 5.4056450080724266e-06
Position 590: 3.908824076162685e-06
Position 281: 3.846928777383427e-06
Position 5534: 3.214687157617055e-06
Position 4812: 2.096592310289751e-06
Position 164: 2.004738389033766e-06
Position 667: 1.3953571489673563e-06
Position 684: 1.236676496955885e-06
Position 558: 8.557565309017233e-07
Position 266: 7.219831069310156e-07
Position 388: 6.102730456143758e-07
Position 186: 2.791404039887254e-07
Position 116: 8.85301139639663e-08
Position 390: 4.289675918235005e-08
Position 251: 3.86344839013945e-08
Position 195: 7.223401939137674e-09
Position 733: 6.852186267935265e-09
Position 836: 6.4219235815036004e-09
Position 846: 2.5218858840519803e-09
Position 783: 2.366404051001459e-09
Position 51: 1.080568938622235e-09
Position 411: 3.369619610803422e-11
Position 403: 4.464165490516492e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 13731: 0.5712147597938858
Position 8834: 0.17748315222761152
Position 464: 0.1569723296412319
Position 11096: 0.13876331494708388
Position 397: 0.10804714743998903
Position 8977: 0.07763111070822264
Position 757: 0.05655769735839793
Position 6318: 0.03303860086786253
Position 423: 0.030099660805691406
Position 720: 0.024994806735451257
Position 7082: 0.02397221638997693
Position 8933: 0.023610354277601404
Position 14035: 0.023253728385521158
Position 8874: 0.018233932266223087
Position 9405: 0.01770641209531872
Position 2187: 0.016891691666630085
Position 11825: 0.015080355502951615
Position 12318: 0.013937757278630204
Position 4276: 0.013807501056120794
Position 12321: 0.01141993832197031
Position 4381: 0.010325676094571395
Position 910: 0.008615676363288841
Position 5402: 0.007808031146070658
Position 4156: 0.007571281772823446
Position 4661: 0.007321916690027777
Position 7122: 0.006997867712806023
Position 6626: 0.006615312719539543
Position 13583: 0.005829519396794526
Position 12689: 0.005064700485568885
Position 3889: 0.004714262030037063
Position 563: 0.004663474963765054
Position 2775: 0.004532698887664418
Position 2035: 0.004354528121856258
Position 1234: 0.00417908944421772
Position 887: 0.004006025942284252
Position 8152: 0.0038283767436175327
Position 8804: 0.0037215523196927128
Position 411: 0.003642787090438539
Position 6336: 0.0035853549634873956
Position 8787: 0.0034681947680350674
Position 6004: 0.0033303356113389485
Position 12510: 0.00327162873533117
Position 9165: 0.002930872494840835
Position 7691: 0.0028166161497709522
Position 7629: 0.002689751911545474
Position 4587: 0.002653188429623003
Position 10747: 0.002229901863280452
Position 2576: 0.0018925541780677466
