Gene = AURKAIP1
index = 120
Annotated 5SS: [ 342  791 1496]
Annotated 3SS: [ 704 1049 1592]
SMsplice 5SS: [ 791 1496]
SMsplice 3SS: [1375 1592]
top_k =  500
Partition function (log Z): -0.30974490471238303

Sorted 5' Splice Sites (High to Low Probability):
Position 1496: 0.988806360149384
Position 1134: 0.5557646863346035
Position 791: 0.5163536992051859
Position 237: 0.18455838800955807
Position 342: 0.18076456126539284
Position 499: 0.10248758513888094
Position 45: 0.07349206498972612
Position 100: 0.042233072868190134
Position 358: 0.029614998126355818
Position 241: 0.010621348236293572
Position 1466: 0.008955136302498978
Position 953: 0.004228427490978648
Position 1023: 0.003102076922277168
Position 580: 0.003050357381339049
Position 832: 0.0028010402004131087
Position 421: 0.0015825968953733693
Position 321: 0.0015649065181105792
Position 84: 0.0014292788771842104
Position 1204: 0.0010540084751292
Position 336: 0.0008867870112010162
Position 454: 0.0006563026247198287
Position 297: 0.00044888433727362925
Position 255: 0.00036209573206474714
Position 584: 0.0003319966887469935
Position 571: 0.00018558691788518733
Position 1436: 0.00018069828276133257
Position 1423: 0.0001723146450471248
Position 75: 0.00015337058578861881
Position 525: 0.00013064843667198535
Position 19: 0.00010160647516303895
Position 407: 9.33122341631e-05
Position 1094: 6.0794565332807336e-05
Position 839: 5.630841910530051e-05
Position 1450: 3.972213035437047e-05
Position 503: 1.1649521505886797e-05
Position 16: 9.964136142084525e-06
Position 616: 8.89570221376763e-06
Position 1011: 7.794942701379832e-06
Position 590: 6.8365942541801855e-06
Position 559: 5.926898193297867e-06
Position 145: 3.68910573546147e-06
Position 768: 3.6340262358109777e-07
Position 1305: 2.1036456035980807e-07
Position 1598: 1.5583226485920067e-07
Position 845: 2.1438292498090763e-08
Position 167: 1.1176624809662748e-08
Position 87: 5.067164960284296e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1592: 0.9998564858563578
Position 1375: 0.7094104355344526
Position 1049: 0.30044209191544985
Position 704: 0.15933715005762297
Position 1254: 0.1475261887425368
Position 920: 0.0833240581888802
Position 904: 0.07470005510416443
Position 1393: 0.04847482577126159
Position 666: 0.04192833430573706
Position 1113: 0.04136581975289799
Position 1408: 0.030084515131941197
Position 735: 0.02465757179821669
Position 1318: 0.01836412703233197
Position 1303: 0.011276056890717492
Position 631: 0.004397498231289248
Position 1197: 0.003369394913844825
Position 1274: 0.0029929596497151227
Position 244: 0.0029335482741130996
Position 1314: 0.0016303622502683763
Position 1159: 0.0015692406404275946
Position 1133: 0.0015129063254365914
Position 640: 0.001184522689454848
Position 316: 0.0008449245175736212
Position 790: 0.0007284406070773198
Position 395: 0.0006963048258164394
Position 1168: 0.0004890393672156348
Position 940: 0.0004684439569904821
Position 945: 0.0003707855132802134
Position 868: 0.0002873751793779442
Position 1349: 0.0002873665342166565
Position 1020: 0.00026227251946697716
Position 765: 0.0002552559676384829
Position 1201: 0.0002429050267287093
Position 111: 0.00020410519443491467
Position 433: 0.00019452079376626997
Position 932: 0.00015328628248539113
Position 1598: 8.725797036976557e-05
Position 598: 8.292078667329089e-05
Position 204: 7.541673520578142e-05
Position 922: 6.771355441195102e-05
Position 605: 4.005676033294047e-05
Position 412: 3.852553005408819e-05
Position 1089: 2.989130871131693e-05
Position 228: 2.9185253330816227e-05
Position 602: 2.0290493583908616e-05
Position 566: 9.88215806986765e-06
Position 104: 8.5429820894921e-06
Position 1737: 7.804873865474142e-06
Position 836: 5.4997892871695515e-06
Position 362: 5.017151546977536e-06
Position 1631: 4.908372804611616e-06
Position 854: 4.8142765591722204e-06
Position 952: 4.789351630704869e-06
Position 571: 4.073473250483633e-06
Position 305: 3.946911414985548e-06
Position 614: 3.2184603357104124e-06
Position 1339: 2.5793251925973348e-06
Position 419: 2.5426035762672083e-06
Position 297: 2.3604740402686996e-06
Position 1751: 2.2366968650213745e-06
Position 220: 1.8923750944692187e-06
Position 610: 1.8209032158405982e-06
Position 1079: 1.7854909708917012e-06
Position 341: 1.4132059383192264e-06
Position 1608: 1.3662459824253961e-06
Position 331: 1.1918553913277446e-06
Position 554: 8.447618136501056e-07
Position 134: 6.242259168601142e-07
Position 195: 6.043538710104194e-07
Position 356: 3.9601305529144474e-07
Position 1222: 3.7082783352589154e-07
Position 509: 3.1491673723101065e-07
Position 1656: 2.8165796215046933e-07
Position 773: 1.5981896267728813e-07
Position 375: 1.5716429272130993e-07
Position 540: 1.1523612389336694e-07
Position 1664: 1.0613435117993797e-07
Position 87: 1.0028748637385064e-07
Position 417: 7.939981309257576e-08
Position 117: 7.548604876275322e-08
Position 1643: 5.470223969940687e-08
Position 1673: 5.1409260904436844e-08
Position 368: 3.441606925110736e-08
Position 1760: 2.6761378551541896e-08
Position 467: 1.8494885354656647e-08
Position 1753: 8.745700239329892e-09
Position 122: 1.128645970742398e-09
