Gene = ACTR8
index = 26
Annotated 5SS: [  224  2264  3846  4556  4989  5583  6255  7992  9171  9819 10971 12221]
Annotated 3SS: [ 2092  3734  4450  4814  5488  6121  7837  9074  9677 10705 12056 13339]
SMsplice 5SS: [  224  2264  3846  4556  4989  5583  6255  9171  9819 12221]
SMsplice 3SS: [ 2092  3734  4450  4814  5488  6121  9055  9677 12056 13339]
top_k =  500
Partition function (log Z): 14.362696042518216

Sorted 5' Splice Sites (High to Low Probability):
Position 6255: 0.9929503117282239
Position 4556: 0.9814067438486351
Position 224: 0.9580221359678379
Position 4989: 0.925508212661883
Position 5583: 0.902570844733069
Position 9171: 0.8884395401157907
Position 2264: 0.880325078336068
Position 12221: 0.8592018278685556
Position 3846: 0.8387138184496524
Position 9819: 0.6648323074161394
Position 7992: 0.3630862936157104
Position 9835: 0.2725744180935803
Position 13480: 0.25103318270432434
Position 6702: 0.2484270222887088
Position 6806: 0.2258563774275769
Position 10814: 0.2014415138141269
Position 2928: 0.1865583922729099
Position 13529: 0.16276092085049967
Position 6815: 0.14499963036586383
Position 3106: 0.14127644116620358
Position 14126: 0.11636503929053571
Position 13854: 0.10836628222331537
Position 3814: 0.08072036220880263
Position 14495: 0.074396033404351
Position 14074: 0.07242628622678837
Position 2940: 0.06916815989255218
Position 8945: 0.0683544314659636
Position 5946: 0.04356069983844436
Position 6728: 0.0421385405727429
Position 10971: 0.03839752113339833
Position 405: 0.035842922695056866
Position 7277: 0.03464166776410855
Position 4870: 0.030892448530372606
Position 14702: 0.027578693984856534
Position 10343: 0.02703680529822423
Position 1822: 0.02504147334350599
Position 78: 0.023033227232640268
Position 8130: 0.017558202089073046
Position 12763: 0.01688760284721542
Position 2758: 0.016752169720798665
Position 2532: 0.015116225682318511
Position 5105: 0.014950834501703552
Position 2447: 0.013774575864377737
Position 4731: 0.013567212056200345
Position 3020: 0.013415753949256443
Position 1351: 0.013128426554715245
Position 7259: 0.011220090113927501
Position 2298: 0.010780848114677099
Position 3488: 0.009908387732785526
Position 3244: 0.008646975618194632
Position 9182: 0.008600210301317687
Position 4820: 0.00819801927199901
Position 82: 0.008010510650951907
Position 1946: 0.007235110331421589
Position 12397: 0.0068668983532104485
Position 3240: 0.005620514334244267
Position 4365: 0.005519758413918136
Position 3889: 0.004949230272193506
Position 565: 0.0047128970727570284
Position 9393: 0.004685043729162704
Position 2482: 0.004663631952708292
Position 6271: 0.0038624594845899037
Position 203: 0.0034850881407048288
Position 3996: 0.0032448533132454016
Position 537: 0.0031457068520335677
Position 9498: 0.0031352564777380938
Position 7205: 0.0030078250991450255
Position 13560: 0.0024525889455065163
Position 1696: 0.0023757555538581813
Position 2726: 0.002127082403271473
Position 8146: 0.0020295740282666543
Position 2519: 0.0019522319354039533
Position 6792: 0.0018293724438773402
Position 993: 0.001821440510043496
Position 2025: 0.0017971410677323505
Position 7604: 0.0017522236047624676
Position 483: 0.00146935946834389
Position 3479: 0.0014371771930929101
Position 4932: 0.001413957453786884
Position 1615: 0.0013507849339702226
Position 12475: 0.0013349796528321037
Position 14749: 0.0012787959912337217
Position 240: 0.001277610134476676
Position 1356: 0.0011689284862386278
Position 10624: 0.0010800765627529555
Position 10217: 0.0010703500129303856
Position 1381: 0.0009822909981529464
Position 3420: 0.0009744469031540198
Position 12108: 0.0009737708444122566
Position 6028: 0.0009428423700149366
Position 10435: 0.0009277112817514459
Position 2130: 0.0009027140122286276
Position 3667: 0.0008803620440689866
Position 5359: 0.0008576278406917525
Position 3602: 0.0008159495416888939
Position 1246: 0.0007919892228473332
Position 5377: 0.0007713933832992821
Position 4044: 0.0007017244553092367
Position 3180: 0.0006780809908935599
Position 1554: 0.0006666537552665879
Position 3203: 0.0006549116797430646
Position 4083: 0.0006468038168964243
Position 6214: 0.0006351952239871435
Position 2860: 0.0006054992234238637
Position 7132: 0.0005957376202800455
Position 4038: 0.0005859582599705027
Position 3831: 0.0005808242347945585
Position 3552: 0.0005628664768997898
Position 2883: 0.0005093931932960648
Position 571: 0.0005027488729516959
Position 1936: 0.0004917097542553974
Position 10238: 0.0004879767125985267
Position 4544: 0.00045145459411662385
Position 7076: 0.000432510072430704
Position 4537: 0.0003928370110825915
Position 13597: 0.00025333812724517423
Position 1152: 0.00022125380198326515
Position 893: 0.0001502096981379369
Position 2327: 0.00014354779930630745
Position 962: 0.00013999462886124346
Position 6617: 0.0001336216635153803
Position 1073: 0.0001268036866063863
Position 5161: 0.00011919290633517964
Position 6529: 0.00011736612976233429
Position 6376: 0.00010138068026455929
Position 1148: 9.761249965230423e-05
Position 1899: 8.77339973712214e-05
Position 4788: 8.765972008093898e-05
Position 1503: 8.709721739601144e-05
Position 2579: 8.083449757319477e-05
Position 8601: 8.018711126558265e-05
Position 478: 7.392152967425611e-05
Position 2238: 6.887694773200992e-05
Position 5761: 6.533538429733129e-05
Position 6334: 6.221598147441015e-05
Position 337: 5.868849516794732e-05
Position 265: 4.8259752326847955e-05
Position 591: 4.351562845170769e-05
Position 4497: 3.1384513854990517e-05
Position 5849: 2.868121687187352e-05
Position 1755: 2.8179090626528206e-05
Position 579: 1.8329425916009645e-05
Position 4940: 1.2676062558573573e-05
Position 3263: 5.937246256927963e-06
Position 2461: 2.080847341828691e-06
Position 211: 1.2972338254229337e-06
Position 120: 4.657259630606196e-07
Position 88: 3.529007637802681e-07
Position 86: 2.8559393332783693e-07
Position 18: 1.3590661052081898e-07
Position 31: 4.817664217022336e-08
Position 4: 3.375734649191406e-08
Position 191: 2.850173690615161e-08
Position 5643: 2.0419580474259675e-08
Position 176: 1.5849860620859353e-08
Position 559: 4.1518230221699e-09
Position 346: 2.886281108605274e-09
Position 481: 2.2823726266595086e-09
Position 51: 1.904767995057438e-09
Position 372: 1.9015811313058517e-09
Position 357: 7.333594834979458e-10
Position 375: 3.9975206972457544e-10
Position 1305: 2.405609512568025e-10
Position 311: 3.34643249170709e-11
Position 54: 2.658075014139681e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6121: 0.9770830275965702
Position 4450: 0.9748303149411736
Position 3734: 0.9144146637665367
Position 5488: 0.8606609464162086
Position 9677: 0.7927497436637413
Position 4814: 0.7161506893394126
Position 2092: 0.6921969302002199
Position 12056: 0.6386475626495091
Position 9055: 0.5426796536998709
Position 13339: 0.5388247169732165
Position 13733: 0.36873745356369453
Position 7837: 0.3545154455255628
Position 6688: 0.3451309478798277
Position 9074: 0.26931839553952164
Position 2754: 0.23535658508649504
Position 4911: 0.2256101006284081
Position 10705: 0.2110344063450109
Position 2129: 0.1894812869270854
Position 14035: 0.17635540624875215
Position 12128: 0.1760349469296257
Position 14330: 0.15178581171922012
Position 6521: 0.15107656954176726
Position 3016: 0.1429108008494654
Position 14567: 0.1301707309431139
Position 14866: 0.10447307325525587
Position 13405: 0.10225302725969765
Position 9748: 0.09665885052596747
Position 13968: 0.09031438948123922
Position 9092: 0.07868510577350087
Position 8741: 0.07471102687017839
Position 6465: 0.05347329001034025
Position 14906: 0.0505395346377005
Position 6776: 0.043823347173099686
Position 14971: 0.04319105625646426
Position 323: 0.04013552240850542
