Gene = ELP6
index = 495
Annotated 5SS: [  225  2614  3578  9432 12112 15476]
Annotated 3SS: [ 2534  3506  9312 11909 15328 17563]
SMsplice 5SS: [  225  3613  9432 15476]
SMsplice 3SS: [ 3506  9312 15328 17563]
top_k =  500
Partition function (log Z): -3.413656715140861

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.9473643837288076
Position 3613: 0.9130973668223713
Position 9432: 0.6909102738874219
Position 15476: 0.6061333180294706
Position 2614: 0.5802169401709067
Position 7846: 0.39701681584720155
Position 12112: 0.3946963040581924
Position 9474: 0.28160580316889455
Position 9765: 0.0819061509018726
Position 12168: 0.058297286007993575
Position 2450: 0.04736638592985499
Position 12366: 0.045070670227239186
Position 3053: 0.024907225571870504
Position 3578: 0.024888573355379348
Position 5890: 0.022510989933026596
Position 92: 0.01802760467224549
Position 441: 0.017578057573103
Position 9782: 0.015412931615879208
Position 7265: 0.014927487583922506
Position 11096: 0.014613264618186145
Position 15621: 0.014511173507872505
Position 2188: 0.01400379806755517
Position 1813: 0.013137693027459202
Position 12931: 0.012065255516910468
Position 8927: 0.011378654898476361
Position 12004: 0.010769828937818405
Position 2255: 0.01019587222440939
Position 6510: 0.010171013344625168
Position 294: 0.008555742847653994
Position 12873: 0.008331991211449724
Position 336: 0.007360887333927947
Position 7855: 0.005762178646516793
Position 7850: 0.0054514811781731535
Position 1724: 0.0050632893588500195
Position 11477: 0.0045158394467759684
Position 12868: 0.003937894160856664
Position 7148: 0.0038742443797934512
Position 6702: 0.003619690578614957
Position 3619: 0.003548600765444369
Position 3617: 0.003510598176976604
Position 3605: 0.0030854355973814617
Position 11886: 0.002997984398988812
Position 11613: 0.0029752607349410355
Position 2407: 0.002571048825298905
Position 5607: 0.002521046650364613
Position 3442: 0.0024931078225534737
Position 11187: 0.002458135679667585
Position 2436: 0.00243542958052047
Position 2763: 0.0023287790271329864
Position 2298: 0.0022854755315925004
Position 10637: 0.002268084955767335
Position 3621: 0.0018656882295333365
Position 2877: 0.0018604431940130357
Position 173: 0.0016559271323291034
Position 7809: 0.001605771120305085
Position 5786: 0.0015711436067975123
Position 1786: 0.0015299669170173531
Position 4419: 0.0014318052076654883
Position 1774: 0.0013403217270305382
Position 232: 0.0012684165029157987
Position 6068: 0.001223130633197198
Position 1745: 0.0010013109319914801
Position 1545: 0.0008965473296271934
Position 3010: 0.0008784014591177841
Position 1126: 0.0008308504524357374
Position 1933: 0.0007837943076603618
Position 2929: 0.0007188747956844136
Position 4569: 0.0006230042675742404
Position 12026: 0.0006048343790727973
Position 404: 0.0006029963962755726
Position 2395: 0.0005902834924920164
Position 12750: 0.0005898417211230262
Position 6993: 0.0005778805097299464
Position 2656: 0.00046456739845059385
Position 9610: 0.00040486551004892656
Position 571: 0.00036180862108906215
Position 2118: 0.0003023736606663696
Position 3381: 0.0003004613852593468
Position 1979: 0.00030031596286600893
Position 1153: 0.0002748746561759083
Position 3453: 0.00022198853428251607
Position 1070: 0.00020444281465514759
Position 2919: 0.00018327444081131435
Position 2524: 0.00018260098734835644
Position 1861: 0.0001108871847238024
Position 1842: 0.00010642921790653988
Position 1489: 8.489648446066025e-05
Position 2027: 2.9244949837200984e-05
Position 1708: 2.3167468962469535e-05
Position 10169: 1.8819665230247858e-05
Position 2329: 1.840366536441043e-05
Position 4551: 1.4532938218934358e-05
Position 136: 1.0718544160345271e-05
Position 5442: 1.0545527133009055e-05
Position 3801: 9.257580979546427e-06
Position 539: 3.932695954393938e-06
Position 87: 2.424160000613182e-06
Position 118: 1.3614368793752246e-06
Position 1445: 1.353969275892212e-06
Position 94: 7.465418953695891e-08
Position 1877: 6.874930466283524e-08
Position 770: 4.7313701185810134e-08
Position 47: 3.749714700969991e-08
Position 96: 2.3190101228472103e-08
Position 851: 2.0748543552693937e-08
Position 525: 1.9738306749396183e-08
Position 798: 1.9693622094164477e-08
Position 978: 1.5243755092615835e-08
Position 30: 1.3713679630952723e-08
Position 3558: 3.556925186148862e-09
Position 346: 1.1903080891570924e-09
Position 352: 1.1246344283610394e-09
Position 349: 8.589822675425866e-10
Position 155: 7.160234016066534e-11
Position 115: 6.531701443602792e-11
Position 177: 1.9529627513078954e-11
Position 445: 2.938326163389416e-14
Position 457: 5.703988109888369e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 9312: 0.9641371635525628
Position 17563: 0.9419911667777939
Position 3506: 0.9296931934570817
Position 11909: 0.4845883781200107
Position 15328: 0.4503952215464013
Position 2534: 0.3646177915480451
Position 7738: 0.3638233361074197
Position 2393: 0.22733979035353957
Position 15294: 0.1726278764870997
Position 9690: 0.08387842853121093
Position 12232: 0.04137135747204379
Position 2092: 0.025619804815034643
Position 12749: 0.023861662983308055
Position 2498: 0.019305467920886086
Position 7790: 0.01878733445300801
Position 10928: 0.018073924247963422
Position 3541: 0.016815741321223158
Position 2435: 0.016495538157947298
Position 2928: 0.01510270608251856
Position 9525: 0.014589893765697312
Position 7190: 0.013273256001701428
Position 7610: 0.013020068282701974
Position 5646: 0.012376050964493632
Position 6406: 0.011678693465417677
Position 8808: 0.011394435196911884
Position 1687: 0.01017558742481545
Position 5773: 0.009757631133401749
Position 7753: 0.009748085253585882
Position 9396: 0.008894056819611775
Position 1603: 0.008786762306508055
Position 2791: 0.008034003431018177
Position 11352: 0.007571408833233223
Position 9573: 0.006615537511873841
Position 17669: 0.005570351445661324
Position 11774: 0.0047234888011668886
Position 16132: 0.00455018618967582
Position 7808: 0.0035834177975562773
Position 2969: 0.0035750961768831317
Position 12086: 0.0029260823130175173
Position 214: 0.002839821079774005
Position 15585: 0.0024757259692683655
Position 2613: 0.0023831063962825734
Position 2568: 0.0022764568796386905
Position 1643: 0.002079835339217333
Position 3413: 0.002077580061520636
Position 15539: 0.0020501659606268798
Position 5732: 0.0020018386080718517
Position 5349: 0.0019430079875035352
Position 12588: 0.0019228093036311384
Position 3439: 0.0018149780107516759
