Gene = NUF2
index = 974
Annotated 5SS: [  132  4240  5628  6370  6973 14914 16159 17543 18492 21936 23884 26004
 27146]
Annotated 3SS: [ 4096  5552  6292  6910 14815 16084 17445 18428 21797 23742 25827 27009
 33399]
SMsplice 5SS: [  278  4240 14914 21936 27146]
SMsplice 3SS: [ 4096 14815 21797 27009 33399]
top_k =  500
Partition function (log Z): 0.8753658219303837

Sorted 5' Splice Sites (High to Low Probability):
Position 21936: 0.9986055991904526
Position 27146: 0.9772857069562085
Position 14914: 0.9658297756110794
Position 278: 0.9571361965089643
Position 4240: 0.9095289765019037
Position 6973: 0.8566056474901764
Position 5628: 0.6238134689179762
Position 6370: 0.5042576466257758
Position 551: 0.5011387603866844
Position 23884: 0.4843718288393799
Position 3468: 0.47349976419149814
Position 16159: 0.4424484672734358
Position 6596: 0.4308907918934248
Position 22195: 0.40689478457470796
Position 13965: 0.2971702697145469
Position 18492: 0.2442993905777192
Position 1161: 0.16986947367263452
Position 6453: 0.14898882913918543
Position 17543: 0.13694665032528963
Position 2923: 0.13352792634516805
Position 3240: 0.13175468921878183
Position 455: 0.1225416820976558
Position 12458: 0.09239527160498628
Position 1156: 0.0878917417401445
Position 30590: 0.07059669392659738
Position 12434: 0.0610057260746423
Position 6203: 0.057185925790360075
Position 25996: 0.048442460698263
Position 4288: 0.047088689546713434
Position 26004: 0.030774306808703352
Position 415: 0.030315694200718758
Position 4688: 0.028343634556896664
Position 5996: 0.026555710584711813
Position 4199: 0.023818816046768998
Position 5486: 0.02240844621141126
Position 5013: 0.021542636183556334
Position 200: 0.01784804263957695
Position 6185: 0.017765375166302073
Position 4247: 0.01708979546394197
Position 132: 0.01517764596485481
Position 22294: 0.013190043269420911
Position 32573: 0.013187450241099156
Position 2029: 0.013083506651871035
Position 6631: 0.012066948825453764
Position 2709: 0.011258356797717622
Position 6066: 0.0095466201892449
Position 16214: 0.008057085754326353
Position 5387: 0.007457814812089354
Position 2721: 0.006794134964706758
Position 32825: 0.00539871452133019
Position 17616: 0.004925651505773801
Position 1527: 0.004158138096058154
Position 1514: 0.004019747498407383
Position 2909: 0.0040002124854028745
Position 1069: 0.003650634501236346
Position 244: 0.0035626192777055816
Position 32965: 0.0031235215464827703
Position 14889: 0.0025679000783685436
Position 8361: 0.0024874640275506623
Position 128: 0.0022006941329765573
Position 7251: 0.002036330468032618
Position 5904: 0.0020354763307833946
Position 24291: 0.0019266422876172205
Position 31342: 0.0016154537916235917
Position 2947: 0.0016147016311900745
Position 29783: 0.0014636722938672683
Position 1152: 0.0014634895840716362
Position 3320: 0.0012835383047145289
Position 5830: 0.0012568197775379049
Position 4273: 0.001145317381851587
Position 20: 0.0008239580740701638
Position 3922: 0.000757896281561086
