Gene = MEST
index = 836
Annotated 5SS: [  247  3430  5143  5921  6183  6385  7823  8440  8798 10628 11904]
Annotated 3SS: [ 3274  5062  5842  6045  6325  7781  8368  8695 10550 11839 12845]
SMsplice 5SS: [  247  3430  4117  5143  5921  6183  6400  8440  8798 11904]
SMsplice 3SS: [ 3274  3984  5062  5842  6045  6268  8368  8695 11839 12845]
top_k =  500
Partition function (log Z): 8.613292465149716

Sorted 5' Splice Sites (High to Low Probability):
Position 6183: 0.9948477118794798
Position 247: 0.9601151391659749
Position 8440: 0.9257825960831698
Position 5143: 0.8700380874619194
Position 11904: 0.8241532098467611
Position 5921: 0.7500247273193019
Position 6400: 0.6966127695532139
Position 3430: 0.6708847151497854
Position 4117: 0.5820951567787063
Position 8798: 0.5696020852844879
Position 11343: 0.4477548223017755
Position 10628: 0.24168423350985002
Position 6385: 0.23407534456982007
Position 3487: 0.22431258476085664
Position 3715: 0.1947178667923422
Position 1171: 0.1155493360829418
Position 9049: 0.10639836917615453
Position 12350: 0.08037387613694195
Position 3094: 0.07312615138073357
Position 12335: 0.06652463165325408
Position 979: 0.06313983436064644
Position 8226: 0.06139367891727978
Position 3605: 0.047030174805843684
Position 3176: 0.03349341894144314
Position 224: 0.03121697927921255
Position 1921: 0.030917123130995563
Position 7440: 0.030765443612836594
Position 6411: 0.0292218727158124
Position 4822: 0.028694485935479283
Position 11957: 0.022700053521599976
Position 12175: 0.022572050822704973
Position 4418: 0.02207471219154762
Position 3460: 0.017993899826706294
Position 8984: 0.017840405316064803
Position 5945: 0.01763816587728111
Position 2110: 0.017372071741288256
Position 7018: 0.015184015418454844
Position 605: 0.015012036741042985
Position 6460: 0.013624479006024395
Position 7492: 0.012414678213719096
Position 7555: 0.012414346011708254
Position 2975: 0.010505374976191355
Position 5980: 0.00866157197278146
Position 5781: 0.008405657854971096
Position 1182: 0.008127980503052402
Position 6404: 0.007063292729360899
Position 2459: 0.0063595863154843725
Position 2085: 0.005399491704715113
Position 4659: 0.00529565252278345
Position 7823: 0.005038099854693618
Position 492: 0.004955305605190734
Position 1414: 0.004727608770622752
Position 5136: 0.004422345459922061
Position 3133: 0.0042044274538754
Position 3297: 0.004114345610582893
Position 12522: 0.003989090953380194
Position 7752: 0.003929838836949853
Position 7570: 0.003401115820355159
Position 5233: 0.0029896392741352923
Position 5953: 0.0025978734887359663
Position 2995: 0.002462804071141081
Position 3207: 0.0023431768971126444
Position 4911: 0.0023210624858108772
Position 12717: 0.002046861548888819
Position 828: 0.0019503820538142446
Position 863: 0.0017367678294008652
Position 8316: 0.0015045837749534984
Position 4813: 0.0014035620655959132
Position 3116: 0.0014019473892707371
Position 1682: 0.0013506785702553324
Position 258: 0.0012826702282264539
Position 7032: 0.0011155629861797527
Position 1146: 0.0011058379273410246
Position 1071: 0.0010376461407522657
Position 5853: 0.001012772870695529
Position 3162: 0.0010060185197310909
Position 790: 0.0009590384548836714
Position 6245: 0.000956960227661161
Position 3885: 0.0009378397040688969
Position 6223: 0.0009298887525380707
Position 1718: 0.000929415901549421
Position 11077: 0.0009002684195548414
Position 6832: 0.0007518637278308585
Position 5785: 0.000713348938302981
Position 4679: 0.0006727969974393336
Position 1706: 0.000666683277697488
Position 7561: 0.0006639725382040061
Position 4807: 0.0006410518987023301
Position 4641: 0.0005559539917332343
Position 5711: 0.0005501593657111729
Position 4306: 0.0005487315468262212
Position 6779: 0.00041543931053873874
Position 5876: 0.0004033350437421627
Position 4832: 0.0003965688508098867
Position 11222: 0.00037261504734974443
Position 5251: 0.0003547369874669564
Position 6768: 0.00032015992345784636
Position 2324: 0.0003193913198757767
Position 4121: 0.00031511422885683877
Position 9286: 0.00028751048626110895
Position 7668: 0.00025240659979153815
Position 6326: 0.00023478779734776605
Position 7709: 0.0001644589396442437
Position 3287: 0.00014136386217710871
Position 3415: 0.00011512891425355908
Position 7782: 0.00011448720380472866
Position 716: 6.934631557234154e-05
Position 11934: 6.546861489494993e-05
Position 797: 5.5339054638636734e-05
Position 7614: 5.416642001581837e-05
Position 3213: 4.636033198590344e-05
Position 272: 4.6355441940861306e-05
Position 253: 4.60402159610305e-05
Position 7610: 4.518791879694668e-05
Position 3451: 4.4903401949423696e-05
Position 7748: 3.6918552287372134e-05
Position 6022: 3.264923438916524e-05
Position 178: 2.560699638482037e-05
Position 953: 2.5199593816075956e-05
Position 870: 2.5088772944520554e-05
Position 1818: 1.7813706362173865e-05
Position 7461: 1.5004966097254957e-05
Position 461: 1.4363035783632011e-05
Position 7537: 1.3717079772626018e-05
Position 6346: 1.3556052297125173e-05
Position 6241: 8.840651538853922e-06
Position 78: 4.662829079314917e-06
Position 251: 3.44380875539275e-06
Position 1466: 1.902136082685813e-06
Position 557: 1.3420423946657254e-06
Position 679: 7.508718700048068e-07
Position 1190: 7.305365541940914e-07
Position 328: 4.331705954499144e-07
Position 437: 2.5833428813471546e-07
Position 113: 1.447734525846768e-07
Position 412: 9.776321812696411e-08
Position 318: 5.2237030827032715e-08
Position 52: 1.79544452975252e-08
Position 72: 1.493683142153623e-08
Position 1258: 1.1268126047903708e-08
Position 274: 8.5379140018394e-09
Position 320: 6.336861268022502e-09
Position 326: 6.0507599831224395e-09
Position 1507: 5.337537913548006e-09
Position 489: 8.998973097384159e-10
Position 630: 6.802287793150687e-10
Position 414: 1.3918223917131235e-10
Position 486: 1.4167565389431617e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11839: 0.9283336386080637
Position 8368: 0.8941910012590175
Position 6045: 0.8456790215101366
Position 5062: 0.8167570401524283
Position 3274: 0.8056794222007532
Position 6268: 0.6173319706734917
Position 5842: 0.6083538240242581
Position 3984: 0.5225406543283028
Position 8695: 0.4783702317353747
Position 6325: 0.3634928146609486
Position 12845: 0.30767874060731765
Position 11108: 0.2484734754177462
Position 3562: 0.23935427059024955
Position 10550: 0.2107204101707307
Position 11273: 0.20127530928448287
Position 13977: 0.14807006714704024
Position 5897: 0.1455861970655441
Position 6075: 0.13936907509176052
Position 12226: 0.13044134013807282
Position 8894: 0.11748695742194672
Position 13220: 0.11029129822756774
Position 1051: 0.10144557178140362
Position 7975: 0.1001375823125884
Position 3071: 0.09924908753169796
Position 13347: 0.06593613962070195
Position 12119: 0.06243836540136561
Position 3353: 0.053748620672207155
Position 4985: 0.05345231330580054
Position 12762: 0.05285345642319653
Position 7313: 0.05166557782775907
Position 911: 0.0513683211844651
Position 12334: 0.049022994323110004
Position 3948: 0.04635546845571594
Position 8537: 0.042256819883262006
Position 12809: 0.04045461718683592
Position 5655: 0.02853005090238109
Position 10506: 0.02820054823552032
Position 4764: 0.021072602167718498
Position 1786: 0.020147105804865256
Position 13934: 0.019915587719438733
Position 4567: 0.019612519286496006
Position 3206: 0.018939113586756953
Position 4276: 0.017751740572059093
Position 1920: 0.01696379275049754
Position 3252: 0.016816594497765264
Position 8542: 0.015239375528795415
Position 13707: 0.014443650923315024
Position 6940: 0.014408418913863274
Position 2897: 0.013544058325263588
Position 12256: 0.013332078125875623
Position 8828: 0.012596633239089664
Position 12746: 0.01244054158965258
Position 7430: 0.011368112735729151
Position 12027: 0.011047412377612465
Position 1871: 0.010129444983814347
Position 13028: 0.009771506180376073
Position 8706: 0.009378598275109964
Position 12569: 0.009284616340642942
Position 726: 0.009234778926813831
Position 8560: 0.009202400963728001
Position 2961: 0.00889261776142813
Position 2974: 0.008460910849490334
Position 689: 0.007792529618200046
Position 13632: 0.007462876106426532
Position 3380: 0.007420469274907462
Position 5784: 0.0067288182752000434
Position 12522: 0.005924531843127851
Position 873: 0.00592198827188613
Position 6047: 0.005651949252241664
Position 3220: 0.005173097290911994
Position 4211: 0.004871703166314746
Position 8597: 0.004764440561268983
Position 7613: 0.004625667962676375
Position 539: 0.004530722252866168
Position 1556: 0.004431311061261798
Position 14125: 0.004238893533538727
Position 502: 0.004007684341643344
Position 3852: 0.004001328511950467
Position 3792: 0.003926194322744333
Position 12868: 0.003918133116234927
Position 5594: 0.0038608684713905103
Position 8760: 0.0033877725310300006
Position 840: 0.003162740190819328
Position 2299: 0.0031324361922245394
Position 3922: 0.002952934872488608
Position 1109: 0.0027999836433191634
Position 5024: 0.0025961860101880105
Position 1224: 0.0023220673793257094
Position 2028: 0.0022968947167611117
Position 369: 0.0022518174634292825
Position 474: 0.0022136518775147202
Position 10426: 0.0021672999886262955
Position 3429: 0.002118949425171083
Position 465: 0.0021081794841926425
Position 882: 0.002083615886208755
Position 3573: 0.0020161756489368637
Position 3387: 0.0019830002525368174
Position 11004: 0.0019537484601243552
Position 1624: 0.001893659816832165
Position 7650: 0.0018253281368616479
Position 1058: 0.0017876991442844544
Position 5084: 0.0017505386242000097
Position 2642: 0.001686645845403701
Position 6944: 0.0016645867317192232
Position 5741: 0.0016188866299061957
Position 6674: 0.001518066453302412
Position 8735: 0.0014453103806652467
