Gene = RP11-544M22.13
index = 1176
Annotated 5SS: [   65 16195 17557 17935 37660 37925 38314 38799 39069 39305 39549 39902]
Annotated 3SS: [16116 17456 17831 37590 37816 38166 38595 38965 39196 39535 39852 40037]
SMsplice 5SS: [   65   394  1032 17557 17935 25119 25446 29121 37660 37925 38314 38799
 39069 39305 39549 39902]
SMsplice 3SS: [  270   788 17456 17831 24993 25213 29009 37590 37816 38166 38595 38965
 39196 39535 39852 40037]
top_k =  500
Partition function (log Z): -20.22505209215485

Sorted 5' Splice Sites (High to Low Probability):
Position 1032: 0.8797886765502015
Position 394: 0.8443262854960123
Position 65: 0.6810043477767579
Position 200: 0.29551303299578774
Position 420: 0.043980914386970514
Position 1042: 0.025465080940288053
Position 1527: 0.020784260650839232
Position 1339: 0.018155284062251812
Position 1248: 0.01813896494021202
Position 1229: 0.013666047366234753
Position 1637: 0.01029389813042796
Position 446: 0.00488823090702911
Position 1165: 0.0036338195083035884
Position 1314: 0.0033283377024150547
Position 1768: 0.0021967334307085922
Position 1742: 0.0020352332400208986
Position 1151: 0.0020259547847024263
Position 750: 0.0019092358444914395
Position 870: 0.0016020583906049813
Position 1659: 0.0013864063212297153
Position 401: 0.0013355981769263918
Position 336: 0.001250312536323945
Position 971: 0.0009400275100974444
Position 1062: 0.0007736557108502505
Position 437: 0.0007155185386421691
Position 102: 0.000674834452039714
Position 5789: 0.0005975069011881175
Position 718: 0.0005418889260402826
Position 93: 0.0005005028736439497
Position 537: 0.0003883493260108539
Position 111: 0.0003455473729154841
Position 715: 0.0002054715818906867
Position 722: 0.00012972901146367073
Position 744: 0.00011518877732507801
Position 1272: 9.022724508010359e-05
Position 1471: 6.975193382255208e-05
Position 876: 5.6438405158440445e-05
Position 884: 5.6208487533063916e-05
Position 423: 3.0942458371451224e-05
Position 503: 2.5045994029199e-05
Position 163: 2.1682814210580082e-05
Position 868: 1.9057662606213523e-05
Position 129: 1.7693872212732833e-05
Position 1334: 1.5115026918534527e-05
Position 40: 1.4272292483246515e-05
Position 134: 1.2472339067340467e-05
Position 279: 1.1860506511726577e-05
Position 1531: 1.0638695116069673e-05
Position 1332: 6.508312571229279e-06
Position 588: 3.045067548911363e-06
Position 1451: 2.7576881940664633e-06
Position 1231: 2.670056906019753e-06
Position 1016: 2.4360895905884897e-06
