Gene = PBRM1
index = 1001
Annotated 5SS: [   140   1214  11216  17581  21515  27972  31370  35010  36466  37760
  45112  50820  52441  62452  64363  70401  76193  90644  92361  93289
 100660 103173 115664 116431 117947 121465 124990 128967 129293]
Annotated 3SS: [  1115  11067  17436  21397  27902  31270  34923  36369  37667  44897
  50677  52342  62174  64256  69757  75980  90457  92202  93024 100513
 103014 115479 116219 117744 121299 124833 128895 129075 131477]
SMsplice 5SS: [   140   1214  11216  17581  21515  27972  31370  37760  45112  50820
  52441  53657  62452  64363  75616  76193  90644  92361  93289 100660
 103173 115664 117947 120867 121465 124990 128967 129293]
SMsplice 3SS: [  1086  11067  17436  21370  27902  31270  37667  44897  50677  52342
  53504  62174  64256  75484  75980  90493  92202  93024 100513 103014
 115479 117744 120772 121299 124833 128895 129075 131477]
top_k =  500
Partition function (log Z): -16.281415789088122

Sorted 5' Splice Sites (High to Low Probability):
Position 11216: 0.9999999999999991
Position 1214: 0.9896166426465401
Position 45112: 0.9884677760169803
Position 52441: 0.9740540184624085
Position 31370: 0.9740027265204692
Position 53657: 0.9681635716028023
Position 140: 0.9546531100201658
Position 37760: 0.9439880126592949
Position 27972: 0.9326660564942646
Position 64363: 0.9233865442997048
Position 21515: 0.9139212627366935
Position 50820: 0.8953482179142664
Position 17581: 0.8238344716075886
Position 62452: 0.7679251857281606
Position 36466: 0.733309113426228
Position 25213: 0.4353278909171619
Position 25424: 0.3707135682416434
Position 68346: 0.36091683843589006
Position 35010: 0.2963558079596822
Position 33832: 0.2647992913336876
Position 22627: 0.24284395958047209
Position 4887: 0.22015867002504574
Position 76193: 0.1858034196097288
Position 8615: 0.1825276398529025
Position 8421: 0.16074914538902635
Position 52803: 0.14977730770438819
Position 37223: 0.13883475099721776
Position 7546: 0.1211087657537658
Position 46321: 0.11735653115680537
Position 10725: 0.11590400192654601
Position 62686: 0.11131118614285278
Position 29118: 0.11070905285362459
Position 52837: 0.10036168992179473
Position 7960: 0.09423883079267054
Position 26976: 0.0826360889774125
Position 21538: 0.07889920769435042
Position 53438: 0.07198632285495193
Position 34844: 0.06869068937016921
Position 48505: 0.05490060431528608
Position 39780: 0.039043006907903056
Position 45535: 0.035154600939451705
Position 206: 0.034886944488091286
Position 45402: 0.03382242118894811
Position 701: 0.03332028516489062
Position 26909: 0.03205150812283251
Position 29069: 0.03196742286118444
Position 56240: 0.03158942687778229
Position 28424: 0.02961018558752096
Position 53408: 0.02694039349612874
Position 34574: 0.025817166140007605
Position 51668: 0.025632218231443703
Position 10932: 0.025608834690669966
Position 17896: 0.025132410237786968
Position 52422: 0.023866427286044063
Position 28483: 0.022077325198472452
Position 4883: 0.021893822130544815
Position 68034: 0.021707911116830732
Position 38917: 0.020635239141974637
Position 17788: 0.020362259933436162
Position 50993: 0.019791212482927485
Position 31427: 0.019274818630098545
Position 56320: 0.019251530103774266
Position 923: 0.015218609109324396
Position 46287: 0.014947682134023435
Position 50811: 0.01481550685205638
Position 5018: 0.01242072174045792
Position 28070: 0.012335835174467229
Position 5004: 0.011448984247973179
Position 29008: 0.010685973150449165
Position 49795: 0.010156758779591872
Position 27990: 0.009498890204268945
Position 56296: 0.009324630251726106
Position 34073: 0.009100248987215022
Position 4203: 0.008148292107870624
Position 988: 0.008051768840202799
Position 484: 0.006759617415123993
Position 55245: 0.006172125848695616
Position 25679: 0.006102931366700207
Position 22986: 0.006072792130880507
Position 25548: 0.00604650880821834
Position 26799: 0.006005533043190689
Position 24408: 0.004709892061573532
Position 11022: 0.004580530960203313
Position 55545: 0.0044176344589481375
