Gene = IZUMO3
index = 723
Annotated 5SS: [ 253  465  705 1476 2013]
Annotated 3SS: [ 389  614 1394 1921 2308]
SMsplice 5SS: [ 465  705 1476 2013]
SMsplice 3SS: [ 614 1394 1921 2308]
top_k =  500
Partition function (log Z): 5.759930972994807

Sorted 5' Splice Sites (High to Low Probability):
Position 705: 0.9889064990267058
Position 2013: 0.9064748871968685
Position 465: 0.6172282659145789
Position 1476: 0.5408019079443227
Position 253: 0.4783556424325196
Position 1491: 0.4159095271883747
Position 1129: 0.22385881286871184
Position 470: 0.20558800084025142
Position 219: 0.08523484961999693
Position 1061: 0.0842771060443732
Position 2195: 0.03172847495868347
Position 934: 0.02176262240261999
Position 1331: 0.015841754793102295
Position 349: 0.009821756406701354
Position 1450: 0.008444819547224945
Position 817: 0.00801160643119493
Position 1987: 0.003001750378923315
Position 401: 0.0026753566349698734
Position 15: 0.0022305267800422335
Position 490: 0.002141533047394863
Position 31: 0.0014927550396528037
Position 962: 0.00148661472723241
Position 835: 0.001078341735005776
Position 2000: 0.0010435675410072035
Position 1593: 0.0009776442217576265
Position 709: 0.0008394672489848191
Position 97: 0.0007625953053273739
Position 1783: 0.0005538264043972902
Position 1774: 0.00046784169011274547
Position 246: 0.00044931826192637565
Position 41: 0.0002986349496604232
Position 1066: 0.00028078116937485054
Position 1407: 0.00027369488716142543
Position 1833: 0.00024258340959056325
Position 2043: 0.00022866753098397415
Position 325: 0.00021975377650929593
Position 1292: 0.00020308795626714407
Position 367: 0.0001822977565372232
Position 392: 0.0001712872481498752
Position 1552: 0.00012951409886703756
Position 2113: 0.0001266191044379836
Position 409: 0.0001089260528105486
Position 1587: 9.130197206364911e-05
Position 229: 8.822102166298946e-05
Position 88: 8.298944613981884e-05
Position 943: 8.194195004251508e-05
Position 248: 7.271071063215758e-05
Position 1528: 6.725803097573746e-05
Position 2155: 6.651055041469268e-05
Position 483: 6.283523890081333e-05
Position 938: 5.544471210305176e-05
Position 494: 4.749686229661513e-05
Position 278: 4.514607044381582e-05
Position 38: 4.05954504142725e-05
Position 156: 3.6047169570141825e-05
Position 1154: 2.601797623413613e-05
Position 421: 2.4648281263972035e-05
Position 737: 1.9014477731301703e-05
Position 1624: 1.750318468404928e-05
Position 404: 1.4754822852360119e-05
Position 1814: 1.257705738650597e-05
Position 1563: 1.2063293338591267e-05
Position 120: 1.0828400751505532e-05
Position 2017: 9.574654222193016e-06
Position 2171: 7.247844107318579e-06
Position 1051: 6.937579340661318e-06
Position 1048: 6.679305015301175e-06
Position 2242: 6.052699606173691e-06
Position 475: 4.1261079627912694e-06
Position 783: 1.7887192823315109e-06
Position 2357: 1.4951558857972366e-06
Position 78: 1.120034261325678e-06
Position 809: 8.919657557313048e-07
Position 795: 5.398495742308477e-07
Position 268: 2.278075229881684e-07
Position 647: 1.716719285365483e-07
Position 854: 4.54562593327422e-09
Position 615: 1.9943643046210563e-09
Position 949: 1.8591135460922438e-09
Position 1174: 7.615416420506928e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 614: 0.9899660807166838
Position 2308: 0.9740978996884474
Position 1921: 0.9594093621126981
Position 1394: 0.9174731743635876
Position 389: 0.3860773623770679
Position 915: 0.3219445970045355
Position 346: 0.021481990994927255
Position 1256: 0.017310035641825407
Position 1449: 0.015284067910518435
Position 1212: 0.011695364042108794
Position 1406: 0.008281220969087549
Position 2335: 0.007485640593180886
Position 1174: 0.006175756383616026
Position 894: 0.004018244813349308
Position 1217: 0.0038474707951204777
Position 632: 0.003415883108762157
Position 1043: 0.003150960525564962
Position 400: 0.0029362053455294374
Position 927: 0.0020593357113701427
Position 114: 0.0009622846678113443
Position 968: 0.0009578039782104394
Position 568: 0.0009557806515302096
Position 2104: 0.0008768642341350241
Position 1341: 0.000822543439799284
Position 1639: 0.0005769405902184016
Position 1671: 0.0005142206652178804
Position 934: 0.00037910400557204435
Position 1241: 0.00035841611580173335
Position 1093: 0.0002657636569251783
Position 397: 0.0002231364619075174
Position 875: 0.00020193058610146542
Position 1869: 0.00015955004928429504
Position 1984: 0.00010688713718798158
Position 637: 0.00010068231723278512
Position 793: 9.862517609952678e-05
Position 2140: 9.553158206382215e-05
Position 1128: 7.208968766914458e-05
Position 1259: 6.325955995048404e-05
Position 1225: 6.316205241428201e-05
Position 1586: 5.761366062591872e-05
Position 1735: 5.6212091936253617e-05
Position 1262: 5.1449640959927313e-05
Position 1615: 4.9884257630342636e-05
Position 188: 4.796520769292413e-05
Position 961: 4.771032329922318e-05
Position 833: 4.670044430943566e-05
Position 1926: 4.547517710269051e-05
Position 153: 4.373038587407546e-05
Position 1135: 3.565791058519288e-05
Position 2280: 3.5634328205820416e-05
Position 2345: 3.444335515003404e-05
Position 573: 3.358260647047703e-05
Position 1180: 2.8154031861252533e-05
Position 505: 2.74037661997453e-05
Position 2064: 2.6807603981217876e-05
Position 2366: 2.6046159090759664e-05
Position 156: 2.3555390435568198e-05
Position 490: 2.0191443416933116e-05
Position 300: 1.899551824190426e-05
Position 729: 1.889374074527109e-05
Position 1058: 1.88383093369637e-05
Position 2110: 1.7636892935222174e-05
Position 409: 1.638271606240031e-05
Position 1938: 1.5985238668124886e-05
Position 1460: 1.4927083000864954e-05
Position 2258: 1.3823212091733476e-05
Position 427: 1.104857320453863e-05
Position 2066: 8.373815090271754e-06
Position 1045: 7.583875072669559e-06
Position 116: 6.672696229866568e-06
Position 1108: 6.315621115451699e-06
Position 173: 5.479743002805697e-06
Position 2381: 5.379972344414597e-06
Position 509: 5.0394144343242536e-06
Position 283: 3.3464271904061735e-06
Position 229: 3.144330484693354e-06
Position 2356: 3.0934897920552523e-06
Position 297: 3.075168086475494e-06
Position 2171: 3.046709034093264e-06
Position 774: 2.917679910166931e-06
Position 2405: 2.7692526407241234e-06
Position 2427: 2.0346047490796026e-06
Position 211: 1.572571796603439e-06
Position 1712: 1.4591103109063554e-06
Position 464: 1.388488845830125e-06
Position 2409: 1.3745778522261422e-06
Position 84: 1.359136919241807e-06
