Gene = TRAPPC13
index = 1478
Annotated 5SS: [   73 10336 11010 12747 22149 25849 27512 30620 33468 35864 37117 39351]
Annotated 3SS: [10266 10909 12661 22020 25775 27466 30601 33333 35664 37015 39199 39469]
SMsplice 5SS: [   73  7436 11010 12747 21515 22149 25849 27512 33468 37117 39351]
SMsplice 3SS: [ 7330 10909 12661 21396 22020 25775 27466 33333 37015 39199 39469]
top_k =  500
Partition function (log Z): -2.0257455474702595

Sorted 5' Splice Sites (High to Low Probability):
Position 11010: 0.9847749654338515
Position 22149: 0.9687421293978122
Position 73: 0.9429261251302425
Position 33468: 0.9246589276747429
Position 37117: 0.8961477580594004
Position 27512: 0.8292229670873967
Position 12747: 0.8060942746197739
Position 7436: 0.7921653867868028
Position 39351: 0.726136396743896
Position 25849: 0.589028008178846
Position 21515: 0.5855984195668973
Position 10336: 0.45775850041751
Position 26015: 0.3731044336194032
Position 25867: 0.23207946825396336
Position 35864: 0.20284988852605337
Position 22422: 0.16879696411745795
Position 5511: 0.13363622232387654
Position 37865: 0.1330365721774587
Position 37356: 0.12742712894995617
Position 9626: 0.11001047419692148
Position 630: 0.10224234850650808
Position 36284: 0.09882895579114219
Position 2955: 0.09881390743153576
Position 14827: 0.07956982082702094
Position 39014: 0.06832465830622235
Position 8030: 0.046153539948899605
Position 29580: 0.04127108821306552
Position 7592: 0.03883127901356773
Position 25711: 0.035915055975337076
Position 30203: 0.033706199602508584
Position 10375: 0.030733964440673143
Position 7116: 0.029018604064714654
Position 35150: 0.028099919708492266
Position 277: 0.023346312484583534
Position 29901: 0.022977811844383595
Position 9644: 0.02140126749178388
Position 9850: 0.021375841414911903
Position 1173: 0.016766177453394787
Position 7106: 0.01629915396477724
Position 7427: 0.01461195520663993
Position 387: 0.011711290012438825
Position 7123: 0.010297253227810419
Position 9312: 0.010050260135852265
Position 4588: 0.008666493413174714
Position 22613: 0.00843884301639915
Position 10624: 0.007663646472787896
Position 29544: 0.007551718183300324
Position 7207: 0.006562116853102978
Position 10482: 0.00451028999206531
Position 10127: 0.0043832391485764365
Position 11748: 0.004318859982921998
Position 11928: 0.0038787548947619164
Position 3237: 0.003753958866603787
