Gene = LRIF1
index = 791
Annotated 5SS: [  459 12792 14229]
Annotated 3SS: [11263 13955 15679]
SMsplice 5SS: [  459 14229 15422]
SMsplice 3SS: [13955 15299 15679]
top_k =  500
Partition function (log Z): -9.182487638209093

Sorted 5' Splice Sites (High to Low Probability):
Position 14229: 0.8068943833013092
Position 15422: 0.6862253831696156
Position 459: 0.6699330462754555
Position 193: 0.19122858870190015
Position 2267: 0.12550560917536513
Position 11548: 0.10001938380534452
Position 14032: 0.0930892570455009
Position 2595: 0.08626221933720991
Position 1613: 0.07880450192997049
Position 5870: 0.07475770148940211
Position 1623: 0.06953304352154152
Position 1397: 0.060729182618928366
Position 14233: 0.05268855886774849
Position 260: 0.051137101908483265
Position 16098: 0.03944978280885236
Position 9084: 0.02190324171002284
Position 14429: 0.0213897090148285
Position 4573: 0.019796990826431896
Position 3509: 0.01611858318431303
Position 12390: 0.011930712991838144
Position 14261: 0.011051000156856101
Position 14169: 0.01085572599276035
Position 975: 0.009979313066141126
Position 890: 0.00958967820839614
Position 149: 0.00931175788044062
Position 6381: 0.00890662935742805
Position 3208: 0.008852509953290177
Position 9471: 0.00824668723193122
Position 4040: 0.007876985917651543
Position 141: 0.007062127002650217
Position 13990: 0.0057926779674714
Position 1002: 0.00564889142021764
Position 3907: 0.004608058399008797
Position 3399: 0.004155034534482566
Position 3007: 0.004038412387921474
Position 4121: 0.003733953392287212
Position 9480: 0.0034244477713973602
Position 14146: 0.003237396947810573
Position 14802: 0.0026741407346057896
Position 368: 0.0024703973512820066
Position 876: 0.0022029769382324624
Position 15430: 0.001974725917657721
Position 7761: 0.001869518491020927
Position 16061: 0.001855755986698423
Position 4026: 0.001769639377675699
Position 1238: 0.0017405510282207904
Position 469: 0.0013528687046430246
Position 4731: 0.0010332288497757215
Position 1358: 0.00026748778198929825
Position 572: 0.0002539017066874906
Position 254: 0.0002075855166710013
Position 2355: 0.0001664463934194743
Position 99: 0.00014715610511889884
Position 1030: 0.00011280329766641204
Position 499: 9.725146849962032e-05
Position 182: 8.936605914328079e-05
Position 644: 8.768258000973422e-05
Position 997: 7.487888118818921e-05
Position 829: 7.067112521636018e-05
Position 1962: 6.692894504258299e-05
Position 1117: 3.202910306288694e-05
Position 463: 3.1504630210705455e-05
Position 948: 3.047919568447242e-05
Position 281: 9.498072194435346e-06
Position 315: 8.465448878327494e-06
Position 15426: 3.781306420422582e-06
Position 275: 1.8415814082150877e-06
Position 44: 1.4119179832082237e-06
Position 93: 1.1504373019496664e-06
Position 96: 1.0886023082977384e-06
Position 84: 8.996582412419401e-07
Position 34: 7.809285773072594e-07
Position 41: 7.31383276233215e-07
Position 244: 5.590935514394554e-07
Position 205: 1.1179510265810514e-07
Position 547: 1.0352669599067092e-07
Position 412: 8.838298923195868e-08
Position 598: 5.8552220954930483e-08
Position 544: 5.621282794002298e-08
Position 455: 4.724446106580938e-08
Position 160: 8.411439057089818e-09
Position 370: 7.64213556200385e-09
Position 11: 1.6793121098214884e-09
Position 393: 7.192087104287335e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13955: 0.9991975310358339
Position 15299: 0.7527424797334261
Position 15679: 0.32041375703579317
Position 1550: 0.11166137747999368
Position 15599: 0.09120916311810615
Position 11271: 0.08692937272741746
Position 15830: 0.07324832945994217
Position 5684: 0.06818787121182229
Position 2201: 0.06264373598494688
Position 15682: 0.04875918738486959
Position 15547: 0.04818915914735545
Position 14321: 0.04488744300417865
Position 15947: 0.034324375029455206
Position 14386: 0.03156697316983195
Position 2038: 0.03137723712349871
Position 16380: 0.027888670793808662
Position 2466: 0.02751270376630005
Position 16239: 0.02738585955488933
Position 2426: 0.02601061143821626
Position 2169: 0.02559717222816896
Position 16192: 0.02332235985411851
Position 16448: 0.022808054615420296
Position 8983: 0.02190324171002284
Position 16223: 0.01906147198563205
Position 16762: 0.018381429191300848
Position 3351: 0.018211722933788078
Position 4345: 0.017041110869037382
Position 15579: 0.015331933792982715
Position 14145: 0.015314738832724013
Position 2469: 0.015002188295553534
Position 15989: 0.013540528041822677
Position 3991: 0.013437825668731904
Position 11263: 0.013229507344770821
Position 14164: 0.012269438270412542
Position 12162: 0.011930712991838144
Position 9439: 0.011704052785482883
Position 15810: 0.011539835665781316
Position 16776: 0.011253733560634744
Position 16001: 0.011231286046520217
Position 2526: 0.01033025209333461
Position 14161: 0.009388141601218945
Position 1242: 0.009070405729485947
Position 6252: 0.00890662935742805
Position 15521: 0.008884243827329469
Position 430: 0.00873940616868679
Position 1245: 0.008016625376657488
Position 1481: 0.007391062340899733
Position 3136: 0.007176258809893638
Position 2508: 0.006728214242837984
Position 5631: 0.006595140303647721
Position 15637: 0.005305934464274273
Position 16172: 0.005061948190462269
Position 1268: 0.004973530413499061
Position 259: 0.004965158076386874
Position 1277: 0.004936031420797728
Position 15813: 0.004814425894317553
Position 15304: 0.004289734174240699
Position 4368: 0.004052193836507819
Position 15634: 0.003812104735888695
Position 16329: 0.003796188541011579
Position 3807: 0.0034559738589003443
Position 2784: 0.003255329943267097
Position 16463: 0.0032463867634183723
Position 16408: 0.0031804361444794484
Position 1589: 0.0027908854877987375
Position 14695: 0.002767918826861531
Position 15391: 0.0026310205535732527
Position 1178: 0.0021759976236504367
Position 3252: 0.002033676217983315
Position 15864: 0.001893323661369561
Position 7649: 0.001887664043641554
Position 3108: 0.001688680441198724
Position 1527: 0.0015449275390633569
Position 16719: 0.0014985031696739836
Position 1444: 0.001481715929069153
Position 367: 0.0012222731647755563
Position 2215: 0.0011658555538767092
Position 1297: 0.0009571059602022896
Position 16258: 0.0008693414987903573
Position 509: 0.0008422214542949331
Position 1586: 0.0008289443937424349
Position 294: 0.0007293046283691187
Position 275: 0.0007270940462877239
Position 2835: 0.0006794500912691953
Position 2559: 0.0006667277250393303
Position 3683: 0.0006593402216742789
Position 658: 0.0006236482313868333
Position 15194: 0.0006188992629302423
Position 1938: 0.0005637752831086053
Position 782: 0.0005406596980433782
Position 3709: 0.0004927443184341777
Position 410: 0.00046152175674846804
Position 14404: 0.00045467042404356037
Position 1912: 0.0004224578235158432
Position 689: 0.00027887619162664256
Position 1449: 0.0001640872270383049
Position 1557: 0.00015196636185423146
Position 1339: 0.00015020864686731886
Position 1871: 0.00012865268106912654
Position 1288: 0.00010648410034402013
Position 11753: 8.620645927289193e-05
Position 1377: 7.99247359728817e-05
Position 2064: 7.891607722209511e-05
Position 800: 6.904767735436883e-05
Position 706: 6.385376579616681e-05
Position 2322: 5.910900920973729e-05
Position 1019: 4.321150965990491e-05
Position 2817: 3.362231777724078e-05
Position 547: 3.301000260881983e-05
Position 2763: 2.607143935698015e-05
Position 432: 2.1504839285335392e-05
Position 8353: 2.1448299403322283e-05
Position 1609: 1.975956577014712e-05
Position 1202: 1.8734986961449895e-05
