Gene = EPO
index = 501
Annotated 5SS: [ 194  904 1249 2044]
Annotated 3SS: [ 757 1161 1863 2177]
SMsplice 5SS: [ 194  904 1249 2044]
SMsplice 3SS: [ 817 1161 1956 2177]
top_k =  500
Partition function (log Z): -3.9574597714697863

Sorted 5' Splice Sites (High to Low Probability):
Position 2044: 0.9413536241091426
Position 194: 0.933209361701189
Position 1249: 0.6611685573972198
Position 904: 0.6309772659932463
Position 2338: 0.08659689884965839
Position 1340: 0.027719825432876707
Position 569: 0.024328535444978937
Position 867: 0.020445446841436687
Position 151: 0.011842143664054096
Position 1509: 0.01137488616233956
Position 127: 0.006218751880747213
Position 2079: 0.003756851758714114
Position 434: 0.0019265945167067323
Position 584: 0.0013221868267719661
Position 331: 0.0012780218594337714
Position 579: 0.0011850969227940988
Position 277: 0.0009706865900436803
Position 2048: 0.0007319424317597127
Position 1993: 0.0006638355017933167
Position 1860: 0.0005913857028472596
Position 989: 0.00026846143294657573
Position 198: 0.00018390025418855052
Position 545: 0.00011256259269149844
Position 187: 0.00010135384702776568
Position 645: 9.26870477069755e-05
Position 285: 9.037872287471534e-05
Position 1219: 8.489238354748458e-05
Position 80: 7.857961562841619e-05
Position 231: 3.756299222093406e-05
Position 679: 3.4529319756188976e-05
Position 559: 3.323681740880083e-05
Position 634: 1.6559270796085325e-05
Position 419: 1.3571410391982913e-05
Position 132: 1.1829031024496938e-05
Position 369: 1.0864582560568553e-05
Position 996: 6.957794178912673e-06
Position 411: 5.368416745827747e-06
Position 1942: 1.095570241851657e-06
Position 1938: 9.148405772313552e-07
Position 304: 4.8196532149654854e-08
Position 442: 3.5783794910508596e-08
Position 129: 2.7843242089408785e-08
Position 347: 1.3733536555009448e-08
Position 397: 6.558459991992738e-09
Position 237: 4.1667654191836235e-09
Position 1466: 2.486237267276113e-10
Position 1635: 2.468324130664635e-10
Position 456: 6.25386737034343e-14
Position 450: 5.90283969629159e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2177: 0.676733511157588
Position 1161: 0.5827122670144694
Position 817: 0.43119590409855363
Position 1956: 0.36772446527911024
Position 1863: 0.33946118553384386
Position 2152: 0.24467497942437366
Position 1932: 0.1549695942961035
Position 851: 0.10019877833988346
Position 1915: 0.07099929680775731
Position 1071: 0.060461026864749357
Position 757: 0.04241315924091376
Position 2465: 0.041979018955587116
Position 2180: 0.033582838122323905
Position 2199: 0.023504020870174377
Position 456: 0.022823226324814327
Position 2433: 0.017884025898716693
Position 1033: 0.016509128374237937
Position 655: 0.01641713436902079
Position 1184: 0.015755959853449405
Position 739: 0.01251427384921095
Position 2697: 0.012478833785665406
Position 708: 0.010818387828524841
Position 1784: 0.009550346641730175
Position 2745: 0.007585161160527988
Position 1112: 0.007373610571803887
Position 1400: 0.006337046728191328
Position 2652: 0.004701967155796818
Position 1847: 0.004389448761599827
Position 1974: 0.0029560150520779
Position 2485: 0.0027361435629721363
Position 2596: 0.0025190521150868523
Position 2590: 0.0024831137381598695
Position 1875: 0.002416927323585503
Position 1286: 0.00216195471092636
Position 1210: 0.0018359921779889932
Position 514: 0.0013384942482152524
Position 2885: 0.001305846608529455
Position 1319: 0.0011957389861819792
Position 601: 0.0009608667076990465
Position 537: 0.0009472617741771185
Position 1378: 0.0009009665729857237
Position 2855: 0.0006651197558245609
Position 2423: 0.0005418815993740966
Position 2560: 0.0005109793155926505
Position 2288: 0.0004624410187094352
Position 1990: 0.0004221076863743983
Position 2211: 0.0004218163086839673
Position 2438: 0.0004097500519918267
Position 1756: 0.0003723423149244487
Position 2722: 0.0003562986342528964
Position 1872: 0.00033022678892589025
