Gene = ATP6V1F
index = 115
Annotated 5SS: [237]
Annotated 3SS: [2550]
SMsplice 5SS: [237]
SMsplice 3SS: [2550]
top_k =  500
Partition function (log Z): -3.5587041447646977

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.5412615981159079
Position 242: 0.4114074507016964
Position 682: 0.4032277443309786
Position 691: 0.1459346520384939
Position 1078: 0.052484500885521104
Position 604: 0.05078034489004422
Position 1202: 0.049404180859903224
Position 2378: 0.03459863356504532
Position 579: 0.016565480385989925
Position 56: 0.016197289038881152
Position 319: 0.014235841736680032
Position 1191: 0.013470517740478668
Position 1029: 0.013037458862269658
Position 2612: 0.009493950477903563
Position 92: 0.007385567574069247
Position 825: 0.004063639722050129
Position 546: 0.0033280923948549373
Position 418: 0.003098118237141389
Position 127: 0.0026771348555383835
Position 708: 0.002603094831281462
Position 14: 0.001836454079839083
Position 397: 0.0017956877666011268
Position 773: 0.0017363725383183043
Position 1460: 0.0015707801315219625
Position 1337: 0.001481703286047022
Position 752: 0.0008028165302203813
Position 1876: 0.0006700912932016971
Position 280: 0.00042956170761509674
Position 492: 0.0003545736297938357
Position 833: 0.0003259767371385721
Position 447: 0.0002062184037587352
Position 2157: 0.00019941194182232982
Position 1926: 0.00018974835286290795
Position 2882: 0.00017632939713753594
Position 285: 0.00013460948546175974
Position 1448: 0.00012247035777062133
Position 1494: 0.0001224425917858518
Position 411: 7.29913202583822e-05
Position 190: 5.427656170175283e-05
Position 46: 2.620068062263172e-05
Position 2492: 2.0822778414166568e-05
Position 871: 1.6120853966116352e-05
Position 379: 1.504223400394827e-05
Position 837: 1.4524491030247525e-05
Position 339: 8.335307828329383e-06
Position 134: 4.1955352867787e-06
Position 449: 3.567515292249774e-06
Position 477: 2.4992559875821887e-06
Position 30: 2.0714687310004398e-06
Position 193: 1.8006640523710875e-06
Position 764: 4.539701932095497e-07
Position 36: 1.7706441786162958e-08
Position 385: 7.286743609637328e-09
Position 507: 7.116663421172165e-09
Position 106: 5.590761045351511e-09
Position 621: 6.770062009895729e-10
Position 451: 1.896405573512054e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2550: 0.9653443002010419
Position 578: 0.48769986555021805
Position 528: 0.13000517879723453
Position 924: 0.06717543220409897
Position 977: 0.034842744876294754
Position 2293: 0.032292864842675253
Position 2459: 0.012801677612981285
Position 1070: 0.012710790841358906
Position 1798: 0.011551707203756499
Position 154: 0.008926501909039306
Position 1028: 0.006164387482496284
Position 2791: 0.005432242499942269
Position 824: 0.005399014164320599
Position 1272: 0.004424173678558955
Position 862: 0.003995177769050802
Position 2264: 0.002825085725084611
Position 550: 0.001681946259639401
Position 2874: 0.0012415019173021601
Position 363: 0.001172515592623052
Position 1819: 0.001122709407370273
Position 2803: 0.0009549618390238476
Position 2975: 0.0008844303580169193
Position 2715: 0.0008671750397751731
Position 460: 0.0008423949339983949
Position 201: 0.0006588927173979508
Position 1150: 0.0006414937396373445
Position 405: 0.0006011291175787634
Position 707: 0.00045162866270475526
Position 2596: 0.00044181049753874333
Position 76: 0.00039373783937122244
Position 1125: 0.00035435362745464625
Position 379: 0.0003295607223803053
Position 1794: 0.00030022256354477405
Position 554: 0.0002992535623662102
Position 2638: 0.00028231466342463037
Position 3000: 0.0002636128089571594
Position 2920: 0.00020979214838132517
Position 1083: 0.00018223057614614283
Position 2641: 0.0001822255797877309
Position 358: 0.0001697782820753393
Position 740: 0.0001550189774011391
Position 1637: 0.00013909580364072398
Position 2606: 0.00013339062759281395
Position 1600: 0.00010005766737322964
Position 2926: 9.386768060091004e-05
Position 1762: 8.903672236452e-05
Position 168: 7.441222427497894e-05
Position 2698: 7.16298820309904e-05
Position 1247: 6.348799529005131e-05
Position 1622: 5.14003585615769e-05
Position 1694: 4.464005150499862e-05
Position 339: 4.3408855871166326e-05
Position 2662: 4.004943454529518e-05
Position 2766: 3.962506180496128e-05
Position 2896: 3.5890560646659174e-05
Position 530: 3.440739466238798e-05
Position 1869: 3.389591517007012e-05
Position 198: 3.2339463785886306e-05
Position 2741: 3.097084617896111e-05
Position 408: 2.6458022095202038e-05
Position 463: 2.2698089916694802e-05
Position 2721: 1.6694139075933505e-05
Position 2674: 1.6171816654678142e-05
Position 2113: 1.3564671911882836e-05
Position 2464: 1.2228779267064945e-05
Position 717: 1.1051151267928618e-05
Position 2140: 1.0093137331881503e-05
Position 686: 9.802620907102453e-06
Position 417: 9.500377325848184e-06
Position 2833: 9.164282082125335e-06
Position 285: 8.222404623183348e-06
Position 1107: 7.9410472390259e-06
Position 1563: 7.609822267832278e-06
Position 115: 6.724212827094362e-06
Position 885: 5.616758940471804e-06
Position 1604: 5.460490561234258e-06
Position 226: 5.335803991390525e-06
Position 120: 5.30488179057361e-06
Position 323: 3.6858569649998693e-06
Position 471: 2.364980442738738e-06
Position 106: 2.109408219582942e-06
Position 945: 2.015155844936118e-06
Position 488: 1.7140034667816948e-06
Position 96: 1.3287951760235572e-06
Position 303: 5.394397818090354e-07
Position 219: 5.080932827763459e-07
Position 982: 4.4555407234995157e-07
Position 253: 3.680540988925113e-07
Position 426: 3.2457054555478214e-07
Position 159: 3.2268756186576935e-07
Position 939: 2.7540278235570664e-07
Position 641: 1.90012210514699e-07
Position 608: 1.8550333048728582e-07
Position 635: 7.1980038270211655e-09
Position 593: 5.083003381661405e-09
Position 483: 1.6030551352270255e-09
Position 89: 1.404752355352934e-09
Position 296: 1.4044439141892968e-09
Position 492: 6.211821450548913e-10
