Gene = MSL2
index = 887
Annotated 5SS: [875]
Annotated 3SS: [43107]
SMsplice 5SS: [  875  1149  3896 42995]
SMsplice 3SS: [ 1048  3816 42818 43107]
top_k =  500
Partition function (log Z): -25.308865778410194

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.792333507445949
Position 3896: 0.7476149576363238
Position 1149: 0.6661504821840849
Position 1452: 0.4409771617913208
Position 1989: 0.3896813828703094
Position 265: 0.10342647778402705
Position 2471: 0.07090929040156768
Position 2905: 0.041163069647070366
Position 2984: 0.04085613553928185
Position 940: 0.024733152708599986
Position 2021: 0.02350174055674972
Position 2869: 0.021193214489898478
Position 2812: 0.018274778766102395
Position 6445: 0.016014192479153536
Position 3419: 0.014726112320966425
Position 2184: 0.013972458369248722
Position 935: 0.012037546188961407
Position 3437: 0.008651597266794426
Position 12135: 0.006842308479099016
Position 1429: 0.005684585820105072
Position 6382: 0.00427320291633496
Position 6964: 0.003600451008290851
Position 3521: 0.003396140725622245
Position 1998: 0.0031439260237579396
Position 1119: 0.0029127127611284715
Position 252: 0.0016787000609320257
Position 617: 0.0013367202310301761
Position 963: 0.0009602254809178203
Position 494: 0.000882364804061065
Position 1128: 0.0008028482545414147
Position 514: 0.0007190420505723149
Position 1225: 0.00042948263641673503
Position 967: 0.0003884435504673506
Position 554: 0.0003827245567143826
Position 28: 0.00031210314500675903
Position 1401: 0.0003011372773015856
Position 1261: 0.00029811912679507147
Position 363: 0.0002965912432395308
Position 1232: 0.00028082728888360745
Position 997: 0.00025299252788499565
Position 1134: 0.00023008466198354247
Position 1556: 0.00022305863801698166
Position 1094: 0.00015594218149422558
Position 1393: 0.00014965117668982246
Position 4766: 0.0001472984391877386
Position 1143: 0.00011985310679074055
Position 4721: 0.00011288935433924718
Position 1104: 0.00010973180421790959
Position 1235: 0.00010733137203986153
Position 1131: 9.195623332685194e-05
Position 960: 8.92404341822459e-05
Position 522: 7.38918942590101e-05
Position 556: 5.93817786952396e-05
Position 948: 4.1371424873170874e-05
Position 598: 4.028392880904976e-05
Position 468: 3.777393472551586e-05
Position 868: 2.4888374967024505e-05
Position 716: 2.4025944460921903e-05
Position 382: 2.3947617937870726e-05
Position 742: 2.3401159799927944e-05
Position 724: 2.3394795940276473e-05
Position 143: 2.1606599447747106e-05
Position 361: 1.853812968496902e-05
