Gene = AHDC1
index = 42
Annotated 5SS: [  195 44886 50518 50700 56331]
Annotated 3SS: [44707 50405 50661 51401 68674]
SMsplice 5SS: [  195 35624 39441 44886 50735 53085 56331 68830]
SMsplice 3SS: [35477 39312 44707 50661 52974 56155 68674 69260]
top_k =  500
Partition function (log Z): -30.679702431696576

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9997603322602563
Position 3229: 0.5710618174339882
Position 6499: 0.2208245734623348
Position 2197: 0.1867925533787584
Position 2155: 0.16907854126856545
Position 3852: 0.12398882870362435
Position 6757: 0.11844743619186812
Position 4723: 0.09667999330426119
Position 9074: 0.09161121582732994
Position 3527: 0.09110960707848671
Position 1999: 0.06611106298826269
Position 13057: 0.061057316947934995
Position 1837: 0.024551986537021352
Position 2109: 0.020989287437334768
Position 6471: 0.016256141614471507
Position 9177: 0.010995556538304068
Position 4790: 0.009334020550720898
Position 3361: 0.008505928052185573
Position 5970: 0.008392147556051284
Position 3682: 0.006356374991499462
Position 1380: 0.0039140871069174125
Position 2267: 0.003684004067926425
Position 3234: 0.002399142461495405
Position 6714: 0.0022969942841735867
Position 2914: 0.002022737506933966
Position 1687: 0.0018638025094003894
Position 24: 0.0015549569739034665
Position 2310: 0.0011982215867701459
Position 1038: 0.0011477994718385497
Position 2831: 0.0010288901102537074
Position 1244: 0.0010262975921899971
Position 2444: 0.0008147466743197333
Position 2243: 0.0006133366546778818
Position 988: 0.0005622685041469609
Position 1662: 0.00045224080235034645
Position 326: 0.00038244852911853845
Position 3219: 0.0002671563039451685
Position 2060: 0.00024441753591045146
Position 1664: 0.0002382956626907823
Position 1614: 0.00022900611306643097
Position 3602: 0.00018251993073584106
Position 1824: 0.00013887315855143313
Position 1882: 9.916803125644419e-05
Position 294: 4.639353963779337e-05
Position 2473: 3.553743450767145e-05
Position 1387: 3.297866065304364e-05
Position 1372: 3.289041792078583e-05
Position 2643: 2.793427730226237e-05
Position 1541: 2.7385693371469076e-05
Position 1620: 2.7061012886555566e-05
Position 3876: 2.3227036598755327e-05
Position 417: 1.867953100556969e-05
Position 1530: 1.8024422599536706e-05
Position 289: 1.5564728904538783e-05
Position 496: 1.54936193527646e-05
Position 1959: 1.4827991571176298e-05
Position 738: 1.2092130728479898e-05
Position 1744: 1.1574739555183665e-05
Position 2803: 9.564646359315392e-06
Position 941: 9.494128163609609e-06
Position 1044: 9.012171156991701e-06
Position 1179: 7.807079172768208e-06
Position 8: 3.6950259526242505e-06
Position 317: 2.192762083951091e-07
Position 771: 6.796356101536208e-08
Position 1138: 4.7312572955478606e-08
Position 962: 4.1963153496807e-08
Position 1084: 3.919512246530574e-08
Position 308: 3.58200080304175e-08
Position 335: 3.51335123323128e-08
Position 946: 2.531395200665942e-08
Position 832: 2.0820988328274396e-08
Position 48: 1.8450495174463193e-08
Position 591: 8.831986226176443e-09
Position 199: 2.5090923446093392e-09
Position 849: 1.3266017344246815e-09
Position 341: 8.561566619435385e-10
Position 815: 5.543617725563239e-10
Position 620: 1.6018471711165182e-10
Position 257: 1.2557607415143383e-10
Position 138: 1.1784454897967833e-10
Position 773: 5.5803115825983494e-11
Position 112: 1.0623978211757984e-12
Position 455: 2.621409966343468e-13
Position 447: 1.5247149547042719e-13
Position 281: 1.442853585164098e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 3096: 0.36425021981248906
Position 2037: 0.27854430196814217
Position 6348: 0.26347029050344406
Position 3137: 0.2523179348200616
Position 17541: 0.23931795876226628
Position 12736: 0.16015690325959253
Position 8916: 0.14406644045891204
Position 3759: 0.13215831407014408
Position 6626: 0.12654789392966637
Position 9604: 0.12561813341391279
Position 10878: 0.10743337917014574
Position 3385: 0.07776426526319724
Position 1914: 0.0770886692669843
Position 1956: 0.05536573881062654
Position 4582: 0.052420772999975836
Position 5914: 0.05013632169819537
Position 9359: 0.04801989973640604
Position 4531: 0.030247734423009105
Position 7252: 0.029995900379584325
Position 6036: 0.02653878565567502
Position 8980: 0.024096236856970245
Position 11798: 0.022927373345194617
Position 1116: 0.022069787084957965
Position 4492: 0.021145238314600783
Position 1465: 0.018595310266889643
Position 3400: 0.018062421745363516
Position 2077: 0.0174597689244375
Position 5415: 0.014166742709998618
Position 2093: 0.013036444332010913
Position 7265: 0.012352460274721798
Position 8287: 0.011591094306669842
Position 7339: 0.011113442771065508
Position 1976: 0.010648958858925276
Position 3303: 0.007892503420034655
Position 6831: 0.006550305307212631
Position 4461: 0.00630748334619572
Position 7704: 0.006071864086050829
Position 937: 0.005341013017684596
Position 10403: 0.005314444435750985
Position 1691: 0.0035545465928859526
Position 1653: 0.0026472356437979346
Position 3583: 0.0025351312727239974
Position 2749: 0.002532195866565305
Position 1595: 0.0019102963018531101
Position 3164: 0.0017113755493931135
Position 1614: 0.0013053349868929554
Position 5388: 0.0011680251496402443
Position 4716: 0.0011162138391472962
Position 5210: 0.0010812095595470598
Position 2222: 0.001023424955280205
Position 2973: 0.0009103097752411206
Position 99: 0.0008845148381228157
Position 2678: 0.0007809611737955923
Position 1479: 0.000755864530459421
Position 1404: 0.0006927455247537216
Position 96: 0.0006716180148554082
Position 1953: 0.0006459619830635778
Position 3031: 0.0005355815682614279
Position 3444: 0.0004744888575369125
Position 1214: 0.0004564309766268365
Position 2053: 0.00039508599375061965
Position 262: 0.0003686474554579029
Position 3144: 0.0003463190144783603
Position 3579: 0.0003435946497117367
Position 2188: 0.0003354572143191697
Position 2434: 0.00032451026621535995
Position 1641: 0.0003094743450193078
Position 3616: 0.00028498260985865975
Position 1501: 0.00028128342987830495
Position 3621: 0.00023535186633845783
Position 1761: 0.0002212981068460489
Position 2339: 0.0001749339007679592
Position 2830: 0.00017207020659273912
Position 1190: 0.00016455084667217995
Position 2606: 0.0001433882777241941
Position 578: 0.0001328203786821973
Position 2296: 9.869129714657622e-05
Position 2135: 9.605285941445516e-05
Position 3201: 9.069615024970114e-05
Position 717: 8.364217466512409e-05
Position 2262: 7.4530505478707e-05
Position 1885: 6.610472788725622e-05
Position 2367: 6.557586739806481e-05
Position 1624: 3.908298713947598e-05
Position 1485: 2.7338398681206678e-05
Position 3642: 2.708480455197271e-05
Position 1555: 2.5979769428946456e-05
Position 1520: 2.3119011529552432e-05
Position 1187: 2.3059261998885732e-05
Position 1660: 1.8949649623889283e-05
Position 1655: 1.7526826510216046e-05
Position 2408: 1.1373796334763587e-05
Position 1674: 8.919292975269212e-06
Position 1349: 7.242581850962159e-06
Position 1203: 6.536692334949847e-06
Position 1536: 4.14836799458543e-06
Position 1772: 3.979916295166278e-06
Position 1295: 2.941499632421103e-06
Position 1516: 1.974657244387182e-06
Position 131: 1.8812045932119282e-06
Position 1763: 1.86714075120436e-06
Position 649: 1.6576172803142808e-06
Position 974: 1.1886797764853802e-06
Position 1263: 1.1189034431087195e-06
Position 1089: 1.0485690092490344e-06
Position 611: 6.613164864492571e-07
Position 1363: 4.780602010825548e-07
Position 1889: 3.4256806216725755e-07
Position 1122: 2.281243602991871e-07
Position 1055: 2.2197752641573998e-07
Position 1287: 1.9189296651474612e-07
Position 1220: 1.1681967223311462e-07
Position 135: 6.698350483498475e-08
Position 1019: 5.501898261729598e-08
Position 959: 5.451504719135301e-08
Position 2079: 4.485475492552657e-08
Position 804: 4.260527567902807e-08
Position 978: 3.319964562525012e-08
Position 849: 3.1441585408961875e-08
Position 1227: 3.029870863488863e-08
Position 1240: 1.2801824689977272e-08
Position 2104: 6.538684728384089e-09
Position 1304: 5.367749933849668e-09
Position 637: 2.250711560950546e-09
Position 966: 2.076835974532664e-09
Position 667: 1.5001448739246094e-09
Position 182: 1.4635477163402843e-09
Position 767: 1.2832557644432099e-09
Position 786: 1.1694736397637845e-09
Position 495: 1.0144744720530364e-09
Position 382: 8.171070381961198e-10
Position 175: 6.747109212909222e-10
Position 390: 3.0908981921370733e-10
Position 70: 2.8635597708668644e-10
