Gene = RP5-862P8.2
index = 1187
Annotated 5SS: [ 1066 18855 26188 27244 34526 44393 48299 48760 51943]
Annotated 3SS: [18673 26038 27067 34284 44269 48147 48661 51162 54536]
SMsplice 5SS: [ 1066  9139 11149 16324 27244 34450 44393 45015 48299 48760 51943]
SMsplice 3SS: [ 8971 11066 16169 27067 34329 44269 44884 48147 48661 51851 56283]
top_k =  500
Partition function (log Z): -22.065753473136677

Sorted 5' Splice Sites (High to Low Probability):
Position 27244: 0.9608907396060256
Position 11149: 0.8922268908051191
Position 1066: 0.8896227122396415
Position 9139: 0.7301247211084021
Position 4690: 0.5819824235722435
Position 18855: 0.5491890372361563
Position 16324: 0.5228855509593334
Position 5685: 0.4508994954968557
Position 18910: 0.29645780174627395
Position 10643: 0.29196727329051425
Position 16310: 0.2878601010783548
Position 19598: 0.20198912408467354
Position 28992: 0.17999681575596574
Position 10697: 0.14909863339156132
Position 26188: 0.1399532132854608
Position 28413: 0.10894537407004698
Position 14042: 0.09465239299644888
Position 10817: 0.09232844057186818
Position 7764: 0.09097046423158436
Position 16392: 0.08647807724166089
Position 5595: 0.07390240822852022
Position 18534: 0.06815826021938762
Position 16595: 0.06226555496369176
Position 9982: 0.060960687539934916
Position 20289: 0.05029256392970062
Position 1523: 0.050286516432369636
Position 5562: 0.03793299550607781
Position 500: 0.03295845957137648
Position 10353: 0.02641691107969233
Position 2021: 0.02622896328934208
Position 5800: 0.024625196552714404
Position 459: 0.02141266937393848
Position 513: 0.02139649959722185
Position 1510: 0.020971077972677322
Position 1086: 0.019278462385778197
Position 29188: 0.0177949621958301
Position 9160: 0.01562837840623649
Position 609: 0.014919353847060552
Position 9588: 0.013783327377572896
Position 4105: 0.01292037776692346
Position 4521: 0.012781906177184386
Position 27947: 0.012350679256961932
Position 29586: 0.01234556865608687
Position 4475: 0.011271235896680217
Position 20079: 0.01005387147092865
Position 9832: 0.00790449869034141
Position 16293: 0.005970208843373807
Position 1515: 0.005969960491252716
Position 672: 0.0035608305511427322
Position 2905: 0.003526516500200454
Position 17749: 0.003232838551004398
Position 9954: 0.0031455212023827916
Position 9809: 0.002474931134607528
Position 2808: 0.0019549666085175795
Position 3761: 0.0019253827769335128
Position 16578: 0.0014468231738546805
Position 16601: 0.0014274021167711291
Position 5006: 0.0012188418294529961
Position 2283: 0.0010681204505689592
Position 3163: 0.0008931386705200405
Position 9114: 0.0008137474878842197
Position 4821: 0.0004420409873183087
Position 1153: 0.0001976682603825573
Position 482: 0.00018638074102895832
Position 702: 0.00015268465860485906
Position 21: 9.088867306513065e-05
Position 1247: 7.49938576272921e-05
Position 1055: 6.000680614121453e-05
Position 1871: 3.6461072780612736e-05
Position 1398: 3.266194892243569e-05
Position 674: 3.25693682349662e-05
Position 300: 2.8968701239713728e-05
Position 762: 2.7852643562589688e-05
Position 1385: 1.6975050415327907e-05
Position 972: 1.4096900076560386e-05
Position 453: 1.374575867217863e-05
Position 855: 1.210732304574199e-05
Position 1070: 9.249982601340197e-06
Position 1277: 8.571527431337425e-06
Position 1655: 6.163704273688482e-06
Position 1212: 3.4430788509369335e-06
Position 1292: 2.3571133578417885e-06
