Gene = SUSD1
index = 1358
Annotated 5SS: [   276  17909  26165  31938  33089  51152  62638  63755  73233  76939
  95335  96871 112472 116981 123010 133542]
Annotated 3SS: [ 17794  26008  31784  32908  50971  62539  63567  73122  76745  95242
  96683 112374 116721 122969 133447 133915]
SMsplice 5SS: [   276   2318  15653  17909  26165  33089  51152  62638  63755  72937
  73233  95335  96871 112472 123254 133542]
SMsplice 3SS: [  2211  15413  17794  26008  32908  50971  62539  63567  72829  73122
  95242  96683 112374 123058 133447 133915]
top_k =  500
Partition function (log Z): -51.30158152764025

Sorted 5' Splice Sites (High to Low Probability):
Position 17909: 0.9997839801829446
Position 276: 0.9904870309868302
Position 26165: 0.9650580392412708
Position 2318: 0.8130837936688373
Position 33089: 0.6879543476311237
Position 15653: 0.5923156717469759
Position 10201: 0.5485342911414567
Position 29430: 0.4588411597806132
Position 5179: 0.30333583186096275
Position 25276: 0.22789440220320453
Position 15533: 0.20305524620205012
Position 5148: 0.07792632659397604
Position 2665: 0.07582836931167246
Position 8685: 0.017209723348043993
Position 1905: 0.009169934836818352
Position 403: 0.00669218139076494
Position 4846: 0.0062956349913965435
Position 1171: 0.005126154186164546
Position 27336: 0.005050765146790504
Position 1073: 0.00343919721975233
Position 1082: 0.0028422716082402402
Position 2387: 0.0026755385704702634
Position 27765: 0.0020893621627568635
Position 1015: 0.0015535641876176516
Position 2713: 0.001314444082556553
Position 3969: 0.0012006094467428697
Position 4178: 0.0011151266601641062
Position 4254: 0.0010177282655632338
Position 2999: 0.0009774123661498333
Position 13551: 0.0008528844698002472
Position 772: 0.0007949423781365458
Position 3999: 0.0007187003459099712
Position 759: 0.00044389707652528406
Position 280: 0.00031329600403591794
Position 845: 0.00018904687560676768
Position 1979: 0.0001291687828373231
Position 2333: 0.00012297935018384118
Position 2392: 0.00011658637723256125
Position 1568: 0.0001133773525375104
Position 2670: 0.00010531580596375872
Position 978: 8.84823479982019e-05
Position 1791: 8.574387386017511e-05
Position 1673: 6.495148637181799e-05
Position 1385: 6.092228916415815e-05
Position 6944: 5.827689624241848e-05
Position 6962: 5.8077097868250714e-05
Position 103: 5.689845616420223e-05
Position 2842: 4.600642364778966e-05
Position 2409: 4.419354174431889e-05
Position 1036: 4.178264234827805e-05
Position 865: 4.145548647851408e-05
Position 4855: 3.776473753626248e-05
Position 968: 3.378067712076104e-05
Position 1075: 3.325852013038998e-05
Position 3099: 3.0821534107584056e-05
Position 1423: 2.6975469147403338e-05
Position 2632: 2.5403271403084567e-05
Position 3134: 2.4098687726746108e-05
Position 568: 2.228328118033229e-05
Position 19072: 2.1188578021659963e-05
Position 1883: 1.992303515810958e-05
Position 914: 1.7278059261341656e-05
Position 2351: 8.462886539402604e-06
Position 7767: 2.095755712606762e-06
Position 7568: 1.2672743847662554e-06
Position 7614: 1.0321605316865824e-06
Position 8509: 1.0305605317732365e-06
Position 382: 5.639509500880484e-07
Position 83: 2.4197405207218984e-07
Position 668: 1.6377452640470858e-07
Position 514: 5.630233669117473e-08
Position 392: 1.0713665138111334e-08
Position 734: 4.2920484275001e-09
Position 223: 1.8899604316100537e-10
Position 202: 1.8599505590824292e-10
Position 421: 9.885186098693593e-12
Position 648: 6.638665863345849e-12
Position 731: 1.9376906948470848e-13
Position 635: 6.408949888935297e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 17794: 0.9998312041662003
Position 26008: 0.9678725320928203
Position 2211: 0.77671181866164
Position 32908: 0.6906748640572071
Position 15413: 0.6070785483644782
Position 34901: 0.5542307970005093
Position 10117: 0.5485350363145609
Position 29234: 0.3181282499140703
Position 5118: 0.2645671419751827
Position 25198: 0.22789440220320453
Position 29398: 0.14217133923153463
Position 15336: 0.12428944774117627
Position 5063: 0.09677424832953357
Position 38304: 0.07637250238833565
Position 33248: 0.07451788194018882
Position 15572: 0.06410766365706116
Position 33219: 0.05999339220339597
Position 2475: 0.04885668105748459
Position 36391: 0.046646613073765886
Position 28506: 0.037956986032554846
Position 35668: 0.036024957020447494
Position 34897: 0.03523882464223048
Position 30827: 0.022866596228013954
Position 5001: 0.01992167073349864
Position 2526: 0.01856142427319882
Position 2294: 0.015167422099467531
Position 27166: 0.015113998832026526
Position 2256: 0.011740612985127897
Position 822: 0.009740259488562851
Position 2225: 0.009477169802168766
Position 29537: 0.007631730206243853
Position 33349: 0.006869862787486516
Position 27475: 0.0067853438517460115
Position 4745: 0.0063244490608243085
Position 8643: 0.00626628873615246
Position 8561: 0.005618158287888703
Position 27642: 0.005341997783335782
Position 1760: 0.0042688649945994035
Position 1727: 0.0038816169838199028
Position 8525: 0.003429672809150843
Position 2550: 0.0032397976605753015
Position 2538: 0.003093338633208889
Position 3881: 0.0028704858338939256
Position 27323: 0.0028544469438966675
Position 28376: 0.002850053927351683
Position 2521: 0.002671898958168709
Position 8599: 0.0019021700889123225
Position 2053: 0.0014245656415882754
Position 19947: 0.0013514044202408606
Position 28773: 0.001297692155108588
Position 2251: 0.0010308584719811
Position 23212: 0.000993052373237566
Position 738: 0.0008678675360718441
Position 13435: 0.0008543492268572547
Position 20898: 0.0008358792575655822
Position 2787: 0.0006481915536077569
Position 1669: 0.0006474989785867489
Position 21879: 0.0006245730767885594
Position 3847: 0.0006130556699492769
Position 966: 0.0005229518376856951
Position 2599: 0.0004894898337996424
Position 2085: 0.0004203493526164157
Position 26292: 0.0003723928494458743
Position 18088: 0.0003632081969158295
Position 24679: 0.00029992786779539323
Position 27099: 0.00026372135010663717
Position 4101: 0.0002526807520552174
Position 927: 0.0002463900097418146
Position 21976: 0.00023298226680847805
Position 4177: 0.00022918891233605207
Position 27131: 0.00022916699245329792
Position 1091: 0.0002187557328423851
Position 20678: 0.00019901712383029547
Position 26504: 0.00018969910221944684
Position 26529: 0.00018774269555115654
Position 18688: 0.00018157850925200922
Position 18624: 0.0001729558275244073
Position 22021: 0.00015179822585724206
Position 2903: 0.00014859891219022684
Position 20902: 0.00013944113876780342
Position 2790: 0.00012671847929323618
Position 1120: 0.0001262744803576373
Position 2265: 0.00012259392443458256
Position 1422: 0.0001212722183417282
Position 2841: 0.00011563687460984214
Position 700: 0.0001116232952915108
Position 2408: 9.633808021259554e-05
Position 19870: 9.452709286472228e-05
Position 2274: 9.387523021442294e-05
Position 4030: 8.775343777204389e-05
Position 1768: 8.673126363154847e-05
Position 21955: 8.660243717694091e-05
Position 542: 8.587977500066302e-05
Position 837: 8.015005924051063e-05
Position 1045: 7.9386958014372e-05
Position 600: 7.422733937003439e-05
Position 18870: 7.290006192335443e-05
Position 19610: 7.149851547885293e-05
Position 1536: 7.117265800476712e-05
Position 22125: 7.066276082655284e-05
Position 1701: 5.947450509506705e-05
Position 2632: 5.796840066234043e-05
Position 18950: 5.465109122767457e-05
Position 767: 4.9765139378067825e-05
Position 2317: 4.818080556189441e-05
Position 6854: 4.328724455020008e-05
