Gene = TAMM41
index = 1375
Annotated 5SS: [  271  2744  7551 17059 29581 37256 38940]
Annotated 3SS: [ 2560  7457 16907 29434 37089 38876 56190]
SMsplice 5SS: [  271  2744  7551 17059 20055 29581 37256 38940]
SMsplice 3SS: [ 2560  7457 16907 19966 29434 37089 38876 56190]
top_k =  500
Partition function (log Z): -1.1519678751372733

Sorted 5' Splice Sites (High to Low Probability):
Position 20055: 0.9999873328676807
Position 37256: 0.9999455738766926
Position 7551: 0.9999313199023311
Position 17059: 0.9979331267819306
Position 271: 0.9765905736693526
Position 2744: 0.9629236847446653
Position 38940: 0.8613454368691034
Position 29581: 0.7872409269832218
Position 39744: 0.49097106708235244
Position 38438: 0.4805704355240695
Position 17946: 0.38108879136381724
Position 16544: 0.37056278844635665
Position 1074: 0.3180904491478833
Position 18530: 0.2164630253968892
Position 7353: 0.17112172032256945
Position 37434: 0.16504013363164735
Position 39987: 0.15052697276607266
Position 39544: 0.14454602059073948
Position 2024: 0.10123377283900621
Position 3732: 0.0946896982769339
Position 39083: 0.09205998679379494
Position 19723: 0.08623159416409193
Position 17518: 0.07652049982506091
Position 18572: 0.06601702559360836
Position 18551: 0.06231184416126564
Position 13770: 0.06200173679458765
Position 39358: 0.05852977793428799
Position 18555: 0.03997888438046688
Position 39539: 0.036560014811245996
Position 2739: 0.0359333872795548
Position 18991: 0.034350437041980375
Position 14571: 0.03282950195770856
Position 8095: 0.027288022815320043
Position 706: 0.024732518197952354
Position 1882: 0.0246821348898051
Position 18921: 0.02407592438301088
Position 42435: 0.0218294565250878
Position 39463: 0.02134724452520613
Position 3530: 0.020776178818588096
Position 14422: 0.020751767673627627
Position 11613: 0.02062769493643549
Position 38317: 0.01868173177738567
Position 16362: 0.01843837339699615
Position 15374: 0.015593789175144614
Position 473: 0.015113225781382012
Position 5531: 0.014985657062677621
Position 19430: 0.014113865210338793
Position 15679: 0.011690193019671263
Position 13570: 0.011269665222553448
Position 14982: 0.011065024597240488
Position 19233: 0.010658711938456876
Position 15426: 0.010477199711599331
Position 18894: 0.009660780303916667
Position 4754: 0.009407200535334958
Position 5297: 0.00871425272265237
Position 40893: 0.006976195782085099
Position 5657: 0.0054474456331571
Position 559: 0.005354854123438003
Position 13555: 0.0051843822866052425
Position 821: 0.004949399976573214
Position 38470: 0.004932599070216763
Position 39427: 0.004903050818361571
Position 1785: 0.004758731094212441
Position 16011: 0.0046641427945474925
Position 15580: 0.004421541454360466
Position 16583: 0.004248456300419305
Position 13331: 0.004099740160436497
Position 3254: 0.00408234983508389
Position 3863: 0.003541366991209549
Position 3642: 0.003529118459353325
Position 2480: 0.0031489650866970004
Position 39078: 0.003082725606277322
Position 19014: 0.0029662240726713866
Position 16051: 0.0027076416286532
Position 10700: 0.0026749806854927194
Position 3665: 0.00254655590584225
Position 5335: 0.0020920975217738223
Position 3005: 0.0019924063655836458
Position 4024: 0.0019201883548014514
Position 14425: 0.0018821826023280401
Position 37442: 0.0018667817675314254
Position 897: 0.0016585885102278221
Position 37758: 0.001634694405382973
Position 848: 0.0015129912380883197
Position 39127: 0.0014540905335564069
Position 5287: 0.0014434290221601322
Position 42381: 0.0011482782806751736
Position 496: 0.001124071687508437
Position 5178: 0.001111136010949505
Position 3567: 0.0009829083189662052
Position 4327: 0.0009453831064750256
Position 2012: 0.000847557851345625
Position 1172: 0.0007684094256456606
Position 13335: 0.0007343069801253791
Position 2892: 0.0007040784560573281
Position 17263: 0.0006894573239325152
Position 1394: 0.0006665345748283016
Position 4777: 0.000638462811897796
Position 162: 0.0005913701620760141
Position 257: 0.0005710045741248858
Position 1800: 0.0005671395444621669
Position 17463: 0.0005239813190132532
Position 1916: 0.0005191602597627831
Position 852: 0.0005078271705873913
Position 753: 0.0004969602721636053
Position 951: 0.00037086354763093526
Position 13192: 0.0003482743416212952
Position 38959: 0.00034021761129875974
Position 237: 0.0003332105527184614
Position 2016: 0.0003266530435919721
Position 1886: 0.00029309220163317034
Position 9477: 0.00026814983610107956
Position 9607: 0.00024226125243755495
Position 9742: 0.00024056431839688584
Position 17511: 0.00021516973862169603
Position 70: 0.00021071567502048842
Position 661: 0.00019182470430182161
Position 957: 0.000186190377421701
Position 2314: 0.0001639264865964957
Position 18521: 0.00015758055845800734
Position 8390: 0.00014792641220005276
Position 832: 0.00011577612589579835
Position 1760: 0.00011516596002196515
Position 447: 9.793734921055473e-05
Position 166: 8.831242093678088e-05
Position 477: 8.707988313567968e-05
Position 2188: 8.610516107454105e-05
Position 72: 8.443359039591694e-05
Position 1354: 7.374470720737615e-05
Position 14180: 7.341958974494438e-05
Position 14083: 5.715693339404192e-05
Position 996: 5.662810257368701e-05
Position 7574: 5.462865215123645e-05
Position 1772: 5.344746838975462e-05
Position 235: 4.310135122752233e-05
Position 11647: 3.986702562443482e-05
Position 13308: 3.974380382412422e-05
Position 8964: 3.486793012905525e-05
Position 727: 2.0676570530561407e-05
Position 3298: 2.0629384028720796e-05
Position 3013: 1.956095839900155e-05
Position 379: 1.9123639199549105e-05
Position 16: 1.8956424272447195e-05
Position 88: 1.0917039895882058e-05
Position 2879: 8.184289396946333e-06
Position 302: 8.092337557090584e-06
Position 394: 6.100584431552465e-06
Position 865: 5.970695868833584e-06
Position 121: 4.6600347085142155e-06
Position 806: 4.142319027671377e-06
Position 803: 3.876098043548872e-06
Position 2733: 3.3608007365884505e-06
Position 31: 3.289463439493938e-06
Position 2816: 1.5012084040199115e-06
Position 3656: 1.0669509057708381e-06
Position 3963: 1.0617582137965801e-06
Position 7774: 6.088585146809447e-07
Position 76: 5.86445162415299e-07
Position 8306: 5.242316442327213e-07
Position 3021: 4.628860871166524e-07
Position 8109: 3.982738436389829e-07
Position 8091: 3.2838230093643464e-07
Position 112: 3.009647257932686e-07
Position 8745: 2.870720511595186e-07
Position 9094: 2.5050227422429074e-07
Position 9301: 2.2751033129675753e-07
Position 220: 1.425555717764788e-07
Position 316: 1.239709456365759e-07
Position 209: 1.0724590678499416e-07
Position 359: 8.006132561444844e-08
Position 18: 6.957193804997694e-08
Position 418: 6.151417871960118e-08
Position 435: 5.0683084062108934e-08
Position 114: 2.583362715067034e-08
