Gene = MDS2
index = 825
Annotated 5SS: [  204   665  1264  2224 11918 12462]
Annotated 3SS: [  446  1172  2146 11774 12345 13054]
SMsplice 5SS: [  204  1940  2224 12462]
SMsplice 3SS: [ 1851  2146 12345 12661]
top_k =  500
Partition function (log Z): -10.6198412852097

Sorted 5' Splice Sites (High to Low Probability):
Position 12462: 0.9012188835586802
Position 2224: 0.7931525003496009
Position 204: 0.7906829616248546
Position 1940: 0.7169989151225016
Position 665: 0.3008602623390115
Position 11030: 0.2019544789110524
Position 105: 0.09459570706857048
Position 12050: 0.08719934425326979
Position 1264: 0.07845251630327399
Position 10634: 0.06912849162006791
Position 501: 0.05333752154254918
Position 10510: 0.029710615163912848
Position 12718: 0.01513965001820193
Position 10515: 0.010186396037685811
Position 631: 0.008225384429469948
Position 610: 0.005035608649727788
Position 6241: 0.003890781687825001
Position 1266: 0.003866515095411187
Position 12495: 0.0024790264087055825
Position 980: 0.0012000417862059322
Position 629: 0.0011246276677040058
Position 220: 0.0008582262554619043
Position 660: 0.0008338338192918994
Position 5787: 0.0007245236371848958
Position 301: 0.0007171134265914404
Position 6014: 0.0006643542860746031
Position 2321: 0.000414953319461635
Position 2499: 0.00036657620527764235
Position 9: 0.0002602307812971824
Position 797: 0.00022928542350037805
Position 646: 0.00014431980159279457
Position 679: 0.0001436355879979473
Position 2907: 0.0001415178267922507
Position 1249: 0.00013773168788751137
Position 241: 5.906300189744183e-05
Position 289: 1.526479683125686e-05
Position 3148: 1.2903288878252953e-05
Position 455: 8.010370143602608e-06
Position 117: 6.887793830805294e-06
Position 1021: 3.3000045956748066e-06
Position 5172: 1.9253500286195477e-06
Position 2807: 1.5207372188537038e-06
Position 4968: 1.5071135088865155e-06
Position 133: 1.4107194468947359e-06
Position 964: 1.284938277287885e-06
Position 6024: 1.0532145812818915e-06
Position 35: 3.5185906798618075e-07
Position 619: 3.183816826323989e-07
Position 111: 1.613459797674133e-07
Position 397: 1.2457580184092328e-07
Position 495: 5.1619516877029004e-08
Position 399: 3.8895642975246926e-08
Position 358: 5.735246426560537e-09
Position 534: 1.6567750918590588e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12345: 0.9281717803877277
Position 2146: 0.7701630671590075
Position 12661: 0.6563683765812051
Position 1851: 0.6289142713177422
Position 446: 0.28056890452241534
Position 10833: 0.21133229311529036
Position 12591: 0.09080315597784488
Position 11947: 0.0897387900877315
Position 12832: 0.08675408935973115
Position 10375: 0.07600233361274711
Position 12636: 0.0640813661880618
Position 1172: 0.04770467100745271
Position 10541: 0.03560493745868723
Position 1781: 0.03275110767332832
Position 1883: 0.022770620579044682
Position 7990: 0.019493509056627844
