Gene = TYW3
index = 1515
Annotated 5SS: [  263  3467  5633 15667 19270]
Annotated 3SS: [ 3385  5533 15594 19135 30737]
SMsplice 5SS: [  263  3467 18908 19270]
SMsplice 3SS: [ 3385 18821 19135 33094]
top_k =  500
Partition function (log Z): -15.076796319985668

Sorted 5' Splice Sites (High to Low Probability):
Position 3467: 0.9814227287145296
Position 19270: 0.8855527667974894
Position 263: 0.687453222803627
Position 7084: 0.6613053685427064
Position 7187: 0.3715628157460584
Position 5633: 0.26552676063851005
Position 1291: 0.20187898685906927
Position 11713: 0.10495565532121992
Position 1027: 0.06155331135579882
Position 498: 0.061414929625406164
Position 3766: 0.04919931085336697
Position 3913: 0.04400291986586378
Position 788: 0.0433834370515543
Position 962: 0.03686457088797541
Position 6267: 0.02064679125202369
Position 6951: 0.01851078451847215
Position 741: 0.01709764449186569
Position 179: 0.016312449357809466
Position 6007: 0.016116308377661304
Position 3549: 0.016061743603681226
Position 2565: 0.015175348887811033
Position 1102: 0.015130019104689713
Position 5088: 0.011333398394412627
Position 1324: 0.01026937438408024
Position 645: 0.009512550907173525
Position 4273: 0.007785570014539357
Position 4391: 0.007303940962840877
Position 353: 0.006831845253040281
Position 7294: 0.006260600400139057
Position 2980: 0.006132063283175455
Position 6976: 0.0059219218901124
Position 7210: 0.005461190427094346
Position 78: 0.005197420762651047
Position 1251: 0.004768621366174978
Position 813: 0.004537029330796304
Position 8249: 0.004032281816234569
Position 7038: 0.003961728530146543
Position 8462: 0.003491903949680927
Position 493: 0.003230253392520199
Position 8829: 0.0028276644049764726
Position 1218: 0.0019617118148600563
Position 106: 0.0018833856135199024
Position 2964: 0.0018695415427728756
Position 2753: 0.0017287731266060213
Position 2977: 0.0015869339182881838
Position 2301: 0.0015442275022125127
Position 3088: 0.0013768822623717258
Position 301: 0.0012324240698511771
Position 379: 0.0011860515971656427
Position 7992: 0.0011555055299593416
Position 580: 0.0009985682410963473
Position 333: 0.0009519642935181692
Position 176: 0.0008524318478707264
Position 8383: 0.0007391730567504313
Position 1196: 0.0006452552104283119
Position 2280: 0.0006324165945352492
Position 718: 0.000557979800397447
Position 376: 0.0005570770737756687
Position 1453: 0.0005343436736858611
Position 1407: 0.00043142334030876663
Position 359: 0.00039646292153466513
Position 129: 0.00039132176541806576
Position 1163: 0.0003546865082857956
Position 8537: 0.00031448130031755763
Position 7547: 0.00030400582132873754
Position 4228: 0.00030114932082401716
Position 7481: 0.00029523503209252674
Position 7456: 0.0001968019901625884
Position 7141: 0.00015704117132548515
Position 2366: 0.00015110497206748078
Position 7842: 9.676138132474212e-05
Position 7913: 5.5767618171962386e-05
Position 853: 3.1498785667258074e-05
Position 768: 2.7745404198012662e-05
Position 8046: 2.6006997778651458e-05
Position 856: 2.156828385833517e-05
Position 397: 9.453414488089014e-06
Position 193: 8.630665821076535e-06
Position 164: 8.149517809593956e-06
Position 726: 7.622885351262871e-06
Position 528: 7.09479375199378e-06
Position 7654: 5.806005658641781e-06
Position 3641: 3.3105644183480183e-06
Position 188: 2.8344761695048185e-06
Position 420: 1.390467767160106e-06
Position 357: 1.3070655674554552e-06
Position 796: 1.0958773971175494e-06
Position 570: 5.057571598980233e-07
Position 322: 3.5955858352464016e-07
Position 432: 3.2732140353136876e-07
Position 214: 2.946998120720398e-07
Position 385: 2.4211192636357125e-07
Position 513: 2.0163613083739802e-07
Position 4177: 1.918439641837807e-07
Position 3700: 9.291769227107269e-08
Position 82: 5.354882662792733e-08
Position 162: 1.4416434808640262e-08
Position 491: 1.2830164005144363e-08
Position 282: 4.6390639614516236e-10
Position 541: 6.677265679837218e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3385: 0.997409912230783
Position 19135: 0.9285208458364291
Position 7000: 0.5560856872136453
Position 24445: 0.4105719262598144
Position 5533: 0.2601460254210296
Position 23308: 0.25556836246462317
Position 7163: 0.2079834240378701
Position 7034: 0.18179706687138936
Position 11629: 0.10708289263582468
Position 3630: 0.0844901281317588
Position 6901: 0.08388804705944146
Position 22453: 0.07345910356505755
Position 19378: 0.051505743986357
Position 20548: 0.04950834767292051
Position 961: 0.04791250277554768
Position 1155: 0.04660947683857563
Position 1122: 0.037253880748973685
Position 19790: 0.03538271368670102
Position 8911: 0.02858958105673196
Position 850: 0.02713620737789995
Position 6172: 0.020410576749887343
Position 7137: 0.017200930019037844
Position 6928: 0.016307976661073784
Position 8165: 0.015008356163281101
Position 4155: 0.014574119146345547
Position 675: 0.010790515516135756
Position 20102: 0.009556569162016746
Position 2860: 0.009413698287664458
Position 5889: 0.009011080625929821
Position 5012: 0.006803093348160071
Position 8727: 0.006750393571161478
Position 2366: 0.006642289958248595
Position 5918: 0.00652210708970265
Position 2393: 0.006074684404953882
Position 6951: 0.00606601161948684
Position 1182: 0.005946003324684609
Position 8461: 0.005822019104183036
Position 1204: 0.005625350784477775
Position 7778: 0.0048471428562565436
