Gene = CCK
index = 312
Annotated 5SS: [ 207 1487]
Annotated 3SS: [1270 6671]
SMsplice 5SS: [ 207 1487]
SMsplice 3SS: [1270 6671]
top_k =  500
Partition function (log Z): -1.7724216949060643

Sorted 5' Splice Sites (High to Low Probability):
Position 1487: 0.9935635312062866
Position 207: 0.8334265268962494
Position 4597: 0.49475651179325525
Position 4384: 0.28774976614250447
Position 1081: 0.17064765601871962
Position 4407: 0.1635439845259121
Position 219: 0.09661799926218687
Position 4339: 0.08958482684066159
Position 2453: 0.07426936240795672
Position 6561: 0.06975087605914745
Position 2128: 0.06492184003199286
Position 494: 0.06426569534026322
Position 1643: 0.0540263967608688
Position 6354: 0.05164547826120277
Position 1949: 0.03581713254137872
Position 4355: 0.03151939435502947
Position 2029: 0.028404396334733358
Position 2439: 0.01991350211472888
Position 4779: 0.016776462504651528
Position 4964: 0.014027437847297356
Position 1589: 0.013686986769106717
Position 2485: 0.013062414885948479
Position 4757: 0.012654372559126152
Position 1665: 0.0106701338703561
Position 71: 0.010038033440354161
Position 1055: 0.008075855106852303
Position 3785: 0.00792775801381968
Position 4763: 0.006029041249065193
Position 4735: 0.005956747632844537
Position 1309: 0.005847841389204121
Position 5661: 0.005065691323093046
Position 1293: 0.004800436437712185
Position 5273: 0.003810485087337741
Position 386: 0.0036525660769408446
Position 375: 0.0035231790559747344
Position 1118: 0.00349180520280465
Position 100: 0.00266830451523008
Position 4631: 0.002489829143939735
Position 1160: 0.002280163907973991
Position 380: 0.0017834940824492979
Position 4842: 0.0016714464968696774
Position 2607: 0.0011575475770538553
Position 4307: 0.001094925520638335
Position 2717: 0.0008306975493059492
Position 4907: 0.0007604828449215915
Position 6787: 0.0007520795392104283
Position 211: 0.0006922870973060261
Position 169: 0.0005695481193479227
Position 4152: 0.00051783173215523
Position 700: 0.0005108671749487913
Position 240: 0.0003738075924635968
Position 725: 0.00037168159127353155
Position 1408: 0.00035285149367544655
Position 2846: 0.00031251217748584864
Position 2088: 0.00030885615095065994
Position 245: 0.0002570601716528795
Position 1394: 0.0002097286528509151
Position 1339: 0.00016436039459727814
Position 390: 0.00014973502090024176
Position 242: 6.292604262517452e-05
Position 247: 5.323307169737505e-05
Position 131: 3.945025476042206e-05
Position 1034: 3.0016868219317673e-05
Position 1198: 2.4277297430293548e-05
Position 1931: 2.1441921173427e-05
Position 223: 4.240938049962086e-06
Position 1618: 4.164381475839044e-06
Position 848: 6.797125049411268e-07
Position 785: 6.326756696481426e-07
Position 60: 5.652040260311588e-07
Position 1431: 4.6617374412879695e-07
Position 347: 3.281100893382629e-07
Position 472: 2.7439750274327476e-07
Position 11: 1.7370858316191708e-07
Position 949: 9.743573331020042e-08
Position 1175: 8.981294843298169e-08
Position 42: 8.778078779732545e-08
Position 810: 5.585956101609753e-08
Position 277: 5.511481952427735e-08
Position 367: 5.2338258891889216e-08
Position 54: 1.111755356255767e-08
Position 66: 1.0084105452832922e-08
Position 14: 3.773662240148723e-09
Position 23: 2.2894750756969298e-09
Position 44: 1.963986912442329e-09
Position 309: 2.9914744043988133e-10
Position 483: 2.6910445149577054e-10
Position 536: 2.2108508043131147e-10
Position 249: 1.170613127347404e-10
Position 192: 4.906833857328747e-12
Position 265: 3.1979194397506437e-13
Position 311: 2.4514891449986602e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6671: 0.8735970128708486
Position 4273: 0.5497167982534038
Position 1270: 0.4979455463319799
Position 4503: 0.449433286058265
Position 1351: 0.4100840508273476
Position 2304: 0.101579800863685
Position 990: 0.08429704550258606
Position 4690: 0.07124743911458967
Position 1559: 0.06966452220030242
Position 953: 0.0680667689546881
Position 1374: 0.0651377108451764
Position 2055: 0.06456611801056672
Position 6510: 0.05958816406854618
Position 6093: 0.05554459283468833
Position 6478: 0.048434479686641746
Position 2254: 0.03348491061216161
Position 1821: 0.020143175681353036
Position 4482: 0.017361282845674394
Position 4526: 0.016767607959168082
Position 4328: 0.014292714991526208
Position 894: 0.012967954307884687
Position 4241: 0.012785006690591209
Position 4304: 0.01245308969106889
Position 1864: 0.012366908905708336
Position 4840: 0.011947987884753397
Position 324: 0.011143148200876682
Position 1949: 0.011138417526348246
Position 1215: 0.010306138384070575
Position 1867: 0.010102060905275557
Position 956: 0.007724291581285814
Position 1239: 0.007323361584768161
Position 1397: 0.0069758957823063406
Position 1025: 0.006645446561672854
Position 1592: 0.0061673484609808685
Position 5565: 0.005860600659290533
Position 1709: 0.00570523163070921
Position 1335: 0.0046450215220735095
Position 3704: 0.004465264022630399
Position 5204: 0.004215938578906132
Position 2278: 0.00397279987638907
Position 5812: 0.003697637934354852
Position 1774: 0.0030894128473261833
Position 3673: 0.002986421914667479
Position 3177: 0.002698443498120972
Position 1628: 0.002580824752953927
Position 6700: 0.0025784398470919106
Position 4144: 0.0025184907943203647
Position 375: 0.0018031029749103658
Position 421: 0.001718154391478469
Position 1532: 0.001715233550819566
Position 882: 0.001549561381501177
Position 3205: 0.0014137687273583458
Position 431: 0.0013526446742884212
Position 5123: 0.0012705820222645146
Position 3654: 0.0011062490922049066
Position 5707: 0.0010800948808854882
Position 3412: 0.00106937013253294
Position 6777: 0.0010599920154387389
Position 571: 0.0010567672561509463
Position 2742: 0.0009963314496712055
Position 6931: 0.0009754659032106915
Position 1231: 0.0008175481817333927
Position 1788: 0.0008108724901179793
Position 454: 0.0007614744065200729
Position 393: 0.0007071113275132513
Position 347: 0.0006416194859239808
Position 2767: 0.0006260628874954049
Position 4010: 0.0006189029897389302
Position 6019: 0.00047692683233183856
Position 1712: 0.00046550705803370153
Position 1401: 0.0004451859954474683
Position 258: 0.0004435962652727836
Position 3090: 0.0004435326831649091
Position 6709: 0.00044199516790630603
Position 1746: 0.0004358565118685871
Position 1923: 0.00042098341202592064
Position 326: 0.0004188784761666422
Position 272: 0.0004184845839288472
Position 3867: 0.0004044960616963498
Position 6729: 0.0003871080235130932
Position 1794: 0.00037395040892287094
Position 960: 0.00035726162439527604
Position 1186: 0.00033961274616472206
Position 152: 0.00033412778514259925
Position 1565: 0.00032662777817900866
Position 860: 0.0003203430327278779
Position 621: 0.0003079291883030764
Position 404: 0.00029534785566353043
Position 1032: 0.00028056233919796506
Position 395: 0.0002768599169112439
Position 827: 0.00018705580024118575
Position 5606: 0.00018212920300510744
Position 351: 0.0001714330261440489
Position 1839: 0.00014125916230232923
Position 2836: 0.00013815257790644744
Position 379: 0.00012125906851406077
Position 995: 0.00010914912370923087
Position 1280: 0.00010269637830526719
Position 3830: 9.502795528840122e-05
Position 206: 9.423959327207764e-05
Position 4665: 9.304711653161628e-05
Position 1910: 7.802395731865928e-05
Position 3096: 7.35584569735827e-05
Position 1769: 6.785921844697412e-05
Position 703: 6.547839524119409e-05
Position 2120: 6.326075274709328e-05
Position 1756: 5.988831251768424e-05
Position 3912: 5.818735059175008e-05
Position 3132: 5.496206032530177e-05
Position 1416: 5.018505342143295e-05
Position 1381: 4.72337062935891e-05
Position 466: 4.599373367579471e-05
Position 2057: 4.491149934096318e-05
Position 3318: 4.029515869149313e-05
Position 2222: 3.8829927994699575e-05
Position 1726: 3.800417472383574e-05
Position 958: 3.364469499142195e-05
Position 1218: 3.2107887170201285e-05
Position 2337: 2.5262550777094952e-05
Position 1959: 2.1738268280690084e-05
Position 2024: 1.722481817133331e-05
Position 491: 1.7031063455352125e-05
Position 183: 1.3452827612533626e-05
Position 595: 9.001028522756692e-06
Position 1122: 7.984158730852486e-06
Position 1463: 5.681262330122793e-06
Position 1687: 4.529183399698429e-06
Position 1062: 3.518191278208884e-06
Position 227: 2.8697843634177234e-06
Position 835: 2.7687024245840544e-06
Position 334: 2.431203628890634e-06
Position 1600: 2.3410188526866743e-06
Position 210: 2.7553214101117053e-07
Position 532: 2.331475918975349e-07
Position 406: 2.0927085081755838e-07
Position 187: 1.4908584821227082e-07
Position 649: 1.357156849662571e-07
Position 1071: 7.048450677308212e-08
Position 480: 6.796567720313987e-08
Position 472: 1.3471614284641861e-08
Position 1962: 2.176124092747307e-09
Position 1920: 2.0046050101439572e-09
Position 114: 2.2312496866113773e-11
Position 543: 9.685560672658587e-12
Position 120: 5.416115037172814e-12
Position 240: 3.66459490595835e-12
Position 116: 1.2537150927155032e-12
