Gene = chif
index = 1647
Annotated 5SS: [ 702 8203]
Annotated 3SS: [3155 9323]
SMsplice 5SS: [ 702 9807]
SMsplice 3SS: [9323 9876]
top_k =  1000
Partition function (log Z): -1.7527901501707412

Sorted 5' Splice Sites (High to Low Probability):
Position 9807: 0.9978955476567092
Position 702: 0.9213818733705588
Position 9540: 0.08383351578731787
Position 8203: 0.059589859652510936
Position 9647: 0.045859147511440344
Position 7952: 0.031034517745029595
Position 519: 0.024212870699787285
Position 10019: 0.02312890188831281
Position 4846: 0.017090379707301845
Position 493: 0.015777736644986953
Position 1318: 0.015623613752137262
Position 9190: 0.013426456565533016
Position 725: 0.006618949848325976
Position 1751: 0.006042090915238716
Position 6713: 0.006006197685397206
Position 1250: 0.005771167608886389
Position 3722: 0.00566413169570792
Position 752: 0.004266793348214582
Position 323: 0.004237941244828228
Position 721: 0.004175188770207417
Position 485: 0.004066508182147297
Position 2114: 0.003560003436501841
Position 481: 0.0034635447020513912
Position 6788: 0.003400923007357075
Position 34: 0.0031774568997035117
Position 4568: 0.0029806677375937983
Position 147: 0.002950217841119023
Position 281: 0.0026862755075792127
Position 733: 0.0021321379233026246
Position 9811: 0.001977053928431689
Position 597: 0.0018905318754587337
Position 483: 0.0017934486472115016
Position 1078: 0.0017573074366144643
Position 3274: 0.0015117897104046484
Position 515: 0.0014151073055397334
Position 729: 0.0012189219513683977
Position 2573: 0.0010478446049511383
Position 10089: 0.0010426305310915268
Position 76: 0.0009613669174152897
Position 731: 0.0009305282987648736
Position 953: 0.0008145616209305962
Position 50: 0.0007880969709058582
Position 367: 0.0007378288120547877
Position 525: 0.0006310246646130132
Position 6881: 0.0006278317140164367
Position 5789: 0.0006256492831232374
Position 9990: 0.0005490399746053626
Position 286: 0.00048762793004364266
Position 489: 0.00032341560605315484
Position 218: 0.00030629385915806394
Position 4106: 0.00026878445661922604
Position 3786: 0.00020134571830831245
Position 4702: 0.00018722643162101942
Position 523: 0.0001645010719398821
Position 505: 0.0001553301187961087
Position 38: 0.0001397010999680715
Position 1539: 0.00013279569725193398
Position 333: 0.00010472485999032312
Position 531: 9.791702061339622e-05
Position 295: 8.279324123272339e-05
Position 9801: 6.808538170465831e-05
Position 4115: 5.689132019729604e-05
Position 4111: 5.222799772824426e-05
Position 56: 4.6688254136503146e-05
Position 6523: 3.1121158207208946e-05
Position 1300: 3.0770958441417e-05
Position 2642: 3.0310717146938614e-05
Position 1772: 2.4888898434203552e-05
Position 1357: 2.0399928890969208e-05
Position 1485: 1.905180252477179e-05
Position 937: 1.9044820258701818e-05
Position 10115: 1.1993255810677898e-05
Position 36: 1.09656252798829e-05
Position 85: 1.0566939922218597e-05
Position 284: 9.795405929665334e-06
Position 1494: 8.879387165715238e-06
Position 497: 8.315700563941318e-06
Position 764: 8.040771789685559e-06
Position 3592: 7.909276456609138e-06
Position 270: 7.321776069876303e-06
Position 719: 6.937259537689545e-06
Position 24: 6.910726179231682e-06
Position 1084: 5.8300306901008565e-06
Position 2206: 5.2195185669106514e-06
Position 487: 5.201221711294829e-06
Position 109: 5.082803587141752e-06
Position 1496: 4.977170270374708e-06
Position 1500: 4.587194754166671e-06
Position 854: 4.366281159995008e-06
Position 1150: 4.265446043995245e-06
Position 1498: 4.2006871276952614e-06
Position 737: 3.853388884775957e-06
Position 2735: 3.1674407777348976e-06
Position 372: 3.0629463755427805e-06
Position 687: 2.563382072469862e-06
Position 517: 2.234882973631175e-06
Position 3470: 1.9134102570086546e-06
Position 54: 1.8652969588104307e-06
Position 1226: 1.5227699498274174e-06
Position 735: 1.303303694825687e-06
Position 382: 1.1961843140494633e-06
Position 9777: 1.1644155423603076e-06
Position 988: 1.1274762409436678e-06
Position 985: 9.595888757366428e-07
Position 9886: 9.514629581149323e-07
Position 2028: 9.23548205557877e-07
Position 1325: 9.068171602893966e-07
Position 1342: 8.250912882976988e-07
Position 640: 6.5465911645529e-07
Position 9941: 6.376564375200741e-07
Position 2034: 5.822578446713861e-07
Position 1336: 4.22671802553004e-07
Position 1445: 3.802675070387071e-07
Position 1685: 3.190413405457735e-07
Position 389: 3.0296484988613815e-07
Position 9912: 2.8305589931240374e-07
Position 1108: 2.701998800146039e-07
Position 151: 2.1199905612281717e-07
Position 1218: 1.7072812781140436e-07
Position 783: 1.6807981803198471e-07
Position 1462: 1.6423264930941397e-07
Position 604: 1.2628894689745083e-07
Position 756: 9.111847988541955e-08
Position 745: 8.006772755027918e-08
Position 9926: 6.479561021987586e-08
Position 1967: 9.540534980645575e-10
Position 1934: 8.535707217080053e-10
Position 1824: 5.397235981677124e-10
Position 1810: 4.909074141585634e-10
Position 2381: 2.061014115960047e-13
Position 1161: 3.225313231660552e-17
Position 1182: 3.1472437814955756e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 9876: 0.9835304070276921
Position 9323: 0.8833055599788037
Position 9708: 0.07748584725526003
Position 9646: 0.07497252742283093
Position 6748: 0.05390964347293971
Position 9711: 0.03782850299560302
Position 8024: 0.028402170479299507
Position 9629: 0.026656881831785266
Position 620: 0.015799991068292215
Position 10089: 0.015047679167142508
Position 9216: 0.014657543835522376
Position 9926: 0.013440438865290475
Position 1607: 0.01106100208885886
Position 10142: 0.008706140310171953
Position 8868: 0.007286825094194424
Position 572: 0.007075285875508723
Position 4161: 0.006945971557821558
Position 9146: 0.0067988061707208985
Position 4775: 0.005038566711596104
Position 8067: 0.004707210426460516
Position 9184: 0.004390744157032423
Position 1025: 0.003293849791019857
Position 7815: 0.0031075264468130646
Position 3846: 0.003049338139518809
Position 7302: 0.0022877332219485174
Position 7178: 0.00212320068276174
Position 663: 0.0020560509374068954
Position 6429: 0.0020263934203943014
Position 8034: 0.0019569171843206922
Position 9577: 0.0018965998479570341
Position 6571: 0.0017221661010733828
Position 4494: 0.00163302633203738
Position 9343: 0.0014644749712951497
Position 7504: 0.001437006493017871
Position 2260: 0.0013842518754699413
Position 640: 0.001367293432045322
Position 359: 0.0013336122771584412
Position 5669: 0.0013079306976585643
Position 4780: 0.0012849913179082304
Position 1176: 0.0011359205550503751
Position 10173: 0.0011107469465448912
Position 9852: 0.0010097192216049504
Position 985: 0.0009157424974628009
Position 3155: 0.0008850258139022119
Position 3510: 0.0008763532319551553
Position 7860: 0.0008695215490641021
Position 9958: 0.0007798123402852116
Position 9935: 0.0007298489623741206
Position 6608: 0.0007148307886342648
Position 3404: 0.0006342247439539341
Position 3469: 0.0005849767920526239
Position 4621: 0.0005737717534578427
Position 8117: 0.0005319937454158129
Position 1182: 0.00045535103633624337
Position 870: 0.00042352246286811175
Position 4229: 0.00035854682722976413
Position 8724: 0.00035819979382068726
Position 1041: 0.0003475169793668144
Position 995: 0.0003428595345675556
Position 8753: 0.0003363552828786035
Position 2449: 0.0002815157455987176
Position 3172: 0.00027993041708541575
Position 3909: 0.00027638721900311887
Position 3186: 0.0002584872117322747
Position 3074: 0.0002566827220246369
Position 97: 0.0002546122099564392
Position 9938: 0.0002523011951730116
Position 2244: 0.00024643701204905914
Position 281: 0.00022351163610893955
Position 1108: 0.00021897855104542646
Position 8729: 0.0002173004650094546
Position 4655: 0.00021274056591310335
Position 6611: 0.00021237478182727212
Position 4707: 0.00020673932193416054
Position 8713: 0.00018189291842918498
Position 4618: 0.00017992050440542007
Position 865: 0.00017837375194191442
Position 2094: 0.00017511150616528244
Position 8805: 0.00017098844867187272
Position 3000: 0.00015894244847315916
Position 3034: 0.00015847666366490974
Position 1750: 0.00015522794170180486
Position 6397: 0.0001548318157561029
Position 4729: 0.00013948926693272524
Position 4213: 0.0001272673268223537
Position 6472: 0.0001230714006944138
Position 372: 0.0001230230012747024
Position 597: 0.00012089465050390354
Position 3342: 0.0001141687674938075
Position 5854: 0.00011323057301621522
Position 6323: 0.00010668836070875391
Position 8650: 0.00010238607116039944
Position 4624: 9.864703854605295e-05
Position 9962: 9.748657438580641e-05
Position 4087: 9.660792449119052e-05
Position 5754: 9.628304475440714e-05
Position 4716: 9.291783479024384e-05
