Gene = B4
index = 40
Annotated 5SS: [  197  2418 14422 36369 39862 40708]
Annotated 3SS: [ 2024 14301 35854 39535 40223 42644]
SMsplice 5SS: [  197  2418  5901  7149  8136 14422 39862 40708]
SMsplice 3SS: [ 2166  5801  5998  7336 14301 39535 40223 48680]
top_k =  1000
Partition function (log Z): -8.47720639744064

Sorted 5' Splice Sites (High to Low Probability):
Position 40708: 0.9994526330144983
Position 14422: 0.9955878445767309
Position 5901: 0.9628355662269991
Position 7149: 0.9296331427711757
Position 2418: 0.9040570826590977
Position 8136: 0.39377097633146146
Position 197: 0.37527647327923924
Position 42838: 0.3565644824443318
Position 19830: 0.3267865643861524
Position 6505: 0.27929272245218245
Position 7814: 0.21815539792787325
Position 888: 0.13243311425667204
Position 7444: 0.12546541710257314
Position 9450: 0.1033626484004286
Position 8383: 0.10010726171825073
Position 6158: 0.09459308047817344
Position 8595: 0.09326506185478735
Position 128: 0.0927302618469873
Position 6806: 0.09072418890698605
Position 223: 0.08324417882761109
Position 124: 0.0767482902500987
Position 816: 0.061102572288738013
Position 3280: 0.049396194270644116
Position 7807: 0.04324600908427144
Position 2701: 0.0341595819500958
Position 41356: 0.03170616023800877
Position 118: 0.030322561230902417
Position 42963: 0.03018709549816454
Position 42967: 0.028860796113468062
Position 19409: 0.02873342318044493
Position 508: 0.02648395123808318
Position 136: 0.02504526139629114
Position 1846: 0.024523814830464577
Position 898: 0.02244809721954772
Position 7673: 0.021726243148058454
Position 43250: 0.02086815484131894
Position 11231: 0.019962138109912358
Position 43352: 0.018091914360498257
Position 6298: 0.0171976608394125
Position 18843: 0.016781714496878156
Position 7117: 0.016153870072785084
Position 5912: 0.016012933801243308
Position 2058: 0.014935489133291346
Position 5724: 0.012929126162975282
Position 8205: 0.012408841410761961
Position 114: 0.011650010610702654
Position 7544: 0.01163234590755962
Position 10384: 0.011602353894948469
Position 1776: 0.011332291177635071
Position 14925: 0.010692144543700325
Position 925: 0.009110767920121537
Position 8047: 0.00906679900913169
Position 14953: 0.008908600572772134
Position 175: 0.008839602184560003
Position 8379: 0.008839341018167982
Position 2088: 0.008285624923992155
Position 89: 0.00827159427383581
Position 41091: 0.008116911896782568
Position 913: 0.008075377909289501
Position 4350: 0.007348129688237358
Position 16816: 0.00715686971259378
Position 6162: 0.006466656152134141
Position 19605: 0.006040004059962897
Position 7607: 0.005539661041271737
Position 840: 0.005470886846331969
Position 2532: 0.0053459877351365445
Position 918: 0.005196290748155772
Position 7276: 0.005058597777417113
Position 43033: 0.004646290838270046
Position 41776: 0.004242633895290997
Position 1636: 0.004194894638586396
Position 8918: 0.00415998645603205
Position 138: 0.0039677221403527745
Position 5607: 0.0038017480974529925
Position 310: 0.0037207462300913115
Position 93: 0.0036675010580255307
Position 942: 0.003460669084192395
Position 14426: 0.0034421842989659714
Position 8223: 0.003410345310916699
Position 1577: 0.0033839197124469777
Position 1325: 0.003252337059022602
Position 1843: 0.003120630667927708
Position 42997: 0.0030489585192943515
Position 6120: 0.002976204682212071
Position 3278: 0.002927131503059961
Position 2239: 0.002725669391186014
Position 41394: 0.002552116854129066
Position 6747: 0.002465656730194245
Position 948: 0.0024351643188348353
Position 7493: 0.0023784628706023108
Position 83: 0.0022074112241265483
Position 1070: 0.0021828846215156336
Position 9371: 0.0019943913586772735
Position 11503: 0.00192718347865872
Position 6514: 0.0018610475574735916
Position 11353: 0.0018322959915914826
Position 11607: 0.0017434794735119194
Position 7516: 0.001726995791867867
Position 2220: 0.0015975987099731777
Position 1687: 0.0015834962422002848
Position 16341: 0.0014945520902731515
Position 211: 0.0013202779859660227
Position 8115: 0.0012590749452657316
Position 10256: 0.0012315608348317986
Position 8996: 0.0011753190181847367
Position 122: 0.0011728237109996013
Position 974: 0.0009784285936721734
Position 7942: 0.0007999784685110346
Position 878: 0.0007673635198272074
Position 51: 0.0007634792342312264
Position 7565: 0.0007200703536333166
Position 7411: 0.0006723255705650896
Position 4660: 0.0006574540342900618
Position 977: 0.0006526055712065694
Position 1531: 0.0006183096143932829
Position 7893: 0.0006103994918596554
Position 1517: 0.000598522034674004
Position 669: 0.0005875828375720035
Position 7799: 0.0005798965058270054
Position 7067: 0.0005746743699416207
Position 8529: 0.0005681536745952821
Position 14921: 0.0005168292037713352
Position 6207: 0.0005161393396687189
Position 1564: 0.0005095119331730234
Position 477: 0.0004956672729043333
Position 1815: 0.0004648880924274853
Position 42733: 0.0004617998158363588
Position 6105: 0.0004576084954494841
Position 407: 0.00045727907956956117
Position 7931: 0.0004548766916443136
Position 110: 0.00041794210107669647
Position 1607: 0.0004144833116947326
Position 489: 0.00033706823952424006
Position 1394: 0.0002923230513014421
Position 5907: 0.0002670859005534404
Position 619: 0.00024405558321745585
Position 8018: 0.00023587983132004856
Position 6136: 0.00020069396205386737
Position 9029: 0.00020036288975962963
Position 16588: 0.00018991537696887306
Position 1417: 0.0001768499556718747
Position 350: 0.00017415102686739724
Position 17341: 0.00017151286561945277
Position 1076: 0.0001704719566669791
Position 1423: 0.00016495328635170005
Position 2658: 0.0001648606115340699
Position 8873: 0.00015727704666711377
Position 929: 0.0001518039723714438
Position 140: 0.00014600516074317677
Position 324: 0.00014489520678565246
Position 116: 0.00013876243437795958
Position 1451: 0.00013726506167597614
Position 6111: 0.00013218430664705793
Position 855: 0.00012918549828097378
Position 14665: 0.0001280808242618772
Position 61: 0.0001247637597727289
Position 480: 0.00012283271704414538
Position 1465: 0.00012003278725399926
Position 6380: 0.00011544235628620462
Position 6213: 0.00011043095286480653
Position 97: 0.00010183530400813952
Position 2555: 9.784080625889302e-05
Position 795: 9.719868336080853e-05
Position 2682: 8.768988279865087e-05
Position 77: 8.245437801086578e-05
Position 14659: 7.214395616294138e-05
Position 15323: 6.296746901685656e-05
Position 3052: 6.032313231282785e-05
Position 2599: 5.323578429012891e-05
Position 8148: 4.805953646059486e-05
Position 6772: 4.620582833697419e-05
Position 6329: 4.535042179255469e-05
Position 6220: 4.462519853307872e-05
Position 3063: 4.382945910161165e-05
Position 992: 3.264418310197622e-05
Position 16165: 2.7115079687119483e-05
Position 6057: 2.5871639439629986e-05
Position 3742: 2.031967869395044e-05
Position 6375: 1.7893906118883776e-05
Position 14430: 1.5389931421070667e-05
Position 7779: 1.4420618465276202e-05
Position 6592: 1.3947884007278207e-05
Position 16358: 1.2090092225646871e-05
Position 2514: 1.0601886277286367e-05
Position 6124: 1.0361655323189671e-05
Position 1020: 9.171794252134862e-06
Position 927: 9.065306861787752e-06
Position 2885: 8.779645822173531e-06
Position 103: 8.382123328078202e-06
Position 36: 8.005966170716078e-06
Position 6729: 7.973295903334436e-06
Position 16293: 7.816937990704684e-06
Position 2722: 7.770358816473482e-06
Position 15993: 7.70517705544466e-06
Position 16830: 7.6070171453344815e-06
Position 16064: 7.558443109302906e-06
Position 14929: 6.707814458016646e-06
Position 30: 6.369887038961809e-06
Position 523: 6.280697597500528e-06
Position 71: 6.258107722527186e-06
Position 16768: 6.133912562407613e-06
Position 6262: 6.060501285910366e-06
Position 142: 5.820845414583016e-06
Position 782: 5.649329482730077e-06
Position 188: 5.509468726684475e-06
Position 151: 4.2362491627649025e-06
Position 3619: 4.193381666148149e-06
Position 55: 3.633091374804271e-06
