Gene = Cln3
index = 1081
Annotated 5SS: [  60 3334 3537 3784 4183]
Annotated 3SS: [3119 3405 3624 3842 4239]
SMsplice 5SS: [ 203 3334 3537 3784 4183]
SMsplice 3SS: [3119 3405 3635 3842 4239]
top_k =  1000
Partition function (log Z): 12.492288151356947

Sorted 5' Splice Sites (High to Low Probability):
Position 3334: 0.9982941204509042
Position 3537: 0.9948761990430294
Position 3784: 0.9937820299796608
Position 4183: 0.9867552566098146
Position 203: 0.5035876637618075
Position 60: 0.17343713528748508
Position 801: 0.1512301192929957
Position 3033: 0.04069608262832428
Position 96: 0.033056757341133856
Position 269: 0.030412853200222315
Position 2776: 0.02885625735860487
Position 2194: 0.028500013304758782
Position 64: 0.028061704579190654
Position 501: 0.025841543032194922
Position 1324: 0.01937178541914046
Position 542: 0.01850661168292544
Position 293: 0.015832090434310376
Position 508: 0.015153337216596023
Position 2754: 0.009538536976491324
Position 1782: 0.00784837098419339
Position 1329: 0.007489679837673158
Position 2745: 0.007072967867151304
Position 1383: 0.006827223881131445
Position 655: 0.006037009246762876
Position 3026: 0.005956581686006681
Position 209: 0.005455834256448409
Position 3796: 0.005421570937968803
Position 1765: 0.005249449410495527
Position 80: 0.004810037321227398
Position 139: 0.004188653092634902
Position 229: 0.0031351238782753245
Position 4039: 0.003089270223865498
Position 3532: 0.0027973496051011027
Position 1403: 0.0024641146230589303
Position 2177: 0.0023384742763964887
Position 260: 0.0022112417859054406
Position 1414: 0.0020855869556601456
Position 871: 0.0015900662250866754
Position 2926: 0.0014663257399364846
Position 1798: 0.0014513206016065737
Position 2109: 0.0013667091009756406
Position 4389: 0.001332438858457329
Position 385: 0.0012443929515254465
Position 1391: 0.0011194897234281971
Position 1332: 0.001095910044706893
Position 2759: 0.001062473042958155
Position 73: 0.0009523549377207241
Position 2666: 0.0009356329331842151
Position 1957: 0.0008498203560984804
Position 1435: 0.000733197105538356
Position 2164: 0.0007242954180491208
Position 2852: 0.000702003939756282
Position 4303: 0.0006720596225263315
Position 241: 0.0006329042593122524
Position 3263: 0.0005490800860663335
Position 4287: 0.0005453688149918331
Position 132: 0.0005427695138390912
Position 1342: 0.000485000410418151
Position 340: 0.00046108038025198387
Position 58: 0.0004476977233994648
Position 4086: 0.0004287711045765704
Position 3541: 0.00042650426733243285
Position 2689: 0.00035711090682441466
Position 1848: 0.0003410115665532613
Position 1045: 0.00032135206540474885
Position 4321: 0.0003210599140150986
Position 154: 0.0003143792515021356
Position 267: 0.0003123084351721548
Position 574: 0.0002821269995450232
Position 1268: 0.00028040160338974957
Position 101: 0.0002672174093991708
Position 598: 0.0002424054576161643
Position 4015: 0.00024160040003771155
Position 3289: 0.00023365630948456883
Position 169: 0.0002318364523729933
Position 4081: 0.00022025452961284506
Position 2642: 0.00021485704079446827
Position 4720: 0.00021060286073480185
Position 149: 0.00020159833876212804
Position 6: 0.00018927828564504576
Position 682: 0.00015707318505743542
Position 3286: 0.00014512900846835847
Position 4147: 0.00014298045867077214
Position 4399: 0.00013875370748144661
Position 2210: 0.00013739687709086844
Position 3993: 0.0001327589557114453
Position 4671: 0.00012654359922196657
Position 1009: 0.00011895330919437843
Position 3461: 0.0001185367478623476
Position 1210: 0.00011022065598359261
Position 3324: 0.00010729905551503128
Position 1700: 0.00010119949582511402
Position 75: 0.0001004273806405701
Position 4402: 9.650678732132947e-05
Position 4431: 9.228392222079887e-05
Position 3788: 4.811391673612071e-05
Position 4796: 3.968931490422851e-05
Position 3481: 3.4496267922680443e-05
Position 4470: 3.2952943739799706e-05
Position 4342: 2.3080074745415643e-05
Position 1016: 1.5994945969363053e-05
