Gene = SmydA-2
index = 1508
Annotated 5SS: [1186 1804]
Annotated 3SS: [1541 1859]
SMsplice 5SS: [1186 1804]
SMsplice 3SS: [1541 1859]
top_k =  1000
Partition function (log Z): -5.393287642724144

Sorted 5' Splice Sites (High to Low Probability):
Position 1804: 0.9899937763907342
Position 1186: 0.8415489755291243
Position 871: 0.029664063862635728
Position 152: 0.01625665533667197
Position 287: 0.014257102337706336
Position 482: 0.013487768029455099
Position 1486: 0.012467081514183319
Position 796: 0.003028675907019577
Position 578: 0.0025261591710691975
Position 1455: 0.0020361501442117784
Position 531: 0.0019627722403429424
Position 2159: 0.0018782838182298254
Position 1302: 0.0015073513444476413
Position 244: 0.0014383912428063597
Position 1290: 0.0013204471467605809
Position 760: 0.001277206852207446
Position 2192: 0.0012048166015050786
Position 1212: 0.0011912376571811155
Position 156: 0.0010826047842228375
Position 49: 0.0010123987519863808
Position 1680: 0.0008555266518324955
Position 644: 0.0007355537540079132
Position 418: 0.0006712493172647767
Position 331: 0.0006045981456219117
Position 1116: 0.000492453950938018
Position 1134: 0.00043522573326658387
Position 241: 0.0004182752361713611
Position 106: 0.00040109482012360613
Position 54: 0.00031815228929017687
Position 521: 0.00029165659977729126
Position 753: 0.00025088235313297107
Position 1294: 0.00023634922768313245
Position 1385: 0.00021394926745970364
Position 1298: 0.00018889208103898
Position 66: 0.00017155809081064276
Position 19: 0.0001681672939283982
Position 403: 0.00015908973357416445
Position 254: 0.00015288904500633023
Position 1306: 0.00013891062126231485
Position 306: 0.00013456376550085406
Position 222: 0.00012871443763305004
Position 1780: 0.0001211122279560998
Position 1585: 0.00010669733596359394
Position 443: 8.466448603652699e-05
Position 646: 7.88634347700102e-05
Position 1163: 7.703860485481267e-05
Position 2107: 7.270857814634225e-05
Position 1658: 7.05863724835862e-05
Position 1161: 7.02151695394857e-05
Position 1330: 6.836363006853577e-05
Position 519: 6.275577179720738e-05
Position 2188: 5.907679547356913e-05
Position 219: 5.629935469652582e-05
Position 573: 5.5647121343033926e-05
Position 1092: 5.3883101666558865e-05
Position 423: 4.918729282685314e-05
Position 1245: 4.4129534775198385e-05
Position 1620: 4.30163330438546e-05
Position 1118: 3.8673191431235244e-05
Position 2123: 3.67241448097621e-05
Position 1538: 3.59673661641684e-05
Position 633: 2.5998290109684482e-05
Position 1938: 2.1564437913504482e-05
Position 1899: 1.6403252493851316e-05
Position 607: 1.6376889271901983e-05
Position 985: 1.3736556555880946e-05
Position 767: 1.3357467551845038e-05
Position 561: 1.1226949145677307e-05
Position 1251: 8.762847529247114e-06
Position 1103: 8.042192351458748e-06
Position 1314: 7.477403942776181e-06
Position 200: 6.878147264299261e-06
Position 1508: 6.732707387713379e-06
Position 1623: 6.27564607045082e-06
Position 509: 4.3502628350107315e-06
Position 1072: 4.101339636043859e-06
Position 1711: 4.059436173322132e-06
Position 1378: 3.982231305232637e-06
Position 962: 3.6812922452355767e-06
Position 943: 3.6309915831358955e-06
Position 1839: 3.203796739397917e-06
Position 591: 2.761559787807921e-06
Position 2133: 1.9494437651559114e-06
Position 1405: 1.7794515419864365e-06
Position 1589: 1.7097791630007886e-06
Position 2110: 1.493120864634639e-06
Position 1988: 8.256407088083669e-07
Position 2186: 1.6454461770010882e-07
Position 198: 1.1064708788288308e-07
Position 1583: 1.3606226385993163e-10
Position 544: 3.108045604093975e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1859: 0.9934705092310953
Position 1541: 0.8748535511232329
Position 1606: 0.015414804708748418
Position 1354: 0.013107324583631048
Position 1748: 0.012761529172170645
Position 922: 0.0067235578234233736
Position 1279: 0.005345374357563698
Position 204: 0.004089098108624725
Position 1508: 0.0031871889461614162
Position 1583: 0.0026594390541754523
Position 1461: 0.0021188150473176307
Position 2219: 0.0020476208620000547
Position 705: 0.001397057576437702
Position 1358: 0.0013157553662300865
Position 500: 0.0010832553255283636
Position 2241: 0.0008715593642234397
Position 1082: 0.0007818711188046415
Position 1632: 0.0006867060556358523
Position 1115: 0.0006864682422574076
Position 452: 0.0004189494145296839
Position 254: 0.0003444256281856164
Position 679: 0.00034416385615543857
Position 2248: 0.00033040884704910666
Position 1884: 0.00030715473327645233
Position 1589: 0.0002802488383507965
Position 350: 0.00023766235797824994
Position 841: 0.0002351335753686954
Position 792: 0.0002194181945419681
Position 341: 0.00020445989841779785
Position 555: 0.0002040596222150445
Position 1385: 0.00018101939355128838
Position 1616: 0.00018005213790730118
Position 875: 0.00017400778124060636
Position 591: 0.00015408229911037668
Position 210: 0.0001314082410655142
Position 685: 0.0001224633687466279
Position 1396: 0.00011309123201241578
Position 1086: 9.722537201169145e-05
Position 509: 9.661223646344383e-05
Position 1727: 9.242078702078827e-05
Position 919: 8.65188097474162e-05
Position 2257: 8.239256845408725e-05
Position 1378: 5.2124156476467753e-05
Position 418: 4.650745147139939e-05
Position 1365: 4.573253865216995e-05
Position 999: 4.258497634710574e-05
Position 1970: 3.964123407431441e-05
Position 219: 3.7188288626846134e-05
Position 1646: 2.4664454909251452e-05
Position 359: 2.4297341321094047e-05
Position 155: 2.3695334909602078e-05
Position 101: 2.2160810254030938e-05
Position 884: 2.0384618419216064e-05
Position 1067: 1.638164402189744e-05
Position 1871: 1.551679111129778e-05
Position 956: 1.4827546803484743e-05
Position 1843: 1.4593684703975767e-05
Position 1001: 9.748224420865738e-06
Position 621: 7.835920090182013e-06
Position 1055: 7.2113415821350325e-06
Position 810: 6.9407548353530334e-06
Position 1996: 5.798889617718636e-06
Position 106: 5.702296385526667e-06
Position 1005: 5.108613473985716e-06
Position 1371: 4.940840074985172e-06
Position 1176: 4.817670490088699e-06
Position 1415: 4.6105777267388646e-06
Position 732: 4.469461490422075e-06
Position 1070: 4.235241107686777e-06
Position 2159: 4.1531930136282616e-06
Position 581: 3.73022860644936e-06
Position 760: 3.333659624137566e-06
Position 529: 2.968317542774986e-06
Position 319: 2.9595437443559276e-06
Position 561: 2.8904133179175025e-06
Position 2035: 2.6584313396781372e-06
Position 390: 2.5611103475432788e-06
Position 134: 2.2426080048052375e-06
Position 1217: 2.2045915907800875e-06
Position 1052: 1.8896989843671284e-06
Position 120: 1.8054853782195325e-06
Position 2012: 1.7655350370422e-06
Position 870: 1.5813817143065566e-06
Position 1903: 1.4067410435473228e-06
Position 1978: 9.740501740587257e-07
Position 890: 9.680107013153216e-07
Position 567: 9.381602398453675e-07
Position 66: 9.305625786482818e-07
Position 1988: 7.971675803550136e-07
Position 331: 6.878663692643073e-07
Position 1150: 6.197857082492221e-07
Position 2083: 3.9631210217511843e-07
Position 2032: 2.7309591800315127e-07
Position 2029: 2.3474517152636603e-07
Position 2061: 9.383347018076714e-08
Position 2174: 7.299954969716242e-08
Position 2171: 7.21790188610525e-08
Position 2123: 5.253778535622108e-08
Position 2186: 2.3284928756048642e-08
Position 306: 2.1912710659945587e-08
Position 616: 1.4963238473955942e-08
Position 1092: 6.1750006691158115e-09
Position 376: 1.510125723623573e-09
Position 267: 4.384929721500533e-10
Position 152: 4.3071219911886993e-10
Position 394: 3.0536826460541797e-10
Position 293: 8.66428365759265e-11
Position 286: 7.855114610383772e-11
Position 123: 1.9467873818957295e-11
Position 282: 1.991764959045961e-12
Position 270: 1.4343422512433203e-12
Position 112: 5.435157646922454e-14
Position 273: 1.530162441558494e-14
Position 261: 3.9669230236219235e-15
