Gene = Tsp68C
index = 1573
Annotated 5SS: [262]
Annotated 3SS: [358]
SMsplice 5SS: [262]
SMsplice 3SS: [358]
top_k =  1000
Partition function (log Z): -6.078964679729349

Sorted 5' Splice Sites (High to Low Probability):
Position 262: 0.9811329880206174
Position 692: 0.040609368221635814
Position 377: 0.015876796818533535
Position 121: 0.006387613002962828
Position 539: 0.005948878849773029
Position 1163: 0.003903087390796315
Position 199: 0.0024345145203783698
Position 310: 0.0021451833835204053
Position 764: 0.0020581466762233614
Position 279: 0.0016069325755527413
Position 285: 0.001431816827970595
Position 1464: 0.001427515556296295
Position 245: 0.001287764149010737
Position 769: 0.0011184533323132097
Position 1503: 0.0009547706658777475
Position 83: 0.0009364439547240735
Position 700: 0.0008388722593915143
Position 1021: 0.0004979179759804919
Position 543: 0.0004973315743079882
Position 288: 0.0004647533044137093
Position 1281: 0.00042868250652171026
Position 1533: 0.0004200246612880464
Position 498: 0.0004198603660594872
Position 71: 0.0003951729250825966
Position 266: 0.00033445738255872176
Position 161: 0.0003296798197212121
Position 1009: 0.00028374253549943464
Position 172: 0.00020460584012342564
Position 387: 0.00018290889660709268
Position 1542: 0.00016653871578410339
Position 1521: 0.00011488878936341551
Position 1423: 8.064376260672907e-05
Position 854: 8.029775508394453e-05
Position 380: 7.286140656372613e-05
Position 626: 7.201408852488665e-05
Position 864: 5.0193315018761475e-05
Position 315: 4.88230772648119e-05
Position 1518: 4.05982090339615e-05
Position 146: 3.874750384891205e-05
Position 817: 3.798516696979668e-05
Position 25: 3.778094561047725e-05
Position 1507: 3.616779577179284e-05
Position 936: 3.3161131939995655e-05
Position 777: 2.9660299014890777e-05
Position 1479: 2.9450297147484425e-05
Position 156: 2.8243755767641538e-05
Position 38: 2.723706406785302e-05
Position 605: 2.5378709853900324e-05
Position 780: 2.4835501948329024e-05
Position 52: 1.8064910725014806e-05
Position 599: 1.7447147909172117e-05
Position 1274: 1.7051667549690675e-05
Position 792: 1.4625894470329849e-05
Position 719: 1.3985907776229633e-05
Position 602: 1.2115393630657673e-05
Position 255: 8.837070655848131e-06
Position 631: 8.69161066187198e-06
Position 363: 6.634255427836021e-06
Position 1297: 6.608387306805525e-06
Position 518: 4.451521430153372e-06
Position 127: 4.277206093154914e-06
Position 1300: 4.025758522139791e-06
Position 1385: 4.00991368549817e-06
Position 1321: 3.9500493931942e-06
Position 318: 3.832910034659167e-06
Position 649: 2.7804184393365226e-06
Position 232: 2.7274292724702805e-06
Position 215: 2.469332866946063e-06
Position 736: 1.6715604109276014e-06
Position 1481: 8.865577520357878e-07
Position 536: 2.1871146685389648e-08
Position 870: 8.520826889464874e-09
Position 1073: 7.462564006891373e-09
Position 555: 5.52654943748339e-09
Position 1044: 3.860709698711877e-09
Position 500: 4.785152717422994e-10
Position 1139: 3.5257027181750215e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 358: 0.9096555368835432
Position 429: 0.0945980145217623
Position 763: 0.050021409020528054
Position 1236: 0.0038144090188037493
Position 1597: 0.003464661019269103
Position 829: 0.00324925938040012
Position 706: 0.0016447377505395266
Position 172: 0.0014846368807626016
Position 1341: 0.000743389907388828
Position 940: 0.0006957945659383805
Position 306: 0.0006379407495448271
Position 880: 0.0006150025862656452
Position 1269: 0.0006063553369119957
Position 1560: 0.0005790096201398697
Position 491: 0.0005194699722490662
Position 672: 0.000506373711458921
Position 386: 0.0004840153487358078
Position 677: 0.0003527931165844767
Position 1125: 0.0002354274007555266
Position 1144: 0.00020171217432489346
Position 1640: 0.00019467446175412746
Position 180: 0.00018324237390957308
Position 380: 0.00015219320260739108
Position 1241: 0.000133808554894061
Position 916: 0.00011943069769292419
Position 315: 0.00011671876089859522
Position 472: 0.0001094201005038662
Position 447: 9.105572085771612e-05
Position 1266: 8.751331213329974e-05
Position 318: 7.990950870842925e-05
Position 966: 7.507701416165176e-05
Position 1021: 6.501124890237059e-05
Position 310: 4.9528460094266164e-05
Position 1521: 4.7836859937371915e-05
Position 1651: 4.170603163658268e-05
Position 1347: 2.6151981513176698e-05
Position 730: 2.4822723721205954e-05
Position 733: 1.6094825740404786e-05
Position 555: 1.2236136646339573e-05
Position 1542: 1.1045910531478977e-05
Position 736: 9.266714645358838e-06
Position 1503: 6.166960130509896e-06
Position 92: 5.672215829636028e-06
Position 293: 3.2813039155225314e-06
Position 83: 3.2772273568048828e-06
Position 1281: 2.7556119044666287e-06
Position 1026: 2.6992065569984994e-06
Position 688: 2.5976019924024414e-06
Position 1044: 2.5663302490858915e-06
Position 1518: 2.5155353113702133e-06
Position 1500: 2.455886569012223e-06
Position 1428: 2.2779297332991547e-06
Position 279: 1.7759596654863884e-08
Position 266: 2.976675442739342e-09
Position 76: 1.986465293331983e-09
Position 285: 1.226618751372756e-09
Position 843: 9.353642006591313e-10
Position 459: 1.5734744124842205e-13
