Gene = nuf
index = 1825
Annotated 5SS: [38084 39237 39441 40243 40456]
Annotated 3SS: [38957 39305 39785 40306 41056]
SMsplice 5SS: [  722  9231  9578  9938 22334 39441 40243 40456]
SMsplice 3SS: [ 9074  9294  9868 22218 39305 39785 40306 41056]
top_k =  1000
Partition function (log Z): 12.385466288605445

Sorted 5' Splice Sites (High to Low Probability):
Position 22334: 0.9996129231615426
Position 9578: 0.994009517215894
Position 39441: 0.9926427047045104
Position 9231: 0.9904600153751093
Position 40243: 0.9844171102206098
Position 40456: 0.9696769873962309
Position 12783: 0.705565970832746
Position 722: 0.7049373424286202
Position 9938: 0.4884963909220969
Position 12975: 0.42052385376049456
Position 7117: 0.24943883432654632
Position 26015: 0.2467767175067003
Position 10447: 0.20677032055425307
Position 1966: 0.14851466193109306
Position 10797: 0.13877467301603255
Position 395: 0.13850472229661429
Position 14055: 0.12972535723403902
Position 12603: 0.1220872515613578
Position 4766: 0.12103861172542929
Position 13813: 0.12092662506031489
Position 2312: 0.11751874546102159
Position 21363: 0.1063650153074179
Position 13526: 0.09518948534138387
Position 106: 0.09135479163901185
Position 12932: 0.07860634078925645
Position 39627: 0.07852907012979381
Position 40766: 0.06738069596595525
Position 41926: 0.05929779991547282
Position 6405: 0.055258167644797546
Position 13780: 0.051681244647536304
Position 41182: 0.04979032936698844
Position 7139: 0.04416178245814017
Position 3095: 0.04082277358930587
Position 1409: 0.037615038690684714
Position 13172: 0.036318480753327116
Position 2562: 0.033009049164158324
Position 11567: 0.032114131419383005
Position 5780: 0.029584342011699048
Position 937: 0.027035098747683506
Position 1939: 0.0261900194506836
Position 39623: 0.025705226810306493
Position 41005: 0.023911013713429317
Position 569: 0.023411304821022758
Position 1962: 0.022417286495626913
Position 567: 0.02137134161026886
Position 40887: 0.02024253250698245
Position 565: 0.019300212481992995
Position 13382: 0.01887069777795919
Position 13835: 0.018784044271324917
Position 3573: 0.01852358262397416
Position 3595: 0.01650597353576514
Position 40964: 0.015561574307167696
Position 14716: 0.015159003855849465
Position 40247: 0.014555533175475806
Position 40640: 0.013300051447559597
Position 40894: 0.012369662957121203
Position 5552: 0.011237426524879893
Position 10026: 0.01120038196930192
Position 252: 0.010067742023026453
Position 8289: 0.009632711093350834
Position 561: 0.009151007509897398
Position 3399: 0.008394507600684314
Position 40821: 0.008251290357970936
Position 13397: 0.0074274799760101476
Position 40460: 0.007218194708853111
Position 563: 0.006950663649664189
Position 7635: 0.00679117177960325
Position 7888: 0.006418349896395445
Position 1970: 0.005655764951475299
Position 40849: 0.005488356330628614
Position 7688: 0.005349490079248292
Position 41729: 0.005194566528718421
Position 7699: 0.0051564836485629845
Position 9602: 0.004789969236079184
Position 10424: 0.003990506972441643
Position 10898: 0.0037888323592437808
Position 13503: 0.0037071123190052487
Position 12325: 0.003258847735594924
Position 11709: 0.003226074955030844
Position 6722: 0.00317726910078366
Position 25770: 0.003150905123907819
Position 10206: 0.0029669457641966226
Position 41316: 0.002248181687393914
Position 10835: 0.0021231995500605315
Position 1136: 0.001925079453252104
Position 10052: 0.0018422486698326983
Position 387: 0.0017965472639647777
Position 13003: 0.001776219902716061
Position 11560: 0.0017749814171883257
Position 7735: 0.0017426939716323256
Position 22895: 0.0016950943230354069
Position 12711: 0.0015445397004631848
Position 22920: 0.0015250808744998964
Position 4023: 0.0014866643880398552
Position 22678: 0.001384595282848216
Position 40503: 0.0013638119176982754
Position 22674: 0.0012569211143607863
Position 12684: 0.0011034509555750628
Position 12270: 0.000986826010844106
Position 2370: 0.0009409572282154737
Position 24963: 0.0009249769089389622
Position 13157: 0.0008876440137228688
Position 42005: 0.0008730127110726932
Position 22861: 0.0008498962527355323
Position 9225: 0.0008379146961222501
Position 41559: 0.0007987876716552213
Position 238: 0.0007532561383834569
Position 9813: 0.0007440943801815566
Position 10689: 0.0006865375436738575
Position 138: 0.0006670806329070981
Position 40627: 0.000644081411136325
Position 40962: 0.0005883227646241414
Position 579: 0.0005820460122431918
Position 1200: 0.0005764142878271832
Position 3465: 0.0005698417185366293
Position 393: 0.0005334307188080663
Position 9365: 0.0005194580369929608
Position 1454: 0.000511248004274697
Position 5347: 0.0004949590482626343
Position 1127: 0.0004839480931037195
Position 14039: 0.0004799591258550765
Position 1575: 0.00047698123370250236
Position 3525: 0.00047355336108839154
Position 1894: 0.00046073422518988597
Position 10176: 0.00041718037149456744
Position 40629: 0.0003829153696036537
Position 96: 0.0003606478187229506
Position 40835: 0.0003539232276308682
Position 40619: 0.00032828788445526957
Position 125: 0.00031213846974072044
Position 10498: 0.0003086915590958315
Position 10159: 0.00027650248844610873
Position 10481: 0.0002716414992233953
Position 40476: 0.0002701002834084544
Position 40644: 0.0002605637504571471
Position 780: 0.00025614476954658404
Position 41518: 0.00024688209683661455
Position 3614: 0.0002458779887158383
Position 11396: 0.0002439036302106872
