Gene = comm2
index = 1653
Annotated 5SS: [649]
Annotated 3SS: [1389]
SMsplice 5SS: [649]
SMsplice 3SS: [1389]
top_k =  1000
Partition function (log Z): -5.767573808396779

Sorted 5' Splice Sites (High to Low Probability):
Position 649: 0.9941455960133321
Position 1964: 0.0036984686112175352
Position 1288: 0.0031343689701449004
Position 182: 0.0030124001165746025
Position 1310: 0.002981470738372741
Position 346: 0.002639903743370538
Position 107: 0.0016071311659678887
Position 2056: 0.0009441000075948524
Position 549: 0.0008900555813125675
Position 1232: 0.0006789264354464733
Position 1958: 0.0005497498195470744
Position 527: 0.00047642931180515673
Position 34: 0.000429182990704931
Position 480: 0.000422428636989363
Position 653: 0.00040642255354315086
Position 1127: 0.0003810678137423678
Position 1181: 0.00029817745699097013
Position 38: 0.0002929433969161124
Position 617: 0.000268859239768538
Position 851: 0.0002647530502231739
Position 1491: 0.00012780643359668897
Position 1573: 0.00011833981268327619
Position 1875: 0.00010307593650318258
Position 591: 9.349617841116253e-05
Position 1817: 8.868671632143221e-05
Position 420: 8.351696647030036e-05
Position 694: 7.17873473026654e-05
Position 626: 7.019556646783369e-05
Position 1026: 6.704920862388507e-05
Position 896: 6.516567932783046e-05
Position 1004: 5.2456293565833833e-05
Position 910: 5.120073183936305e-05
Position 101: 5.110281488566436e-05
Position 292: 4.9004159327447916e-05
Position 2091: 4.3212001183182186e-05
Position 1165: 4.002719679458604e-05
Position 1761: 3.99044811999308e-05
Position 1330: 3.6726925688519646e-05
Position 1473: 3.4597059948641904e-05
Position 2074: 2.739934409296695e-05
Position 1970: 1.938142701889161e-05
Position 922: 1.934340600275731e-05
Position 1054: 1.887772678073957e-05
Position 679: 1.8239371520798036e-05
Position 109: 1.7070704809891213e-05
Position 704: 1.6633435904690075e-05
Position 6: 1.5472054045619668e-05
Position 32: 1.5409294462030545e-05
Position 2147: 1.5097250715183341e-05
Position 1547: 1.4654544395464395e-05
Position 256: 1.3948903813221883e-05
Position 1075: 1.3631551717515075e-05
Position 2016: 1.276983990741383e-05
Position 1770: 1.2370137820405264e-05
Position 929: 9.665175198575396e-06
Position 1154: 8.912487418675752e-06
Position 990: 8.327837472789315e-06
Position 806: 6.833008174270246e-06
Position 1051: 6.654696593801207e-06
Position 1428: 6.614503822314928e-06
Position 382: 6.472997830358987e-06
Position 993: 5.095201928151673e-06
Position 868: 5.0112399917254095e-06
Position 1304: 4.959019317685894e-06
Position 963: 4.2736153936871515e-06
Position 958: 3.493674172256107e-06
Position 521: 2.892482754199546e-06
Position 42: 2.66191008023141e-06
Position 501: 2.583602526253716e-06
Position 750: 2.5164978475547412e-06
Position 2122: 2.0812969035794436e-06
Position 1058: 1.8806700047022387e-06
Position 499: 1.6897839655972462e-06
Position 1011: 1.5052203390374054e-06
Position 1922: 1.5002137159907894e-06
Position 2029: 1.3953046870902933e-06
Position 564: 1.3445421883942908e-06
Position 2120: 1.2290079237754564e-06
Position 10: 1.211518906075935e-06
Position 551: 1.1623281716502207e-06
Position 1461: 1.1304525838681866e-06
Position 1374: 1.0554530744933305e-06
Position 1696: 7.875915011399507e-07
Position 2162: 4.994985549112069e-07
