Gene = Gr23a
index = 1196
Annotated 5SS: [1982 2198]
Annotated 3SS: [2038 2252]
SMsplice 5SS: [ 870 2198]
SMsplice 3SS: [2038 2252]
top_k =  1000
Partition function (log Z): -5.48494170618382

Sorted 5' Splice Sites (High to Low Probability):
Position 870: 0.928434126046839
Position 2198: 0.8923499404815971
Position 1982: 0.23565535975142526
Position 859: 0.04216794488388156
Position 1610: 0.036054816901761606
Position 1574: 0.02685126365331481
Position 1055: 0.02223429820746128
Position 1481: 0.02130250313520179
Position 1263: 0.01167015200860889
Position 2108: 0.006828668238737397
Position 2229: 0.006807218644898182
Position 408: 0.006705616038133269
Position 874: 0.0056967034873858955
Position 1493: 0.0043523583827958165
Position 1486: 0.0035407797145099104
Position 1768: 0.0029179800160860085
Position 2202: 0.002572468662611231
Position 2193: 0.0021268493385196547
Position 1265: 0.002006511328014267
Position 1622: 0.001944170665801119
Position 438: 0.0015906812080811125
Position 341: 0.0013834983796799927
Position 1438: 0.0012806346232747089
Position 28: 0.001241143317301667
Position 1015: 0.0011953817291708438
Position 1928: 0.0008961070204869064
Position 1227: 0.0008473767216557593
Position 1727: 0.0007323905380546836
Position 387: 0.0006793211476923502
Position 173: 0.00057417851389454
Position 2072: 0.0005740122750501603
Position 2003: 0.00048460025488300247
Position 1524: 0.0004843489889077913
Position 39: 0.0004444793178094964
Position 485: 0.00039530488665459254
Position 1213: 0.00030345355691711737
Position 1240: 0.00027702422841815685
Position 1466: 0.0002593852855113492
Position 656: 0.0002474240875797873
Position 1772: 0.00021891775833021699
Position 63: 0.00021352207716237025
Position 1993: 0.00021001631736524974
Position 998: 0.00017133560809166833
Position 953: 0.00015877329376703123
Position 725: 0.00015445631329189132
Position 1953: 0.00011745479494690224
Position 1451: 0.000117230022285201
Position 1355: 0.00010902306551410589
Position 1337: 0.00010592619694949018
Position 777: 0.00010282883945412386
Position 1210: 0.00010232002800678887
Position 1417: 9.684143487047241e-05
Position 1094: 9.652531423574406e-05
Position 1601: 8.980497761736111e-05
Position 454: 8.368087575529182e-05
Position 1962: 7.871390975693666e-05
Position 1862: 7.041288930448269e-05
Position 218: 6.644644050139711e-05
Position 86: 5.800936202093011e-05
Position 51: 5.2484456715002515e-05
Position 1219: 4.506623858317993e-05
Position 1820: 4.436203487175702e-05
Position 14: 4.3204671622631006e-05
Position 1495: 3.921919818582923e-05
Position 992: 3.9173950964553095e-05
Position 2023: 3.399198520961011e-05
Position 392: 3.355323409445176e-05
Position 1166: 3.2333746591034347e-05
Position 2196: 2.6788924943334064e-05
Position 400: 2.6384625814649505e-05
Position 504: 2.594269792654107e-05
Position 608: 2.5041562171532548e-05
Position 1702: 2.197386136029491e-05
Position 2068: 2.0741555389785855e-05
Position 1139: 1.9637243584834884e-05
Position 222: 1.6824532803344667e-05
Position 2150: 1.548877211094251e-05
Position 940: 1.2451340617974784e-05
Position 192: 1.2302915894466153e-05
Position 132: 1.1774881883570428e-05
Position 317: 9.974037631596032e-06
Position 1252: 7.898996003118735e-06
Position 2112: 5.9671292684957505e-06
Position 600: 5.657659795315158e-06
Position 449: 5.559075416649919e-06
Position 2172: 5.4884971163265365e-06
Position 447: 4.812580550831698e-06
Position 1118: 4.246880103131896e-06
