Gene = Spn28Dc
index = 1515
Annotated 5SS: [779]
Annotated 3SS: [1649]
SMsplice 5SS: [779]
SMsplice 3SS: [1649]
top_k =  1000
Partition function (log Z): -9.933619596586226

Sorted 5' Splice Sites (High to Low Probability):
Position 779: 0.765275298573425
Position 454: 0.1047281376409843
Position 720: 0.036707036378104206
Position 108: 0.02821190483614206
Position 1580: 0.02460199005993195
Position 947: 0.02299386878823268
Position 1346: 0.01715769512440548
Position 1177: 0.011811781194182035
Position 884: 0.010890180515696722
Position 1039: 0.010350713204324725
Position 1350: 0.010102976532508882
Position 1181: 0.010092111962563672
Position 1173: 0.008271564353782167
Position 1231: 0.0074017998737399325
Position 960: 0.004351918921130238
Position 409: 0.0027647191319478026
Position 333: 0.0018624952949734266
Position 923: 0.0018059034611202574
Position 252: 0.0015216258045603014
Position 1021: 0.0014524273539297985
Position 835: 0.0014126109814738726
Position 30: 0.0013143176438904036
Position 1114: 0.0008801978544894385
Position 709: 0.00047458755653781464
Position 276: 0.0004256034049489423
Position 411: 0.0003149384332142663
Position 587: 0.00027874337571398886
Position 1502: 0.00025956779138035804
Position 967: 0.00024893660895574244
Position 1192: 0.00022679816569876898
Position 2053: 0.0001968910247364809
Position 1338: 0.00019350537700151712
Position 846: 0.00018211551740428044
Position 1024: 0.00017938789705039166
Position 1946: 0.00017864375963604846
Position 39: 0.00012762721451917361
Position 549: 0.00012299810572714305
Position 2173: 0.00012033885543373422
Position 1260: 0.00010490315641029029
Position 117: 8.448370225991531e-05
Position 486: 7.052555319593499e-05
Position 1185: 6.16857879154281e-05
Position 529: 6.05595588835613e-05
Position 375: 4.287889005742067e-05
Position 124: 4.003004805090376e-05
Position 2169: 3.197176888291854e-05
Position 308: 2.955157504218497e-05
Position 1308: 2.8776666308526725e-05
Position 894: 2.7639945899203776e-05
Position 2025: 2.5228955513570213e-05
Position 1943: 2.4399587423796344e-05
Position 740: 1.927129791925132e-05
Position 1010: 1.877233606762098e-05
Position 1244: 1.7785870316446708e-05
Position 1100: 1.2734708898689388e-05
Position 2559: 8.401268801724589e-06
Position 523: 7.199897768027463e-06
Position 539: 2.271274766795191e-06
Position 142: 1.12644945684467e-06
Position 112: 7.536634163426895e-07
Position 569: 4.029740186228427e-07
Position 1003: 4.018235906177495e-07
Position 542: 3.947247763686888e-07
Position 48: 3.4247197321421403e-07
Position 119: 3.1063712254957263e-07
Position 1008: 1.9896344828806068e-07
Position 41: 3.291481865699431e-08
Position 43: 2.896090382690336e-08
Position 1098: 2.6248859002069576e-08
Position 80: 1.2297479741475547e-08
Position 34: 3.550347876252225e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1649: 0.6849113722337794
Position 1456: 0.1461738198191694
Position 1513: 0.07414783771318566
Position 778: 0.03108864387014898
Position 1547: 0.027803405357096595
Position 1103: 0.026976716820155604
Position 521: 0.02087879855281886
Position 1686: 0.011749995586212208
Position 574: 0.009804171613573224
Position 1145: 0.008014967258925598
Position 1502: 0.00744505404387643
Position 1598: 0.0070837703278565384
Position 1337: 0.004311404130191011
Position 1328: 0.0031306410582003295
Position 1836: 0.002220804495935398
Position 959: 0.0019642737523366096
Position 605: 0.001892473545207746
Position 1479: 0.0018682569475063037
Position 1059: 0.0017453931986867015
Position 1263: 0.0017143101432949088
Position 529: 0.001342712048281608
