Gene = PGRP-LC
index = 1355
Annotated 5SS: [5803 6258 6951]
Annotated 3SS: [6089 6798 7017]
SMsplice 5SS: [  57 4320 6650 6951 7936]
SMsplice 3SS: [3354 6089 6798 7748 7997]
top_k =  1000
Partition function (log Z): 1.022580273520826

Sorted 5' Splice Sites (High to Low Probability):
Position 7936: 0.9581156468689211
Position 4320: 0.9555292719443313
Position 6951: 0.953018112576249
Position 6650: 0.6293240554457813
Position 6258: 0.5646757194584592
Position 57: 0.4416918127936027
Position 5803: 0.4093511263959533
Position 75: 0.3434005742625657
Position 759: 0.23314988339828646
Position 8480: 0.1969471001778355
Position 6315: 0.14810759739113813
Position 308: 0.14304538721830046
Position 2234: 0.11779105018084225
Position 8363: 0.11452556478915475
Position 8774: 0.1130959548089655
Position 8167: 0.1046931637867123
Position 1780: 0.08664696126153504
Position 4470: 0.08081035851479271
Position 4705: 0.05849707857143878
Position 4744: 0.0488668205319671
Position 4011: 0.044327333178880234
Position 1692: 0.04133946337739817
Position 8440: 0.0390028996938528
Position 942: 0.03843011464075049
Position 6461: 0.02175516214303288
Position 7427: 0.021081933847843085
Position 3567: 0.01579130397732499
Position 32: 0.013531227178445083
Position 7894: 0.013442247435990602
Position 9084: 0.013063684642813432
Position 415: 0.010690753414556069
Position 7187: 0.00998824478539212
Position 991: 0.009708221240197061
Position 2353: 0.009692285978766264
Position 8408: 0.009441795599650176
Position 9370: 0.009214357055071844
Position 79: 0.008088877755506688
Position 7713: 0.007952203770353359
Position 3572: 0.007836944176013477
Position 6449: 0.006291443246387767
Position 2588: 0.006053467997763975
Position 9090: 0.005694974563840019
Position 6615: 0.005618451654000676
Position 6645: 0.0051794741311196706
Position 7608: 0.005156394518018123
Position 5135: 0.004931314384833808
Position 6496: 0.004888095469143183
Position 6424: 0.004394618237645777
Position 2582: 0.0040336514402973716
Position 712: 0.003935623034782632
Position 2225: 0.003867439490224273
Position 6482: 0.003786739210547371
Position 8098: 0.0037442331338097606
Position 5290: 0.0034421888960489075
Position 8064: 0.00329984573348493
Position 5681: 0.0031539986435948813
Position 5940: 0.0029654460025401084
Position 7925: 0.002772951108786976
Position 8779: 0.0027177478378594125
Position 7718: 0.0022459337461352225
Position 1701: 0.0020310000860178207
Position 557: 0.0019435031046424074
Position 7822: 0.0018613101699752794
Position 8602: 0.0017795225128280268
Position 7166: 0.0017332755832432957
Position 2628: 0.0016693361108290686
Position 8248: 0.0016022770374375358
Position 6185: 0.0015458612568298624
Position 1726: 0.0013656756106065833
Position 2095: 0.0013188381412044055
Position 7577: 0.0012765124522685321
Position 3233: 0.0012617575995510068
Position 1481: 0.0011916859316015772
Position 5796: 0.0011817186791744053
Position 1128: 0.000980502450528342
Position 8650: 0.0009470490426475835
Position 771: 0.0009184942866987486
Position 8161: 0.0008609689364250024
Position 4770: 0.000844466565612519
Position 4682: 0.0008172348796170617
Position 2991: 0.0007460307464075269
Position 98: 0.0007032886739480131
Position 6207: 0.0006966291392468668
Position 6733: 0.0006800540165509434
Position 4863: 0.0006681410635528278
Position 1179: 0.0006334217222050602
Position 7844: 0.0006241181452558992
Position 9041: 0.0005709106758536399
Position 2178: 0.0005702228305184249
Position 4454: 0.0005314645412878719
Position 6176: 0.0004993086342033682
Position 1824: 0.00048185246145219347
Position 3511: 0.0004737077826098538
Position 8721: 0.0004721908479231612
Position 4474: 0.00045932854294815416
Position 1307: 0.0004555260464398621
Position 8785: 0.00044712312796590806
Position 9000: 0.0004435643285014675
Position 7122: 0.0004373846394111737
Position 4959: 0.0004217289829842808
Position 8082: 0.0004147780150691314
Position 1433: 0.0003872829694014742
Position 5148: 0.0003736157639878998
Position 5335: 0.0003411981161031254
Position 312: 0.00030064894922723353
Position 610: 0.00029961097797335303
Position 6422: 0.00028349256343495797
Position 1314: 0.0002646707379711697
Position 5887: 0.0002632056893550682
Position 5077: 0.0002590254412960122
Position 8442: 0.0002366072488260271
Position 1799: 0.00023171380006430515
Position 5735: 0.00022002355493859255
Position 5738: 0.0002166219674616937
Position 5605: 0.00021493307756640281
Position 5282: 0.0002138347005281236
Position 9362: 0.0002086184387111851
Position 3025: 0.0002070607313349762
Position 1208: 0.00019298196088376443
Position 1801: 0.00018834876206752672
Position 4311: 0.00018469151735210886
Position 5469: 0.00016842508920544494
Position 8227: 0.00016214179175870851
Position 8492: 0.0001468001121576832
Position 346: 0.00013444490002060362
Position 6179: 0.00013172861192281703
Position 8484: 0.00011353217110295468
Position 755: 0.00011141539816462661
Position 2008: 9.836103411814229e-05
Position 5562: 9.587296659506425e-05
Position 2219: 9.518270405919888e-05
Position 1760: 8.600248515962915e-05
Position 809: 8.500913330682548e-05
Position 119: 7.896798979387305e-05
Position 1784: 7.566599153312438e-05
Position 996: 7.319419033153576e-05
Position 4837: 7.001169534780592e-05
Position 9043: 6.962443147299643e-05
Position 8113: 6.249218565030932e-05
Position 248: 6.126600655447644e-05
Position 602: 4.696199145534006e-05
Position 981: 4.574239333267205e-05
Position 9286: 4.225894549845976e-05
Position 5306: 3.879592096078325e-05
Position 4128: 3.683403833305822e-05
Position 5104: 3.476428696982591e-05
Position 116: 3.470233998059098e-05
Position 423: 3.2579179863684765e-05
Position 250: 2.963303073647996e-05
Position 4420: 2.869156985112068e-05
Position 1197: 2.6004183031833027e-05
Position 1182: 2.411056188754382e-05
Position 2980: 1.7267953427561398e-05
Position 193: 1.579376907159284e-05
Position 7147: 1.5504730819713336e-05
Position 7118: 1.2841736142352602e-05
Position 1152: 1.2392164339594744e-05
Position 657: 7.929584584211503e-06
Position 1055: 7.446810135354046e-06
Position 618: 6.029797653421306e-06
