Gene = mex1
index = 1788
Annotated 5SS: [1285]
Annotated 3SS: [1563]
SMsplice 5SS: [ 136  973 1285]
SMsplice 3SS: [ 246 1099 1563]
top_k =  1000
Partition function (log Z): -0.7549173513200521

Sorted 5' Splice Sites (High to Low Probability):
Position 136: 0.9620838619592964
Position 1285: 0.916623678267432
Position 973: 0.46679455758407795
Position 462: 0.08174120576843781
Position 312: 0.024239915640181145
Position 2075: 0.01690235279045513
Position 513: 0.012787099202448011
Position 1959: 0.00615874483614387
Position 1756: 0.004530944985399332
Position 802: 0.0037370881462992275
Position 291: 0.0036937210959686767
Position 502: 0.003486848437517259
Position 355: 0.003466636505661533
Position 1721: 0.00258037560493358
Position 1018: 0.0025802836184045837
Position 1688: 0.0021938784538018674
Position 300: 0.0017263726559991846
Position 254: 0.001712998594050601
Position 920: 0.0016661992797040125
Position 738: 0.0015827828764502592
Position 441: 0.0011749152468975017
Position 125: 0.0010660503685369698
Position 481: 0.0008964344290156706
Position 1700: 0.0007660642489344621
Position 2067: 0.0007383607464744313
Position 173: 0.0007283282586111275
Position 687: 0.000576783016770752
Position 1942: 0.0005455427993209618
Position 1274: 0.0005346974813527369
Position 641: 0.00040174209620958204
Position 2031: 0.00039594878620382787
Position 1986: 0.0003398619556263627
Position 1277: 0.0003262938345362251
Position 1149: 0.0003209323087903041
Position 1410: 0.00029426214047386024
Position 982: 0.00029413597838194285
Position 1021: 0.00028424798399137867
Position 1033: 0.00028091997355796886
Position 1190: 0.0002593469915106558
Position 1356: 0.0002326666435757382
Position 1299: 0.00020777625781668153
Position 99: 0.0002012522987030643
Position 2093: 0.0001929081316419102
Position 509: 0.00018175768933908104
Position 2058: 0.0001795937463779376
Position 1185: 0.00010799173934738295
Position 1435: 9.489607891980666e-05
Position 837: 9.366010454928238e-05
Position 957: 8.844075288375148e-05
Position 288: 8.0759148680375e-05
Position 1852: 7.83753338227909e-05
Position 539: 7.429770879387106e-05
Position 1996: 7.263132488439359e-05
Position 1655: 6.584515321808605e-05
Position 2101: 6.411697391686214e-05
Position 790: 5.968037734745524e-05
Position 1136: 3.992940365981917e-05
Position 1153: 3.8421908644314735e-05
Position 1874: 3.7348684318325166e-05
Position 279: 3.263306911523397e-05
Position 1628: 2.9431952129445575e-05
Position 140: 2.7654707608959908e-05
Position 781: 2.6145199042550736e-05
Position 1289: 2.4557463075875797e-05
Position 506: 1.4966625659937035e-05
Position 1248: 1.4680811735271375e-05
Position 1809: 1.3930026995326012e-05
Position 894: 6.825927088643565e-06
Position 1968: 6.486693816919049e-06
Position 1885: 5.806413017711477e-06
Position 793: 4.521327743828794e-06
Position 805: 4.386858631136749e-06
Position 85: 3.5528464309194616e-06
Position 1643: 2.9014786609931904e-06
Position 1625: 2.43133090459501e-06
Position 1914: 2.0135752696847762e-06
Position 1622: 1.4039776358828278e-06
Position 1946: 7.172243025416675e-07
Position 205: 5.90741840272417e-07
Position 235: 5.417745526665136e-07
Position 114: 9.697447370891181e-08
Position 722: 5.5187629971214464e-08
Position 546: 2.4383236651922524e-08
Position 772: 1.7398913413507403e-09
Position 1525: 3.411362346619691e-10
Position 549: 2.0880472196876113e-10
Position 1847: 1.2121347684613505e-10
Position 1601: 1.5532317737700104e-11
Position 608: 1.679749735296981e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1563: 0.980437664909977
Position 1099: 0.6135360240826463
Position 246: 0.4109892691363852
Position 369: 0.08179431714396773
Position 277: 0.07674224930808728
Position 1048: 0.032377637891956
Position 215: 0.03190788227270707
Position 2150: 0.0275232163432193
Position 565: 0.02448468969857163
Position 865: 0.023592135393970332
Position 1083: 0.020158370630912446
Position 321: 0.020040642062796165
Position 1136: 0.018236502109802624
Position 1543: 0.016007505541672105
Position 347: 0.013792052879487258
Position 1223: 0.013618701373812948
Position 1208: 0.013171499438826896
Position 741: 0.010567135213804197
Position 416: 0.009512757326796214
Position 205: 0.008924847605186794
Position 539: 0.008356966437038562
Position 884: 0.007877866128706357
Position 461: 0.007798765861629742
Position 1123: 0.005563821109338607
Position 1021: 0.005369283456128205
Position 1033: 0.005332987453462138
Position 300: 0.005319940111822841
Position 641: 0.0051094475587964245
Position 722: 0.003797988488007479
Position 948: 0.0037042973407045154
Position 1910: 0.0034648289476653933
Position 1954: 0.003048080456420865
Position 1190: 0.0029122156682157272
Position 248: 0.0025054384898962273
Position 498: 0.002426593955857009
Position 354: 0.0019806057851896853
Position 874: 0.0012885360234930355
Position 253: 0.0012042371301629329
Position 1788: 0.0008933002718889284
Position 805: 0.0008825765803265908
Position 1914: 0.0007591755470900865
Position 441: 0.0006763054655613195
Position 802: 0.0006704111084866671
Position 1373: 0.0006691421419449005
Position 481: 0.0006566401990337618
Position 837: 0.0004871311055563415
Position 920: 0.0004127848439270261
Position 2079: 0.0003803166590944746
Position 1419: 0.0003772898133047779
Position 425: 0.0003598314513986967
Position 2031: 0.00022409390565555172
Position 2083: 0.00020701790010554382
Position 1403: 0.0001850779046803763
Position 1836: 9.573002751251841e-05
Position 502: 8.733479690676851e-05
Position 1360: 8.670572809642589e-05
Position 371: 7.249242121804148e-05
Position 1852: 4.943433880331499e-05
Position 1958: 4.093479844457987e-05
Position 1274: 2.7812896396905546e-05
Position 1489: 2.150319548614124e-05
Position 977: 1.993927601226849e-05
Position 1502: 1.717753607453123e-05
Position 1669: 1.5926361109271096e-05
Position 388: 1.4701166262929562e-05
Position 2126: 1.4172652019603342e-05
Position 2036: 1.1717318021818459e-05
Position 1585: 1.1569159977013553e-05
Position 1731: 1.152089887984293e-05
Position 1844: 6.290407085720861e-06
Position 173: 3.6947420168905555e-06
Position 1426: 3.0659978599158962e-06
Position 2161: 1.6470031596385836e-06
Position 1435: 1.1615699501164375e-06
Position 150: 2.673347127613556e-07
Position 429: 2.2671927368221954e-07
Position 140: 1.030102279020033e-09
Position 413: 3.6659835442574363e-10
