Gene = snsl
index = 1884
Annotated 5SS: [  64 1010 1870]
Annotated 3SS: [ 898 1782 1928]
SMsplice 5SS: [1010 1870]
SMsplice 3SS: [1782 1928]
top_k =  1000
Partition function (log Z): -6.736789165749515

Sorted 5' Splice Sites (High to Low Probability):
Position 1870: 0.9789503567158037
Position 1010: 0.5459020450388335
Position 2069: 0.526756152102324
Position 49: 0.12649568373061898
Position 99: 0.06966321317357517
Position 64: 0.05687396107682779
Position 1449: 0.03313949973381788
Position 496: 0.029925485107945956
Position 292: 0.023440060148205495
Position 1386: 0.022004551550093357
Position 435: 0.021896795469720166
Position 1724: 0.01871071248044908
Position 1440: 0.018602040271197922
Position 1617: 0.016726535509517394
Position 1594: 0.012156947767008295
Position 127: 0.010860978842665304
Position 378: 0.010592284047622143
Position 613: 0.009648951442104816
Position 2540: 0.008768427765679602
Position 178: 0.00732817849067357
Position 123: 0.006427395965955712
Position 1014: 0.005717549956820595
Position 1257: 0.00471379890448329
Position 2516: 0.003797486859981878
Position 850: 0.0037338574403886333
Position 300: 0.0021389517215387936
Position 1658: 0.001649737678919817
Position 1235: 0.001327045088947855
Position 2612: 0.0011973524967458908
Position 2761: 0.000933999683502433
Position 548: 0.0009283368945549417
Position 766: 0.0008565323611397719
Position 2556: 0.0007996455953290449
Position 502: 0.0006784599627809529
Position 31: 0.0005737097942401642
Position 875: 0.0005600649943484948
Position 606: 0.000548842997202067
Position 1243: 0.0004714138103063851
Position 1266: 0.00045920708955693234
Position 337: 0.0004208811940009764
Position 318: 0.0003482668281446202
Position 2543: 0.00031062153457123506
Position 2120: 0.0002560653177994741
Position 2753: 0.00019531802671620907
Position 1381: 0.00016189175985507838
Position 2639: 0.00015855256332973226
Position 596: 0.00015546065625062896
Position 2616: 0.000155424236562575
Position 617: 0.00013374163088550973
Position 2597: 0.0001219662901143868
Position 1880: 9.794394812593889e-05
Position 889: 8.915206774519664e-05
Position 601: 8.260596200654623e-05
Position 789: 8.125039097560051e-05
Position 103: 7.212803069246604e-05
Position 518: 6.985295241983599e-05
Position 182: 6.656777752865325e-05
Position 2734: 6.109200829561583e-05
Position 733: 5.897898020443688e-05
Position 817: 5.894584973454097e-05
Position 259: 5.079387757481726e-05
Position 474: 4.8838104539164084e-05
Position 885: 4.684484038445011e-05
Position 619: 3.779237192635813e-05
Position 621: 3.4453273437278886e-05
Position 663: 3.246804282226101e-05
Position 623: 2.9649709226073676e-05
Position 34: 2.346889047444993e-05
Position 2589: 1.904617234548809e-05
Position 778: 1.533298233380091e-05
Position 538: 1.4199586585661775e-05
Position 526: 1.2804701041445135e-05
Position 2745: 1.1555472238469548e-05
Position 268: 9.37564463360937e-06
Position 1059: 5.861591822403006e-06
Position 627: 4.9588071601237985e-06
Position 1332: 4.749299916258157e-06
Position 1474: 4.439829703407675e-06
Position 1492: 4.048020336631774e-06
Position 746: 3.5684962029613563e-06
Position 524: 3.417220563072799e-06
Position 988: 3.09621407462833e-06
Position 1032: 2.0576477830030944e-06
Position 2253: 1.8691479691937642e-06
Position 535: 1.8103834672850845e-06
Position 298: 1.4273449950110963e-06
Position 2340: 9.661313595279075e-07
Position 1264: 8.118359897592608e-07
Position 2366: 5.061601159109951e-07
Position 2317: 4.2296736592186413e-07
Position 1985: 3.231475770010672e-07
Position 131: 1.2598685305083015e-07
Position 141: 1.2321143086550422e-07
Position 2412: 1.1024992884241944e-07
Position 865: 6.549293469874162e-08
Position 136: 5.7685014317177537e-08
Position 1066: 1.1056796321840454e-08
Position 4: 4.55069724630141e-09
Position 2053: 7.705306413458472e-11
Position 898: 1.0904923239534356e-12
Position 625: 5.677947335946384e-13
Position 529: 1.1250853888005037e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1928: 0.981827965080867
Position 1782: 0.4937316714259752
Position 2119: 0.2822833341174869
Position 1521: 0.13272463268482904
