Gene = RpS13
index = 1448
Annotated 5SS: [122 475]
Annotated 3SS: [346 536]
SMsplice 5SS: [475]
SMsplice 3SS: [536]
top_k =  1000
Partition function (log Z): -6.843834851289379

Sorted 5' Splice Sites (High to Low Probability):
Position 475: 0.9234236593996408
Position 122: 0.2307462582710566
Position 617: 0.08539374144361359
Position 489: 0.044362497258560084
Position 277: 0.04163569985282431
Position 233: 0.0235329447751301
Position 285: 0.021050135801450078
Position 106: 0.014662464227850084
Position 861: 0.013295769002934913
Position 242: 0.011509125848448506
Position 572: 0.008377341202525089
Position 857: 0.004659364725418326
Position 318: 0.004455082427427727
Position 454: 0.0037973926939110156
Position 352: 0.002554842973076388
Position 35: 0.0022533086677156465
Position 236: 0.0013052527475059402
Position 905: 0.0011812130787975305
Position 24: 0.0011662922724056607
Position 332: 0.0011312871816762807
Position 198: 0.001087739597706994
Position 613: 0.0009441112236468581
Position 213: 0.0008637591675446652
Position 864: 0.0007255795048885369
Position 78: 0.0005171411929132909
Position 886: 0.0004791140781033538
Position 721: 0.0004668409287508155
Position 224: 0.00040129967184142107
Position 76: 0.0003801171909413551
Position 1000: 0.0003609277375655488
Position 621: 0.00032919357647596866
Position 103: 0.00032453749931816344
Position 192: 0.00030573660001610644
Position 58: 0.00029543504943975777
Position 246: 0.00025910394809346783
Position 876: 0.00023404422362519923
Position 185: 0.00018616639437054895
Position 183: 0.00017609231916020606
Position 330: 0.0001167528941086272
Position 244: 0.00010735679974740706
Position 833: 0.00010642606557907288
Position 842: 8.862132494588547e-05
Position 976: 8.41412575038248e-05
Position 49: 6.641099756760186e-05
Position 726: 6.505634500571575e-05
Position 156: 5.427356040714158e-05
Position 971: 4.8549747489356435e-05
Position 737: 4.646210029616012e-05
Position 215: 3.700368000177371e-05
Position 811: 3.6667746524902374e-05
Position 649: 3.127184742868582e-05
Position 1097: 3.0336057288114725e-05
Position 785: 2.4855348231248445e-05
Position 506: 2.4680439627338088e-05
Position 973: 1.5639925733704615e-05
Position 158: 8.76166921698705e-06
Position 143: 7.937394857368508e-06
Position 493: 6.580764304713932e-06
Position 339: 5.450542161638353e-06
Position 43: 5.162795077361771e-06
Position 742: 1.3541409511302378e-06
Position 420: 1.3992071286895576e-07
Position 527: 8.131835034850052e-08
Position 511: 4.2527080721742156e-08
Position 496: 3.956635454089935e-08
Position 499: 3.6623364094374525e-08
Position 549: 1.3607692579402556e-09
Position 387: 1.0323048027113871e-09
Position 671: 8.454527871149047e-10
Position 868: 2.2431032872875773e-10
Position 581: 3.580987386099013e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 536: 0.9663088392958413
Position 346: 0.3025706695505418
Position 1000: 0.060985171628993404
Position 956: 0.030916778452087235
Position 379: 0.02585166588074146
Position 301: 0.015697358063230384
Position 1055: 0.010819946589200982
Position 366: 0.006570848277135624
Position 664: 0.003996428050225615
Position 242: 0.003936491874599163
Position 667: 0.003336738134244621
Position 1156: 0.0031171227508943883
Position 706: 0.0029928144299051023
Position 414: 0.0027712082152222457
Position 1105: 0.0025331245542367506
Position 1072: 0.00248483727976234
Position 571: 0.001172775905613533
Position 685: 0.0010982862354470696
Position 595: 0.0007903802417930661
Position 747: 0.00043319072232585014
Position 265: 0.00038578483104601306
Position 857: 0.0002530607864006723
Position 350: 0.00023613328951776398
Position 89: 0.00012802372735546978
Position 1161: 9.784233644701896e-05
Position 694: 7.665354955805256e-05
Position 628: 6.358892899305637e-05
Position 876: 6.0267074908961315e-05
Position 165: 4.090595375422433e-05
Position 775: 3.9212351651988544e-05
Position 613: 1.3313994642470081e-05
Position 270: 9.656468066937169e-06
Position 505: 9.348761672949992e-06
Position 282: 9.21241319563291e-06
Position 428: 9.119064646420106e-06
Position 712: 8.471738082283084e-06
Position 425: 8.038745745553016e-06
Position 864: 4.7143353121490745e-06
Position 1112: 4.1272254137161585e-06
Position 98: 3.258883667817673e-06
Position 431: 2.9771085566971792e-06
Position 842: 2.1970380740981975e-06
Position 452: 5.725313829193598e-08
Position 437: 4.224240991912532e-08
Position 440: 2.460886915960014e-08
Position 449: 1.213989706408168e-09
Position 563: 4.2790919676643785e-10
Position 489: 1.3763877926631664e-10
