Gene = ringer
index = 1857
Annotated 5SS: [ 130 3795]
Annotated 3SS: [3391 4060]
SMsplice 5SS: [ 844 1373 1648 3795]
SMsplice 3SS: [ 988 1426 3391 4060]
top_k =  1000
Partition function (log Z): 1.1624169187902855

Sorted 5' Splice Sites (High to Low Probability):
Position 3795: 0.9002781452765838
Position 844: 0.8389458662264317
Position 1373: 0.7590036139164855
Position 4249: 0.43116541997337215
Position 1648: 0.33960433031448795
Position 3003: 0.3377391109184948
Position 130: 0.2548642480944343
Position 3501: 0.15443797809509957
Position 3124: 0.14839789605676823
Position 1530: 0.1399690635688553
Position 2511: 0.1393460074096596
Position 4199: 0.12882576943353033
Position 2338: 0.0882030565643819
Position 3338: 0.052633117079070466
Position 705: 0.02948291463663149
Position 691: 0.02786445775316173
Position 3136: 0.026399285052325604
Position 3287: 0.0256302444070421
Position 2942: 0.023695755126489915
Position 1211: 0.022813275448626026
Position 2760: 0.01818749885513953
Position 46: 0.015846634709006324
Position 3104: 0.015000978326919162
Position 4480: 0.012581145382899308
Position 2515: 0.012260130924545927
Position 2548: 0.010797055197239511
Position 1578: 0.010755369980776046
Position 2592: 0.010396314011226444
Position 2616: 0.010262411655402209
Position 3179: 0.007298187150167346
Position 3140: 0.006120476478587239
Position 848: 0.006105429811512523
Position 2113: 0.004590445915266198
Position 2586: 0.004318496400202887
Position 3785: 0.004304656127971908
Position 3799: 0.0040710671757153444
Position 525: 0.0030592933963063773
Position 2432: 0.0025499557688773602
Position 3780: 0.0024340259716862187
Position 3275: 0.001836563093268961
Position 1123: 0.001814179598959167
Position 3729: 0.0018101385939822056
Position 2050: 0.0017268798360934835
Position 1377: 0.0014555755768347022
Position 3590: 0.001406532180056803
Position 3209: 0.0013560460129069974
Position 2946: 0.0013501900084878372
Position 723: 0.0013275292672017345
Position 398: 0.001218711565529132
Position 1533: 0.0011995545265603687
Position 1870: 0.0011571405174742632
Position 522: 0.0011158447272185867
Position 3948: 0.0010582910620025496
Position 1775: 0.0008751363423390757
Position 2439: 0.0008073247998417264
Position 265: 0.00076340961224807
Position 1290: 0.0007466379283533255
Position 3149: 0.0006430512631367976
Position 2342: 0.0006108416599478536
Position 3536: 0.0006093895281000395
Position 2034: 0.000540660084558999
Position 163: 0.0005194977641095514
Position 684: 0.00047537622469858635
Position 530: 0.00043273716999005723
Position 4258: 0.00041167691783713207
Position 3812: 0.0004038090409262993
Position 4281: 0.0003896506472386507
Position 3007: 0.0003539248411521071
Position 3755: 0.00034012723479467135
Position 3865: 0.0003217500485420857
Position 4: 0.00029150279162517276
Position 4307: 0.00027550236744152014
Position 2110: 0.00026151715871997283
Position 1724: 0.00025920895825794107
Position 1484: 0.00023301441863586144
Position 3551: 0.00021031201693725383
Position 2253: 0.00020269887462569583
Position 939: 0.0001902473918681131
Position 661: 0.00017820796129879496
Position 1856: 0.00017644390894704616
Position 2158: 0.00017508098327698954
Position 3763: 0.00015662422257842727
Position 1727: 0.00015572368457154848
Position 489: 0.00014003851932806231
Position 1942: 0.000134875696649481
Position 584: 0.00011361385153311836
Position 34: 0.00011039306861814495
Position 3942: 9.891253564705497e-05
Position 2643: 9.609821537180568e-05
Position 1722: 9.524158529210439e-05
Position 1271: 9.39212861809204e-05
Position 571: 9.314844863505197e-05
Position 402: 9.019433597336782e-05
Position 853: 8.743925483993945e-05
Position 1279: 8.576213160695274e-05
Position 2751: 8.312529026688929e-05
Position 367: 7.979105591513366e-05
Position 2407: 7.075156141012791e-05
Position 504: 6.97710379338507e-05
Position 1262: 6.565630837829275e-05
Position 3609: 6.414494880030022e-05
Position 2335: 6.295079487333318e-05
Position 767: 5.991990211594903e-05
Position 707: 5.9218736757545964e-05
Position 4532: 5.700238841329485e-05
Position 1786: 5.3809437039150176e-05
Position 638: 5.375161265370941e-05
Position 770: 5.282982712923967e-05
Position 3453: 4.434277031595641e-05
Position 1833: 4.2191328332709467e-05
Position 3789: 3.602763534096602e-05
Position 743: 3.2734447431564376e-05
Position 942: 2.9924749664593108e-05
Position 1260: 2.9390897189224784e-05
Position 193: 2.933315532049805e-05
Position 865: 2.4595749266683102e-05
Position 1304: 2.3621126580052944e-05
Position 985: 1.989711642499954e-05
Position 738: 1.9298797461918102e-05
Position 709: 1.6630007558344313e-05
Position 1226: 1.6447509385414197e-05
Position 1315: 1.6292365174539122e-05
Position 3837: 1.523926990187212e-05
Position 3863: 1.4979934233729075e-05
Position 429: 1.4811920808766634e-05
Position 167: 1.4666565896119129e-05
Position 1719: 1.4365257050024902e-05
Position 9: 1.3956297389151082e-05
Position 882: 1.3925907150115843e-05
Position 199: 1.3329058479847579e-05
Position 4158: 1.2671298184589661e-05
Position 1923: 1.0290688695743952e-05
Position 4472: 9.979016287827168e-06
Position 442: 9.48764572023336e-06
Position 4203: 9.264359426414846e-06
Position 1413: 8.94910382837856e-06
Position 604: 8.776595800819775e-06
Position 3583: 8.740929095769713e-06
Position 643: 7.741275359987183e-06
Position 134: 7.363143535450776e-06
Position 412: 7.020930803349525e-06
Position 609: 5.471348449573482e-06
Position 735: 4.907515350648655e-06
Position 327: 3.729401316694459e-06
Position 346: 3.6578496092469637e-06
Position 833: 3.3635357764513557e-06
Position 752: 3.336047412401342e-06
Position 4349: 3.3134099037558807e-06
Position 311: 3.138800186363923e-06
Position 258: 2.9381613511681837e-06
Position 2571: 2.6699049590195016e-06
Position 1472: 2.4728537885303173e-06
Position 509: 2.402258586294252e-06
Position 774: 1.9499691338197277e-06
Position 4527: 1.6297053994124553e-06
Position 400: 1.1219269483691873e-06
Position 1004: 8.981645250404078e-07
Position 1482: 4.900420529891498e-07
Position 143: 3.5814836123717145e-07
Position 558: 2.169622932842711e-07
Position 4178: 1.0285533458466278e-07
Position 4181: 7.290609970730992e-08
Position 4296: 6.249938231122782e-08
Position 1050: 2.1988196663967122e-08
Position 1659: 2.5150913497985953e-11
